3gram	Ircho_Komedia_partition_part3_wordlist_3gram	Ircho_Komedia_partition_part2_wordlist_3gram
к этому времени	2	1
в первом случае	1	1
тому что и	1	1
комедии мнесимаха филипп	1	1
афинской комедии iv	1	1
то ни было	2	2
масло из горящих	1	1
из третейского суда	1	1
сделать вывод что	1	1
так и не	1	1
во всяком случае	2	3
iv начала iii	2	1
вина пьем масло	1	1
в v в	4	1
покончить с собой	1	1
качестве вина пьем	1	1
в нравственном плане	1	1
для того чтобы	4	6
таким же образом	1	1
о том что	4	4
точнее не известной	1	2
в комедии мнесимаха	1	1
друг с другом	2	1
да уж не	1	1
вместе с тем	4	3
порядке по первой	1	1
в обоих случаях	2	1
оценка аристофана византийского	2	1
на первый план	1	1
обеда раб приносит	1	1
ли ты с	1	1
которой до сих	1	1
в том числе	3	1
начала iii в	2	1
по первой букве	1	1
раб приносит нам	1	1
плача и умоляя	1	1
под голову мы	1	1
в третейском суде	7	6
названия комедий менандра	1	1
и стрелы а	1	1
таким образом и	1	1
в ноги пращи	1	1
друг от друга	1	1
в уже упоминавшемся	1	1
в первую очередь	3	1
зятя на любовницу	1	1
более или менее	1	1
аттической комедии в	1	1
себя внимание что	1	1
на себя внимание	5	1
важно заручиться согласием	1	1
настаивает на ее	1	1
не говоря уже	2	1
критские дротики вместо	1	1
марафоне и саламине	1	1
в их творчестве	1	1
с какими людьми	1	1
в отношениях с	1	1
из точнее не	1	2
же что и	1	1
на афинской сцене	4	1
катапульт фр ii	1	1
но и здесь	1	1
меньше клянусь афиной	1	1
истории античной литературы	3	1
и в то	1	1
в iv в	7	1
отцом и сыном	1	1
при всем том	1	2
на пути к	2	1
наряду с этим	1	2
у того же	2	3
брак с дочерью	1	1
ты напился больше	1	1
мы знаем их	1	1
к тому что	2	1
на ее возвращении	1	1
панцири в ноги	1	1
с этой целью	2	1
как это было	1	1
события имевшие место	1	1
с известной долей	1	1
имени демея как	1	1
то обстоятельство что	1	2
за пределами ст	1	1
в законный брак	1	1
меньше всего похож	1	1
не известной комедии	1	3
по сравнению с	1	2
там и здесь	1	1
на рабском рынке	1	2
на брак с	1	2
в комедиях менандра	1	1
в том что	5	9
в то время	3	2
приносит нам критские	1	1
после обеда раб	1	1
влюбленного молодого человека	2	1
собой рвет на	1	1
о чем они	1	1
горящих светилен на	1	1
не встретила сочувствия	1	1
iv в и	1	1
то же время	3	4
в аттической комедии	2	1
с дочерью кнемона	1	1
комедии и ее	1	1
дошедший до нас	1	1
предстоит сражение? ведь	1	1
и т п	2	3
само собой разумеется	1	2
а в качестве	1	1
больше чем царь	1	1
нам критские дротики	1	1
и к тому	1	1
на плавтовского пиргополиника	1	1
тем не менее	1	3
обломки от копий	1	1
в соответствии с	1	1
iii ii вв	2	1
