3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram
тем что должно	1	1
детского мышления является	1	1
проблемы обучения и	2	5
между обоими процессами	1	3
ином отношении к	1	1
одному тому что	1	1
всей теории пиаже	1	1
в том чтобы	2	1
доказательство того что	1	1
для того чтобы	5	14
о том что	3	4
в частности научных	2	2
этой точки зрения	4	4
в определенной системе	1	1
что иное как	1	1
было бы чудом	1	3
на первый план	4	1
на самом деле	1	1
в одинаковой мере	2	2
могли бы сказать	2	2
вопрос о том	1	3
не только не	5	3
между собой и	2	1
усваивает слово цветок	1	1
с помощью которого	2	2
так как это	1	3
с помощью которой	1	1
спонтанных понятий которые	1	2
не иначе как	1	2
умственное развитие ребенка	3	1
мы могли бы	9	6
они относятся к	1	1
в зависимости от	1	2
одного и того	5	3
в том смысле	2	1
неспонтанных в частности	1	1
в мысли ребенка	1	2
понятий с помощью	1	1
из основных задач	1	1
уже говорили выше	2	1
и в частности	1	2
мере опирается на	1	1
школьного обучения но	1	1
в том что	31	11
оно имеет свою	1	1
ступень в развитии	3	2
конфликта и антагонизма	1	1
показывает что в	1	1
согласно которому научные	1	1
слово цветок чем	1	1
так же как	5	7
по своему значению	3	1
и то же	6	1
равной мере и	1	1
должны предположить что	1	1
процессов в этом	1	1
в отличие от	2	2
в процессе развития	1	3
появляется у ребенка	1	1
ребенок приходит к	2	1
противоположные тем которые	1	1
сторонами одного и	1	1
но все же	1	2
мы видим таким	4	1
приводят нас к	1	1
одному и тому	4	2
что должно быть	1	2
том числе и	2	1
житейских и научных	2	1
собственного опыта ребенка	1	1
первый план в	2	1
и тому же	4	2
в собственном смысле	7	1
с самого начала	1	5
мыслью ребенка и	1	1
в самом деле	6	2
неспонтанных понятий с	1	1
обучения в развитии	1	1
пиаже в отношении	1	1
детских понятий и	1	1
то же что	1	1
этого понятия не	1	1
что в действительности	1	1
более и более	2	1
с точки зрения	11	9
двумя сторонами одного	1	1
в этом смысле	8	1
в настоящей книге	1	1
частности научных понятий	1	1
что в этом	1	1
как и во	1	1
сохраняет свою силу	1	1
что процесс образования	1	1
а не наоборот	1	1
понятий но что	1	1
и подобно тому	1	1
за отбрасывающим ее	1	1
что на деле	1	1
и житейских понятий	1	4
само по себе	1	2
основе которых лежит	1	1
сказывается на развитии	1	1
делает вывод что	1	2
развития научных и	1	1
о том как	1	2
мы видим что	2	2
что обе эти	1	1
только в отношении	1	1
заключается в том	14	5
оказываются сходными между	1	1
по нашему мнению	2	1
единого процесса образования	1	1
как показывает исследование	1	2
в процессе обучения	4	5
в готовом виде	5	1
и того же	5	3
вообще в этом	1	1
нет никаких оснований	1	1
взаимного влияния этих	1	1
в его развитии	2	1
в обоих случаях	3	1
и не делает	1	1
не может объяснить	1	1
по мере своего	1	1
и научные понятия	1	1
тень за отбрасывающим	1	1
именно то что	2	1
понятия если бы	1	1
но само по	1	1
что уже в	1	1
настоящего исследования и	1	1
же как и	4	1
развития научных понятий	8	2
в экспериментальном исследовании	1	1
в процессе собственного	1	1
мы говорим о	1	2
на высшую ступень	2	5
в развитии понятий	2	1
как в этом	1	1
в школе и	2	1
ребенка и что	1	1
образования понятия и	1	1
обе эти функции	1	1
в свою очередь	2	3
спонтанных и неспонтанных	1	2
по отношению к	1	12
с другой стороны	8	2
того что ребенок	1	1
нашей рабочей гипотезы	3	1
и неспонтанные понятия	1	1
до логического предела	1	1
с другом не	1	1
понятий в сущности	1	1
и внешние условия	1	1
ожидать что развитие	1	1
не имеют ничего	1	1
в их основе	1	1
в основе которых	1	1
с практической стороны	1	1
научных и житейских	2	4
в ином отношении	1	1
детского мышления и	4	1
вместо того чтобы	1	3
активности детской мысли	2	2
научных понятий мы	1	1
бы сказать что	3	1
друг к другу	1	1
развития детских понятий	4	1
детского мышления как	1	1
мы знаем что	1	1
развития понятий в	1	1
том смысле что	1	1
и той же	4	1
в том виде	2	1
обучением и развитием	2	11
такой же мере	1	3
уже по одному	1	4
на этом вопросе	2	2
одни и те	3	1
том что в	1	2
тогда когда это	1	1
момент когда ребенок	2	1
и как они	1	1
на данной ступени	1	1
что они являются	2	1
мы никогда не	1	1
но если мы	1	2
научных понятий для	1	1
в которой они	1	1
обучения и развития	4	11
по своей природе	1	1
в вопросе о	2	1
развитии детских понятий	2	1
в силу их	1	1
подобно тому как	2	4
что научные понятия	6	3
так же невозможно	1	1
раньше усваивает слово	1	1
в какой степени	2	1
спонтанные и неспонтанные	1	1
в известном отношении	1	1
образом в основе	1	1
обоих этих процессов	1	3
в сознании ребенка	3	1
новые и новые	1	1
мы будем иметь	1	1
детской мысли как	1	1
в совершенно других	1	1
вопроса о том	1	1
то что с	1	1
как тень за	1	1
имеет еще и	1	1
во всяком случае	3	1
как мы это	1	1
развития ребенка с	1	1
ребенка с помощью	1	1
друг с другом	7	7
в высшей степени	2	2
и то что	4	2
в процессе решения	1	1
в том числе	2	1
умственного развития ребенка	6	5
то здесь мы	1	1
научных понятий должны	1	1
друг от друга	1	4
потому что в	1	2
мы говорили прежде	1	1
таким образом как	1	1
те и другие	9	1
в основе этого	2	1
бы чудом если	1	3
образование научных понятий	1	1
ребенка раньше чем	1	1
развития детской мысли	2	1
пиаже как постепенное	1	1
с логической точки	2	1
к тому что	1	1
одной и той	4	1
мы узнаем что	1	1
по сравнению с	3	5
не что иное	1	1
по одному тому	1	1
мы не станем	1	2
и на область	1	1
из истории развития	1	1
тот момент когда	1	2
внутренние и внешние	1	1
понятия мы могли	1	1
тем и другим	1	1
но вместе с	2	1
что вместе с	1	1
в связи с	3	1
пиаже нигде не	1	1
ту же самую	1	1
что нам известно	1	2
связей и отношений	2	3
внутренних и внешних	1	1
строение и связь	1	1
процессы обучения и	1	1
самом деле если	1	1
что с логической	1	1
на всем протяжении	2	2
благодаря тому что	1	1
не знает что	2	2
второй ошибочный момент	1	1
и научных понятий	4	2
как уже сказано	4	1
оба эти процесса	1	1
неспонтанных и в	1	1
том виде как	1	1
школьном возрасте в	1	1
кто не знает	1	1
в такой же	1	3
то что составляет	1	1
с одной стороны	9	3
в этом отношении	7	5
как мы видели	2	2
том что ребенок	3	1
что с помощью	1	1
то в чем	1	1
и т.д и	1	2
видим что все	1	1
результаты экспериментального исследования	1	1
приводит нас к	1	2
отбрасывающим ее предметом	1	1
интересующей нас проблемы	2	1
повторяет пути развития	1	1
на вопрос о	1	3
как мы показали	1	1
что ребенок не	2	1
в ходе развития	1	2
один и тот	7	3
является одной из	1	1
все более и	2	1
мы постараемся показать	1	1
только в том	2	1
не в состоянии	1	4
его применяет в	1	1
не повторяет пути	1	1
то время как	1	4
процесса образования понятий	5	1
и что в	2	1
одно и то	6	1
у ребенка но	1	1
это значит что	2	4
понятия ребенка в	1	1
он протекает в	1	1
с этой точки	4	4
не может быть	1	3
что сила и	1	1
состоит в том	3	3
в этой области	2	1
имеют ничего общего	1	1
что обобщение в	1	1
научные понятия не	2	1
особенностей детской мысли	2	1
а с другой	2	2
непосредственно вытекает из	1	1
понятий таким образом	3	2
не могут быть	2	1
к этому вопросу	1	1
можно было бы	5	3
не может не	2	1
ступени в развитии	5	2
к одному и	4	2
что в сфере	1	1
которому научные понятия	1	1
как это мы	2	1
вместе с тем	3	2
его собственной мысли	1	1
в этом случае	3	3
с ним но	1	1
но и что	1	1
они ни были	1	1
и развития в	2	1
в первую очередь	4	1
между тем и	1	1
таким образом что	4	2
заключенное в нем	1	1
чем перейти к	1	1
в школьном возрасте	5	18
говорит он что	1	1
то и другое	1	2
рабочей гипотезы и	2	1
иным отношением к	1	1
исключает всякую возможность	2	1
ребенок мыслит в	1	1
в свое время	2	2
