3gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_3gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_3gram
самого пушкина в	1	1
не обратить внимания	1	1
в последнем отношении	1	1
бориса годунова на	1	1
в прямом смысле	1	1
что в ней	1	1
что действующие лица	1	1
трагедии то что	1	2
ни для кого	1	1
бориса годунова до	1	1
русской драматической литературы	1	2
во всяком случае	4	3
в том чтобы	2	1
для того чтобы	1	5
борисом годуновым и	1	1
я могу творить	1	1
одном из писем	1	2
на то что	3	2
нет ни одного	1	1
о том что	4	11
вместе с тем	1	5
в творчестве пушкина	2	1
интерес пушкина к	1	1
в пушкинское время	1	2
воспоминания в царском	1	1
бориса годунова пушкин	1	1
русского литературного языка	1	1
своей трагедии пушкин	1	2
в трагедии пушкина	2	10
вышел из печати	1	1
а то что	1	1
от карамзина в	1	1
не встречается ни	1	1
на самом деле	1	1
и что он	1	1
и пр но	1	1
начала xix века	1	1
между борисом годуновым	1	1
не только не	1	2
он с самого	1	1
вопрос о том	1	3
в царском селе	2	1
борис годунов говорит	2	2
не как историк	1	1
судить по тому	1	1
пушкин говорит что	2	1
дело не в	1	1
борис годунов и	1	1
пушкина как поэта	1	1
пушкин в борисе	5	1
более или менее	1	2
царской властью и	1	1
царем и народом	1	2
важно отметить что	2	1
если принять во	1	2
на себя внимание	1	2
не говоря уже	1	1
начале xix века	3	1
бориса годунова от	1	1
что в россии	1	1
феодализме о роли	1	1
бориса годунова и	3	5
русская драматическая литература	3	1
раньше чем борис	1	1
ответ на вопрос	1	1
пушкина как на	1	2
бориса и шуйского	1	1
в свое время	1	1
на бориса годунова	1	2
размышления своею иноческою	1	1
как раз в	1	2
в своей трагедии	2	4
своею иноческою простотою	1	1
трагедии пушкина в	2	1
в сцене в	3	1
к тому что	2	5
в том смысле	2	2
говорит что он	2	1
историк и последний	1	1
прямом смысле слова	1	1
в сей день	1	1
пушкин и в	1	1
себе отчет в	2	1
языке бориса годунова	5	2
xvii века и	1	1
ответить на вопрос	1	1
таким образом пушкин	2	1
при создании бориса	1	1
того как трагедия	1	1
то обстоятельство что	5	4
что в его	1	1
о борисе годунове	2	3
никогда не был	1	1
над борисом годуновым	7	5
печатном издании бориса	1	1
на этой почве	1	1
в черновой редакции	2	1
мотивы в борисе	1	1
академического издания сочинений	1	1
пушкиным в его	1	3
и смущало современников	1	1
истории государства российского	1	2
в том что	11	16
в его трагедии	2	2
в то время	4	1
для пушкина не	1	2
о феодализме о	1	1
к борису годунову	2	3
в начале xix	3	1
борисе годунове пушкин	2	1
бориса годунова это	1	1
самим пушкиным в	1	1
до того как	1	3
в каком смысле	2	1
то же время	3	1
с легендой о	1	1
бориса годунова не	3	5
и т п	6	3
своеобразия и не	1	1
можно судить по	1	1
в печатном тексте	2	1
тем не менее	2	2
одним из следствий	1	1
чем борис годунов	1	1
в русской драматургии	1	1
говорит о том	1	1
в связи с	3	1
и для самого	1	1
иметь в виду	1	3
в свою очередь	1	1
нет никакого смысла	1	1
но пушкин и	1	1
в том же	1	2
только что в	1	2
трагедия его не	1	1
с другой стороны	4	3
в период работы	1	1
таким образом в	1	1
в языке трагедии	1	1
сам по себе	1	1
между царской властью	1	1
в бахчисарайском фонтане	1	7
копию с автографа	1	1
словаре академии российской	1	2
пушкина в его	2	1
он не может	1	1
иноческою простотою дают	1	1
в данном отношении	1	1
том что пушкин	1	2
борисом годуновым пушкин	2	1
борис годунов был	1	1
его повествованию всю	1	1
нельзя не обратить	1	1
до нас не	1	1
в борисе годунове	38	28
борисом годуновым не	1	1
борисе годунове и	1	2
года в течение	1	1
в течение лет	1	1
еще до того	1	2
том что он	1	5
в живом языке	1	1
был для пушкина	1	3
как историк а	1	1
в одном из	1	3
царем и боярством	1	1
орлеанская дева жуковского	1	1
но все же	2	2
что он уже	1	1
простотою дают его	1	1
как и вообще	1	1
дом вишневецкого где	1	1
том что борис	1	4
что у него	1	1
о роли дворянства	1	1
издании бориса годунова	1	1
знакомства пушкина с	1	2
а как политик	1	1
