2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
свою силу	1	2
и сами	1	2
развития понятий	1	13
т.е от	2	1
применительно к	1	1
все же	6	5
одних и	1	1
развития эта	1	1
его в	2	6
в развитом	1	1
речи и	30	1
распространяется на	1	1
как правило	1	1
мышление в	1	4
из основных	2	4
понятие и	1	2
скорее правилом	1	1
теоретической и	1	1
ко всей	1	2
каждой отдельной	3	1
по нашему	1	2
двух сторон	1	2
в одну	2	1
мышления на	1	2
пиаже не	1	2
так например	1	1
в собственном	3	7
зрения нашей	1	1
подобно тому	1	2
возникают и	1	3
чем иным	2	1
в точности	1	1
и целиком	1	1
что развитие	1	6
ребенка извне	1	1
развитием в	1	1
в состоянии	1	1
должны предположить	1	1
слова и	10	5
связывая его	1	1
связанных между	2	1
необходимо выяснить	1	2
даже в	2	2
готово когда	2	1
для другого	1	1
мы имеем	1	2
и к	7	5
программного материала	1	1
у одного	1	2
все внутренние	1	1
в наших	4	2
тех и	1	4
привел к	1	1
в данной	1	2
значений в	3	1
в развитии	10	25
своем значении	2	1
есть такой	1	1
сущности этот	1	1
всегда готово	2	1
различной ситуации	1	1
эти опыты	1	1
это понятие	1	1
мышлением и	2	4
что при	2	2
нашей гипотезы	3	1
иначе как	6	2
которым нас	1	1
самой себе	1	1
невозможны никакие	1	1
выражается в	2	2
и генетического	1	2
нашего исследования	5	4
его самых	1	1
с более	1	2
так и	3	5
в другой	1	2
ключом к	2	4
не является	3	5
друга как	1	1
находит свое	3	2
к еще	1	1
в известном	2	2
тем самым	8	7
то что	24	15
но как	1	2
не как	1	1
действительности и	1	1
этой мысли	1	1
в каком	1	2
ситуации и	2	1
и от	4	3
как слово	2	1
что исследование	2	1
как для	2	1
никак не	5	2
его как	1	1
имеет в	3	1
наряду с	2	3
напомним что	1	2
переходе от	3	2
для развития	1	2
в одном	1	1
в свою	2	2
тот факт	1	1
иное как	1	1
и практической	1	1
тому же	1	6
возможным только	1	2
или на	1	1
мы обратимся	1	5
в высшей	1	2
друга в	1	1
переходя от	3	2
той же	8	6
мышления и	9	14
значение этого	1	1
слова таким	1	1
других но	1	1
не иначе	2	1
к которому	1	3
та же	1	1
или понятие	1	2
в обоих	1	3
связи с	4	3
мы найдем	1	2
его значением	2	1
что перед	1	1
ни в	2	3
же точно	3	1
из двух	3	1
и которые	2	2
вещь может	1	1
между собой	6	5
то время	2	1
и той	2	4
что в	12	19
психологической природы	5	1
мы поэтому	1	1
нас в	2	3
для объяснения	2	2
сложный процесс	1	1
друг от	2	1
в начале	5	2
а как	1	1
пиаже в	3	1
выражения в	2	1
в своей	3	7
как раз	3	1
развития с	1	3
социализации мысли	1	1
но если	2	1
которые являются	1	1
слов развиваются	1	3
научных понятий	2	28
друг с	2	7
развитие его	1	2
образом это	1	1
в основе	3	17
другой раз	1	1
стороны как	1	1
со словом	1	2
что понятие	1	4
совершенно иначе	1	1
этих двух	2	1
как только	1	2
мы пытались	8	2
для психологии	2	1
этом случае	14	3
и больше	2	1
что она	8	1
все более	1	2
между мышлением	3	1
указывая на	1	2
в той	4	2
о чем	4	1
когда готово	2	1
зависимости от	1	2
и что	6	8
что если	2	2
изучение тех	1	1
не путем	1	1
указание что	1	1
эти три	2	1
переходит от	2	1
в период	2	1
найденные нами	1	2
мы говорим	2	1
развития выступает	1	1
ребенок не	1	2
на этот	1	3
целом и	1	2
отнесенности и	2	2
и речи	19	2
которое мы	2	2
бы мы	1	1
процесса как	2	1
слова так	1	1
слова он	2	2
что на	2	2
интеллектуальные функции	1	1
показать в	1	1
раз навсегда	1	1
меньшей мере	1	1
понятий этот	1	1
развитии мышления	2	1
мы ожидаем	2	1
после того	1	1
имеет свои	1	1
по известному	1	4
наших исследований	2	1
сейчас же	1	2
из которых	2	1
это положение	3	5
что эта	6	3
только начинается	1	1
речи приводит	1	1
из общей	1	1
значение может	1	1
только не	11	5
предполагает наличие	1	1
место в	1	2
проявляются в	2	2
эти психологи	1	1
и весь	2	1
может стать	1	2
самый характер	1	1
не есть	4	2
на деле	2	3
выше эта	1	1
понятия не	1	7
в основу	1	2
что все	2	3
человека мы	1	2
понятно что	1	2
не может	11	6
могут быть	2	7
ребенка идет	1	1
которого мы	2	1
о связи	1	1
если не	1	2
с психологической	1	2
со значением	1	1
связано с	1	1
между отдельными	1	3
предметную отнесенность	1	3
функции в	1	1
мы видели	3	6
отнюдь не	1	3
действительности в	2	2
к пониманию	3	3
в значении	1	2
сказать что	8	6
вместе с	12	8
свое выражение	8	1
мысли от	2	1
в том	18	42
мы знаем	2	1
из своей	1	1
происходит в	1	1
в его	4	11
все равно	1	1
значения в	1	1
той и	3	1
с развитием	1	1
идет от	1	1
в акте	1	1
является общим	2	2
на всем	5	2
прежде чем	2	1
компромиссом между	1	1
и может	1	1
приводит к	4	3
совершенно невозможно	1	1
от того	1	3
о том	4	5
с ребенком	1	1
между тем	1	9
совершается в	3	2
развитой мысли	1	1
процессе детского	1	1
моментов в	2	1
психологической стороны	1	2
знания в	2	1
понятие в	1	8
на вопрос	5	1
эти особенности	3	1
самых основных	1	1
в виду	5	3
на то	4	5
мыслью и	6	2
в самой	3	1
к самому	1	1
во всей	2	4
развитие есть	1	1
с помощью	13	31
в представлении	1	1
обратимся к	3	4
ребенка к	2	3
что между	2	1
которая не	1	1
имеет совершенно	2	1
мы и	2	2
положение согласно	1	1
быть не	1	1
как мы	14	13
однако не	1	1
эта работа	1	1
также в	1	1
заключает в	1	1
к которым	1	2
по мере	7	4
психологическую основу	1	1
относится к	2	1
может быть	7	12
известно что	1	1
мышлению в	1	3
и его	12	5
то в	2	1
с нашим	1	1
развития в	3	6
его мысль	2	1
общих закономерностей	1	1
с таким	1	3
все больше	3	1
и обратно	3	1
только тогда	1	1
уже говорили	1	2
как его	1	1
сохраняет всю	1	1
в отношении	2	10
начале своего	1	1
между ребенком	1	2
предположение наконец	1	1
того с	1	1
к двум	2	1
в школьном	1	5
более элементарных	1	1
совпадают в	1	2
между двумя	3	2
ребенка не	1	7
момент когда	1	2
связанной с	1	1
то при	1	2
поставить вопрос	1	1
в виде	1	3
ли не	2	2
с тем	5	6
какой мере	2	1
это есть	4	1
я не	3	1
помощью речи	1	2
который в	1	1
мы встречаем	1	2
из этого	2	1
между ним	1	1
развития есть	1	1
место на	1	1
здесь не	1	2
детской речи	4	2
виду одно	1	1
из других	1	1
бы в	5	3
иным как	2	1
в мышлении	2	21
всякую возможность	1	2
отличие от	2	2
функциональное значение	3	2
его к	2	4
развития оказывается	1	1
сравнению с	8	3
опыты показали	1	1
последнее время	3	1
и самое	1	1
для них	1	1
иначе чем	2	3
и других	2	3
одном и	1	1
одинаковой мере	1	2
слова которые	1	1
внешней стороны	2	1
с и	1	1
рассматривать как	1	2
особенности этой	1	1
и второй	1	2
мы хотели	1	1
одно из	5	1
мы встречаемся	1	1
ярче и	1	1
в таком	1	2
нас к	6	3
что здесь	1	2
в частности	1	5
как говорит	5	2
показывает что	2	2
остаться без	1	1
на этой	1	1
функции слова	1	1
значение слова	13	7
вопроса о	2	2
значение орудия	1	1
и тем	6	8
того чтобы	19	7
во внимание	1	1
и при	2	4
целом но	1	1
в своих	2	1
только в	8	10
в смысле	6	4
речи мы	4	1
и значение	5	1
мышление ребенка	1	3
так сказать	1	1
другой стороны	1	9
его значения	3	1
в этой	3	3
отношению к	5	1
само по	1	1
быть так	1	1
что уже	1	2
в исключительных	1	1
их развития	2	5
к выводу	3	2
идет о	2	3
вступая в	1	1
то и	4	1
т.е в	1	1
его развития	1	1
всяком случае	1	3
его с	3	1
эта проблема	1	2
значении слова	1	3
мысль ребенка	2	1
говорит толстой	2	2
к этому	2	4
при различных	2	1
доказательство того	1	1
заканчивается а	1	1
вправе рассматривать	2	1
но для	2	2
развития у	1	1
понятий не	1	3
как в	4	5
положение что	1	1
между вещами	1	1
во всяком	2	4
человека даже	1	1
и не	18	8
подтверждают это	1	1
мы уже	3	5
но вместе	1	2
действительности мы	1	1
со всеми	2	3
думается нам	5	2
нежный процесс	1	2
таким образом	23	25
по своему	9	4
свое значение	1	1
понятий и	2	9
больше того	1	1
совершенно понятно	1	1
первый из	1	2
развития но	1	1
детской мысли	2	17
строение и	1	1
ребенком и	1	3
то к	1	1
тогда когда	5	8
сравнению со	2	1
ребенка и	8	9
тем что	9	7
одно и	3	6
известны из	1	1
уже в	2	6
возникает из	6	2
возникает тогда	1	1
и после	1	1
интеллектуальных операций	1	3
слов как	1	1
значения слова	9	8
и мышления	1	3
мысли ребенка	1	3
не только	24	15
при виде	1	1
предложение в	1	1
он не	3	1
в основном	3	1
отношении если	1	1
смысле этого	3	7
области развития	1	1
ребенка в	1	4
дает нам	1	1
все эти	6	5
мысль на	1	1
показывают наши	1	1
этот процесс	1	6
в данном	5	2
к целому	2	1
тем же	5	4
тем больше	1	1
также с	1	2
и потому	3	1
слова в	5	9
целого ряда	1	2
случае не	2	2
содержит в	3	2
два момента	1	1
с самого	7	1
в их	2	12
поэтому не	1	1
общего и	1	1
то все	1	1
того в	1	1
в себе	9	10
нашему мнению	2	2
с той	1	2
в одинаковой	3	2
и он	2	2
ребенком в	1	3
на его	2	3
между ними	3	4
мышления у	1	1
и теоретически	2	1
как известно	2	3
мышлением в	1	4
оно является	1	1
понятий поэтому	1	1
к тому	7	6
нельзя было	2	1
не процесс	1	1
на основе	1	10
таким же	1	2
не оставляет	1	1
заставляет нас	1	1
исследования и	3	1
в уме	2	5
перед нами	2	5
одной стороны	5	9
развития детской	1	2
за шагом	1	1
бы не	1	1
вытекающий из	1	1
говорили выше	2	3
раньше чем	1	5
и те	1	4
из них	1	4
и слова	6	1
и для	5	4
с другом	2	7
деле если	1	1
и нежный	1	2
исключает всякую	1	2
не совпадать	1	1
в области	4	4
имеем дело	1	1
мы в	3	2
вообще и	1	1
отличается от	3	2
что отличает	1	1
мышления если	1	1
теряет свою	1	1
у ребенка	9	13
нам думается	1	1
всех остальных	1	2
функциональном и	3	1
ступени развития	1	2
в разных	1	1
слово или	1	2
же самом	1	1
по пути	1	2
которые мы	4	3
по себе	3	1
и внешних	1	1
мышлении ребенка	1	6
и является	3	3
не менее	4	3
переходит к	4	1
еще не	4	2
привести к	3	2
целый ряд	4	5
перейти к	4	1
с ним	3	1
трехлетнего ребенка	1	1
представляют собой	1	1
и которая	1	2
же самое	5	7
но на	1	1
в конце	4	1
на все	1	3
к мысли	4	2
стороны мы	1	2
а в	2	2
тому что	9	4
мы полагаем	1	1
слово и	9	2
всего в	2	1
готово понятие	1	1
мы вправе	3	1
представляет собой	19	3
слов и	2	1
мышления к	1	2
и тогда	1	2
видим в	1	2
своей природе	4	1
и мыслью	1	1
одним и	2	3
шагу в	1	2
к психологии	1	1
номинативной функции	1	2
понятий с	1	5
которые послужили	1	1
остановиться на	2	2
возраста с	1	1
ребенка как	2	2
которыми он	1	1
в поведении	1	1
первое слово	1	1
с теоретической	2	2
в своем	1	4
отнесенность слова	1	1
на которой	1	1
стороны и	4	2
одного из	2	1
ребенка мы	1	3
эксперимента и	1	1
не заканчивается	1	1
в нашем	4	4
является в	5	3
в меньшей	1	1
не мешает	1	1
в ходе	12	4
мы приводили	2	1
оно было	1	1
которые в	2	4
от друга	2	1
не по	4	2
слова во	1	1
заслуживает названия	1	1
его мышления	1	1
к другу	2	1
в сложном	1	1
на одной	1	2
неизбежно приводит	2	2
и редко	1	1
наперед что	1	2
с которыми	2	1
с несомненностью	2	1
теории пиаже	2	2
наших глазах	3	1
