4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_4gram
в тех сказках где	1	1
но тем не менее	1	2
здесь можно было бы	1	1
в иное царство и	1	1
и в русской сказке	1	1
если это так то	1	1
в царство мертвых и	1	1
мы увидим ниже что	1	1
мы видим что в	1	1
есть не что иное	1	1
в то время как	3	2
бы историю самсона и	1	1
в одном из вариантов	1	2
с этим мы еще	1	1
хотя бы историю самсона	1	1
отправляющийся в царство мертвых	1	1
образом мы видим что	1	1
это или нет мы	1	1
видим что в сказке	1	1
таким образом мы видим	1	1
не что иное как	1	3
выше мы видели что	2	1
вдруг видит перед собой	1	1
на самом же деле	1	1
в том что и	1	1
мы должны были бы	2	1
однако это не совсем	1	1
мы видим что герой	2	1
уже выше мы видели	1	2
мы не будем здесь	1	1
как мы увидим ниже	1	1
в лесу или в	1	1
в силу того что	1	1
связь обряда посвящения с	1	1
только в связи с	1	2
до сих пор нет	1	1
что сказка здесь отражает	1	1
это не совсем так	1	1
историю самсона и далилы	1	1
так это или нет	1	1
зп и т д	1	1
в соответствии с этим	1	1
в связи с изучением	1	2
прежде всего мы должны	1	1
здесь мы наталкиваемся на	2	1
таким образом и здесь	1	1
