2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
и сами	1	1
все же	4	4
его в	3	1
учитывает и	1	1
следовательно происходит	1	1
выходит из	1	1
себе не	1	1
к слиянию	1	1
о мире	5	1
он теперь	1	1
менее всего	1	1
сферу бытия	1	1
слова и	1	7
даже в	6	1
это вовсе	2	2
не хочу	2	1
за пределами	1	1
делая его	1	2
и старается	1	2
романа который	1	1
мы имеем	2	3
и к	2	9
и возможности	1	1
я вам	1	1
есть слова	1	1
последнего затем	1	1
но здесь	1	3
того и	1	2
кроме того	1	4
устах других	1	1
друг мой	1	1
зрения своей	1	1
его влиянием	1	1
даже когда	1	1
от нее	1	1
до этого	1	1
его и	3	1
от автора	4	2
так и	3	4
достоевского это	2	2
сознание и	4	1
ведь он	2	1
в другой	1	1
вовлекается в	1	1
только еще	1	1
словесного стиля	1	1
своими собственными	1	1
и у	2	1
за пределы	5	5
каждом новом	1	1
имеет как	1	1
последнее слово	1	1
тем самым	2	1
то что	5	4
но как	2	1
не как	6	3
в более	1	1
как слово	5	2
им в	4	1
из того	1	1
никак не	1	3
к различным	1	2
этого диалога	2	1
не укладывается	2	1
его как	1	2
одном замкнутом	1	1
в пределы	3	1
художественном творчестве	1	1
чужих слов	2	4
последнего слова	3	1
весь роман	1	1
напомним что	1	1
отношений они	1	3
должна быть	3	2
все его	3	1
в одном	6	11
в свою	1	1
катерины ивановны	1	1
тому же	1	1
мы обратимся	1	1
в высшей	1	1
степана трофимовича	1	1
и петербург	1	1
той же	1	3
несмотря на	1	1
от себя	1	1
они в	1	1
та же	1	1
в обычном	1	1
его тон	1	1
прозы в	1	1
ее истоков	1	1
самосознания и	2	2
может иметь	1	1
связи с	1	1
его личность	1	1
ни в	2	6
типа в	1	1
между собой	1	1
лежат в	1	1
как не	5	1
что в	6	4
бы сказали	1	1
всякий спор	1	1
ивана карамазова	4	1
нам важна	5	1
он является	1	1
друг от	2	1
и они	1	2
а как	4	2
в своей	6	3
как раз	6	7
по всей	1	1
но если	1	3
полемики с	1	1
случаев в	1	1
друг с	2	5
все в	1	2
диалогическое общение	1	2
авторского слова	2	2
на материале	3	1
со словом	1	2
с его	8	5
с сестрой	1	1
художественного замысла	2	1
этом случае	1	1
что она	4	1
бы и	3	2
в той	3	3
внешней наглядностью	1	2
очень часто	1	4
что если	3	1
знают и	1	1
и что	2	3
ощущаться как	1	1
это позволяет	1	1
эти типы	1	1
определить и	1	1
и выходит	2	1
этом мы	1	2
ставрогин иван	1	1
и все	1	9
сливается с	4	1
монологического романа	3	1
или менее	1	3
на этот	1	2
к достоевскому	3	2
и речи	1	1
в авторском	1	1
уж не	1	1
нам кажется	1	5
они все	1	1
всем этим	2	1
что на	1	1
в жизнь	1	1
точке зрения	3	1
и о	2	3
таковы три	1	1
жизни и	15	5
авторской речи	2	2
ему и	1	1
себя и	2	3
и притом	1	1
него в	1	3
в них	4	1
кажется что	2	3
их взаимоотношения	1	1
место в	1	1
незавершенного и	1	1
в замысле	2	1
на одном	1	1
может стать	2	2
образом как	1	1
не есть	2	1
диалогические отношения	3	15
те же	2	2
и так	1	2
для понимания	2	2
собою а	1	1
что все	3	1
сознания с	1	1
одном голосе	1	1
не может	24	19
могут быть	4	2
которого мы	1	1
в чужих	2	1
но лишь	1	1
из которого	2	1
там где	6	2
большом диалоге	3	1
сказать что	5	2
функции в	1	1
то есть	50	40
авторское отношение	1	1
вместе с	1	2
ней в	1	1
сознания и	6	2
братьев карамазовых	1	1
сказать о	1	1
установок и	1	1
и одновременно	2	2
в братьях	2	2
в том	8	9
из своей	1	1
раз подчеркнуть	2	1
в его	22	9
все равно	1	2
его уже	1	1
на почве	4	2
в научной	1	1
художественного видения	1	2
и т.п	6	14
разобранные нами	1	3
даже прямо	1	1
этот образ	1	1
есть если	1	2
мы бы	1	1
не входит	2	2
очень существенное	1	1
произведений достоевского	3	6
и оценки	1	1
с нею	1	2
в диалоге	3	3
ведения рассказа	1	1
приводит к	1	4
под его	1	1
о том	3	5
у тургенева	1	4
словам о	1	1
живет в	1	2
отношение к	8	3
которые сами	1	1
именно эти	1	1
речи как	1	2
в виду	2	4
на некоторых	1	2
на то	2	3
который мы	1	1
ценности жизни	1	1
бы с	1	1
еще в	1	1
да и	1	4
к самому	1	2
в самой	3	5
с помощью	1	3
большинстве случаев	2	8
мире достоевского	6	2
смысловой позиции	1	1
должны быть	1	1
мы и	3	3
с порфирием	2	1
и функции	1	1
сократическом диалоге	1	1
художественной прозы	4	1
в некоторых	2	1
становления в	1	1
от своего	1	1
как мы	8	12
так чтобы	2	3
т.п все	1	1
чужой голос	1	2
может быть	18	23
это я	1	1
в каких	1	1
и его	8	6
в одной	5	2
себе его	1	1
может показаться	1	1
роман но	1	1
правда в	2	3
для ведения	1	1
и дуни	1	1
в сфере	2	1
вы в	1	1
как его	2	1
в отношении	1	3
возможный ответ	1	1
сознании и	2	2
в устах	1	1
и могут	2	1
вовсе не	7	9
мысли не	1	1
они могут	3	1
она не	5	3
произведениях достоевского	4	3
себя самого	1	1
повести но	1	1
была бы	3	1
к ним	3	4
всякое иное	1	1
в бесах	1	1
не на	4	1
здесь нет	2	3
только один	1	1
обращено к	3	1
что ли?	1	2
всего как	1	1
в особом	2	2
жизнь не	1	2
человек никогда	1	1
достоевского мы	1	1
здесь не	2	4
его художественного	4	1
о предмете	1	1
в простую	1	1
о себе	3	5
друг в	3	3
и голос	2	1
к лицу	1	1
той или	3	2
бы в	5	3
и жизнь	1	2
и нет	1	4
нас здесь	1	2
и ему	1	1
отличие от	1	3
сравнению с	2	1
герои романов	1	1
у толстого	1	1
романе и	1	1
на пороге	4	12
