3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
перед нами в	1	1
не только в	1	1
адекватное ему но	1	1
друг за другом	1	1
герой из подполья	1	1
как мы уже	2	2
типа а не	2	1
значение для понимания	1	1
можно было бы	3	2
человека по отношению	1	1
в себя как	1	1
во всяком случае	3	1
приводит к распадению	1	1
о том что	2	2
преступления и наказания	1	3
друг с другом	3	5
по себе еще	2	2
в высшей степени	1	1
в этом глубокое	1	1
друг друга и	1	1
а не как	3	1
что может быть	2	1
увидеть и показать	1	1
в большинстве случаев	2	8
слово о себе	1	3
между тем как	4	1
то перед нами	2	4
роль в романе	1	1
слова о нем	1	1
таким образом и	1	1
как точка зрения	1	1
одним из героев	1	1
в его романе	1	1
точка зрения как	1	1
как раз и	1	3
вовсе не как	1	1
а вовсе не	1	1
в этом произведении	1	1
развития европейской литературы	1	1
линии развития европейской	1	1
в братьях карамазовых	1	2
в одной плоскости	3	2
может быть и	1	1
не входит в	1	1
одной плоскости с	1	1
и в то	3	1
в отношении к	1	2
о нем в	1	1
к своему предмету	1	1
к тому что	1	1
все равно мы	1	1
письме к брату	1	1
слова он сам	1	1
что в нем	1	1
и в сущности	1	2
в каждом атоме	1	1
том что все	1	1
его жизни и	1	1
в себе и	1	1
и не может	2	7
по сравнению с	1	1
достоевского так же	1	1
же как и	1	1
же время их	1	1
а следовательно и	1	2
нам кажется что	2	3
в пределах одного	1	6
в том что	7	2
видеть и изображать	1	2
этим можно согласиться	1	1
может быть лишь	1	1
но именно поэтому	1	1
русского капитализма и	2	1
конечно не в	1	2
к смертной казни	1	1
то же время	7	5
приговоренного к смертной	1	1
хотя и не	1	2
выходит за пределы	2	1
художественная концепция пространства	1	1
и наконец в	1	1
точек зрения и	1	2
прислушивается к каждому	1	1
в столкновение с	1	1
так же как	1	1
то есть в	3	4
у бальзака и	1	1
по отношению к	11	5
с другой стороны	2	3
в первых произведениях	1	1
пространства и времени	1	1
стиль и тон	1	1
от первого лица	2	1
в отличие от	2	3
мы увидим дальше	1	1
строится так чтобы	1	1
была по преимуществу	1	1
концепция пространства и	1	1
художественного видения и	3	1
чужому слову о	1	1
том что он	4	1
как и герой	1	1
не сливается с	1	1
бытия и не	1	1
в данном случае	2	1
произведений достоевского в	1	1
то есть вступить	1	1
молодого русского капитализма	1	1
в одном из	2	2
но все же	1	1
в той же	3	1
отношению к себе	1	1
он есть а	1	1
как мы сказали	1	3
не есть конечно	1	1
целое в этом	1	1
ее художественного видения	1	1
так и в	1	1
можно сказать что	2	2
по замыслу достоевского	1	1
и о мире	1	1
в то же	7	5
все же не	1	1
автора то есть	1	1
полифонического романа глава	1	1
его личности и	1	1
себе самом и	3	1
первых произведениях достоевского	1	1
он и на	1	1
в его мире	2	1
о себе самом	6	3
слова так как	1	1
уже в первом	1	1
ни в одном	1	2
из этих трех	1	2
никогда не довлеет	1	1
в письме к	1	1
друг против друга	2	1
себе еще не	2	2
с самого начала	2	1
самосознания и самовысказывания	1	1
в самом деле	2	4
достоевского все в	1	1
с чужим сознанием	1	1
до сих пор	2	8
а не к	1	1
в произведениях достоевского	2	2
своего социального круга	1	1
для него в	1	1
дело в том	1	2
с точки зрения	15	9
его художественного мира	1	1
к себе самому	1	3
они вовсе не	1	1
в романах достоевского	6	4
его видения и	1	1
именно в самой	1	1
и т.п все	1	1
в этом смысле	9	2
почти никогда не	1	1
в мире достоевского	4	1
в бедных людях	1	3
глубокое и полное	1	1
ставит нас перед	1	1
на этот вопрос	1	2
является одним из	1	1
как бы в	2	3
не только к	1	1
приводит его к	1	1
но в то	2	2
творчестве достоевского но	1	1
у него в	1	1
в конце концов	4	1
и в нем	1	1
с самим собою	1	3
и даже не	1	1
в значительной степени	1	1
совпадает с самим	1	1
в полифоническом романе	2	1
в этой форме	2	1
не совпадает с	1	1
как если бы	1	2
не может быть	3	8
достоевского можно было	1	1
приходит в столкновение	1	1
со всеми ее	1	1
сами по себе	3	2
равен себе самому	1	1
не в одном	1	1
потому что она	2	1
лишает их всякой	1	1
остается в пределах	1	1
отчетливого теоретического осознания	1	1
свои мысли в	1	1
хотя бы и	2	1
он остается в	2	1
в сущности на	1	1
он как бы	1	1
как нам кажется	2	2
же время оно	1	1
