3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram
не могут быть	1	1
и совершенно прав	1	1
что если шекспир	1	1
силу того что	1	1
можно было бы	4	3
в основе его	1	1
то что она	3	1
и заключается чтобы	1	2
в том чтобы	3	2
и того же	1	2
король и королева	1	2
для того чтобы	13	19
мы едва ли	1	1
его истинный смысл	1	1
о том что	4	6
этой точки зрения	2	1
на то что	6	16
друг с другом	1	3
вместе с тем	1	3
и то что	2	3
звуков в стихе	2	1
что иное как	1	2
а не как	1	1
и показать что	1	1
в этом случае	1	2
по тому же	1	1
и сейчас же	1	1
если мы примем	1	1
отношении совершенно напоминает	1	1
на самом деле	5	2
когда говорит что	2	2
и что он	1	1
принадлежат к числу	1	1
в основе искусства	2	1
не только не	1	4
в первой главе	1	1
ответ на этот	1	2
друг от друга	1	2
не есть еще	1	1
потому что в	1	2
более или менее	1	1
никак не может	1	3
к действительности но	1	1
же точно и	2	1
прямо сказать что	1	1
же точки зрения	2	1
совершенно справедливо указывает	2	1
могут быть отнесены	1	1
мы примем во	1	1
мы могли бы	1	4
имеет дело с	2	2
мы имеем в	1	1
в жизни и	2	1
чрезвычайно важный для	1	1
к тому что	2	6
в зависимости от	1	6
тот факт что	1	4
нас как бы	1	1
одного и того	1	2
в том смысле	1	1
ясно что тогда	1	1
одной и той	4	2
в русском языке	1	1
совершенно понятно что	1	1
то обстоятельство что	1	1
и если в	1	1
и так как	1	1
отсюда понятно что	1	1
по сравнению с	2	4
в литературном произведении	1	1
и в частности	1	1
к указанию на	1	1
не что иное	1	2
так же точно	7	5
но он не	1	1
то что мы	1	2
в том и	2	2
же как и	1	1
том что она	3	1
в том что	17	14
то что чувства	1	1
в то время	3	1
лежит в основе	1	1
и вот это	1	1
в художественном произведении	5	1
нужно принять во	1	1
вбирает в себя	1	1
никак не к	1	1
и указывает что	1	1
что это только	1	1
поэтического произведения с	1	1
и т п	8	3
увидим что они	1	1
с таким образом	8	2
то как если	1	1
не кажется ли	1	1
художественное произведение вызывает	1	1
том что по	1	1
того чтобы сделать	1	1
и то же	1	3
приводит к тому	1	1
так же как	4	2
чтобы показать что	1	1
по крайней мере	1	1
в свою очередь	2	1
то есть не	1	1
той же точки	1	1
таким образом все	2	2
именно потому что	1	2
ту же самую	2	2
с другой стороны	2	5
в конечном счете	3	1
совершенно очевидно что	1	2
ни в каком	2	1
и когда он	2	2
в отличие от	1	2
того чтобы заметить	2	1
сам по себе	4	3
только предположить что	1	1
но еще не	1	1
