4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram
встречается не только в	1	2
и в русской сказке	1	2
в тех случаях когда	1	3
мы выделим только одну	1	1
здесь нет необходимости повторять	1	1
такой случай мы имеем	1	1
и т д и	2	1
и т д то	1	1
по мере того как	2	1
случай мы имеем в	2	3
представления о том что	1	1
с другой стороны с	1	2
дело не только в	1	1
образом мы видим что	1	2
но по мере того	1	1
и здесь мы видим	1	1
таким образом мы видим	1	2
точно так же как	1	1
с одной стороны она	1	1
и т д но	2	1
в главе о помощниках	1	1
живые не видят мертвых	1	1
то это значит что	1	1
в одной из версий	1	2
что мы знаем об	1	1
т д и наконец	1	1
неидо сих пор мы	1	1
помощник передавался по наследству	1	1
и здесь нет необходимости	2	1
во всех этих случаях	2	6
но если предположить что	1	1
как мы увидим ниже	1	1
мы уже знаем что	2	2
как видно будет ниже	1	1
еще не все ясно	1	2
интересный случай мы имеем	1	1
мертвые не видят живых	1	1
аф и т д	1	1
