2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram
когда они	2	1
пространства в	1	1
все же	4	5
его в	3	1
значит? это	1	1
в царство	2	1
времени и	9	1
жизнь а	1	1
об отношении	1	5
не замечаемое	1	1
это какое-то	1	2
себе не	3	5
обычного хода	1	1
она ни	1	2
в одну	5	3
– во-первых	1	1
между обеими	1	1
для меня	1	4
самое существо	1	1
она есть	9	5
– сама	1	1
творимая вещественная	1	1
ли она	1	1
непосредственное и	1	1
в состоянии	2	1
о мире	1	1
общего с	1	5
итак миф	2	2
даже в	3	3
ко всему	1	2
существенно и	1	1
совершенно неверно	1	1
мифологические теории	1	1
ли миф	2	1
мы имеем	3	2
и к	7	1
всю ее	1	1
разной степени	1	1
виду что	2	1
любить искусство	1	1
и оно	1	1
как о	1	2
символической природы	1	1
того и	2	1
а есть	1	4
кроме того	3	1
но живое	1	1
сама жизнь	2	1
имеет целью	1	1
была самая	1	1
к мифу	1	3
действительно в	2	1
так и	10	9
чем не	1	1
только еще	1	1
вещи и	3	2
– ничего	1	1
уже давно	1	1
лица не	1	1
и т	17	21
на мифологию	1	2
эти вопросы	3	1
фантастический вымысел	1	1
чисто мифическую	1	1
вещь не	1	2
только чисто	1	1
когда мы	3	1
еще и	1	3
различия между	2	1
или другой	3	4
есть нечто	8	10
д в	1	1
говорим что	1	2
то что	14	13
но как	5	2
не как	2	2
действительности и	1	3
что тут	4	2
в каком	4	8
мифа в	4	1
и от	3	2
но ее	1	1
его как	1	1
бы это	3	1
предмет так	1	1
быть еще	1	1
соответствует ли	1	2
в особенности	1	5
не будучи	2	2
однако тут	1	1
мифология дает	1	1
миф же	3	1
должна быть	5	3
об одном	1	2
все его	3	1
степень иерархийности	1	1
иное как	3	1
тому же	1	2
нет никакой	4	1
или на	2	2
отвлеченной идеей	1	2
кто же	1	1
никакой мифологии	1	1
мифология а	1	1
факт не	1	1
несмотря на	2	10
же есть	2	1
та же	4	3
это уже	2	1
между мифологией	5	1
говорил о	1	1
может иметь	3	3
связи с	4	1
же деле	1	1
в мифе	16	12
ни в	10	15
мое дело	1	1
этом совершенно	1	1
то время	4	1
как не	2	2
что в	7	13
он с	1	1
– итак	2	2
отрешенной от	1	1
них и	1	1
тоже суть	1	1
в природу	1	1
собственно говоря	2	4
мною самим	1	1
но совершенно	1	1
внешнее и	1	4
может ли	1	1
выражения в	1	1
в своей	8	2
как раз	5	4
не указывает	1	1
форм и	2	1
уже и	2	3
но если	1	5
непосредственностью и	1	1
входить в	1	1
друг с	1	1
все в	2	1
творимая действительность	1	1
в основе	1	3
провести грань	2	1
миф есть	6	4
и схемой	1	3
на первый	1	1
разную степень	3	2
направлению к	1	1
как только	3	2
стороны не	1	3
что она	14	7
бы и	2	2
в той	3	1
выразительной формы	1	1
что если	3	2
о чем	3	2
метафизика ни	1	1
и что	5	12
протестую против	1	1
вещи не	1	1
и мифического	1	1
– такое	1	1
в мифологии	4	4
отвлеченности и	1	1
но символ	1	1
что это?	1	1
и все	12	3
мы говорим	3	4
есть тоже	1	2
или менее	2	3
исторических фактов	2	1
бы мы	1	1
и о	1	3
жизни и	6	3
мифе нет	1	3
раз навсегда	1	1
и –	4	14
где есть	2	1
что миф	5	12
и стало	5	2
жизнь –	1	1
величайшей мере	1	1
в противоположность	2	5
содержание и	1	1
и притом	7	4
в оценке	1	1
как таковом	1	2
сейчас же	3	1
что эта	1	4
в них	1	3
не бывает	1	1
некая отрешенность	1	1
степень отрешенности	1	1
значение может	1	1
или нет	3	3
логически т	1	1
даже и	1	3
выразительное и	1	1
не зависит	1	1
мне и	1	1
иметь в	2	3
не есть	47	40
мере не	1	1
что все	1	1
не то	5	6
и ни	1	6
а он	1	3
нечто иное	1	1
или иное	4	3
не может	9	12
могут быть	4	3
– не	9	11
и надо	2	2
реальностью и	1	2
есть какой-то	1	1
связано с	1	1
цвета и	1	1
там где	1	1
взятая в	1	1
категория сознания	2	1
отнюдь не	6	9
но лишь	1	4
пор не	1	1
того или	2	1
но тут	3	1
вместе с	2	1
всех указанных	1	1
сознания и	5	3
мало ли	1	2
сказать о	1	1
и значит	1	3
в том	14	9
существует особая	1	1
происходит в	1	1
образ и	1	4
в его	1	3
ясность и	1	1
все равно	5	3
на почве	1	1
д все	1	1
форма выражения	2	1
в нас	1	1
даны в	3	1
живой и	2	2
теми которые	1	1
это можно	1	1
мысль о	1	1
и земли	1	1
не существует	1	7
и может	6	2
в бесконечность	2	1
к науке	1	1
науке и	1	1
от того	4	1
о том	5	4
касается меня	1	1
между тем	2	1
формы как	1	1
живая личность	2	1
чему же	1	1
что раз	1	1
его не	2	6
есть ли	5	1
нас а	1	1
в виду	5	5
культуры и	2	1
на то	1	5
еще в	1	1
да и	6	6
к самому	1	2
по смыслу	1	1
есть только	4	5
в черном	1	1
имеется в	2	1
ни наконец	1	1
знаем но	1	1
всегда так	1	2
должны быть	3	1
мы и	1	2
которому видна	1	1
и мифология	4	5
аллегория но	2	2
главным образом	1	1
а потому	2	1
и нечто	2	1
как я	2	1
как мы	3	4
– всегда	3	1
по мере	1	2
может быть	20	17
не должен	1	1
находим в	1	2
в каких	2	1
и можно	2	1
то в	1	7
и его	5	1
мифологии от	1	1
и поэзии	3	1
это я	2	4
ни с	4	6
на ту	1	1
именно нельзя	1	1
вообще на	1	1
живого восприятия	1	1
только тогда	7	2
но жизненно	1	1
миф ни	1	2
мы получаем	2	2
на нас	1	1
были бы	1	2
самого по	1	2
вне всякой	1	1
вовсе не	13	7
она не	8	6
же тут	1	3
скажу только	2	1
в лампаду	1	1
об ее	2	1
есть не	7	3
есть самое	3	1
к ним	1	2
была бы	3	3
не больше	4	2
для мифа	2	2
это как	3	1
такое выражение	2	1
пока не	1	1
в виде	2	2
частности примитивно-научное	1	2
она –	8	3
это есть	8	9
я не	6	5
только один	1	1
о символе	1	1
из этого	1	1
во всю	1	1
в отдельности	1	2
увы –	1	1
здесь не	1	1
своей отвлеченности	2	1
даже если	1	3
не видел	1	1
как миф	3	1
ли он	1	1
той или	4	7
и мифологией	1	1
ни о	2	5
эти два	2	2
и жизнь	2	1
где и	1	1
фикция не	1	1
он –	6	18
и ему	1	1
можем сказать	1	2
миф от	2	1
действительность мы	1	1
выдумка или	1	1
сравнению с	1	2
почему не	1	1
большею частью	2	2
движется и	1	1
это конечно	4	2
сказать что	10	10
всегда содержит	2	1
– однако	1	1
могу не	1	1
– правда	2	1
до бесконечности	1	2
свою собственную	1	1
состоит из	1	3
себе свою	1	1
вы не	2	1
религии и	1	3
– и	3	3
внутреннее которое	1	3
как он	4	4
или иная	2	3
только благодаря	1	1
в таком	4	1
в частности	2	2
что здесь	2	2
и отличается	2	1
на примерах	1	1
есть выражение	3	1
всю его	1	1
т п	2	2
показывает что	1	1
не было	3	6
и отчасти	1	1
иная степень	1	1
и даже	14	13
и очень	1	1
не остается	1	1
существо мифа	3	2
еще раз	1	1
человека от	1	1
чтобы не	6	2
и тем	1	1
также имеет	2	1
то это	2	4
и при	2	2
только в	5	3
с ними	2	2
одна и	4	2
больше всего	1	1
в этой	3	1
другой стороны	4	4
без этих	1	1
могут не	1	1
и радости	1	1
со своими	1	1
два или	1	2
отношении мифологии	1	1
сразу же	3	1
нечто живое	1	1
после этого	3	1
что уже	2	2
т е	30	25
само по	2	5
к выводу	1	1
не вся	1	1
то и	1	2
всяком случае	2	2
его с	3	3
мифа но	3	5
не сама	3	1
мифа как	1	2
когда нет	1	1
образ как	1	1
им самим	1	1
и эта	1	2
ощущаемая и	1	1
есть свой	1	1
тут надо	1	3
но для	1	1
понятия мифа	1	3
как в	2	2
нет ни	3	2
самое обыкновенное	1	1
во всяком	2	4
от этого	3	3
и не	30	30
что у	2	1
мы уже	8	1
и я	2	1
действительность есть	2	2
и та	6	3
со всеми	1	1
мы на	1	1
себе а	1	2
мифа от	1	1
и вообще	6	4
таким образом	4	1
тем более	1	2
своего предмета	1	1
действительно есть	2	1
понятий и	1	1
больше того	1	4
если же	1	1
форма есть	1	1
ее к	1	1
мифа а	1	2
есть своя	1	2
бытия вообще	1	1
связанные с	1	2
все –	2	1
было у	1	1
одно и	4	4
уже в	4	1
чтобы убедиться	1	1
с теми	1	1
в жизни	2	1
это и	3	4
и интереса	1	1
действительно –	1	1
у вас	1	1
не только	19	13
реальности но	1	3
он не	4	3
– так	1	1
такое внутреннее	1	2
мифологию так	1	1
не узнал	1	1
бытие –	1	1
дает нам	1	1
все эти	2	2
и идеи	2	1
совершенно относительно	1	1
еще на	2	1
бы просто	1	1
не буду	1	3
однако они	1	1
в данном	3	3
не субстанциальное	1	1
тем же	2	1
может и	2	4
находим например	1	1
в величайшей	1	1
пусть даже	1	1
мифа совершенно	1	1
и потому	5	3
есть и	6	5
только мы	1	1
случае не	1	3
содержит в	4	3
с самого	2	1
в их	2	3
хотя это	1	2
своего развития	1	1
т д	15	19
мы находим	3	7
мира и	1	1
принципиально и	1	1
мифическая отрешенность	10	1
в себе	15	11
– во	2	2
отвлеченное понятие	1	2
чем тут	1	1
и он	1	5
идея и	2	7
как известно	2	1
полной неразличимости	1	1
без нее	1	1
что одна	1	3
и телесная	1	1
с их	1	1
меня и	1	1
к тому	2	4
и становится	1	1
есть выдумка	1	2
как у	1	2
с окружающим	1	1
и творимая	1	1
мифология как	2	1
как все	1	1
что кто-то	1	1
перед нами	2	1
общий принцип	1	1
наоборот в	1	1
одной стороны	1	2
иерархийности разную	1	1
только как	3	2
на всю	2	4
и внешнего	2	6
но под	1	1
я всегда	1	2
из них	3	2
ничем не	1	3
бытие но	1	1
