3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram
вправе сказать что	1	1
перед нами в	1	1
так много в	1	1
все то что	6	11
мы будем иметь	1	1
в этом рассказе	1	2
что в ней	1	2
и показывают что	1	1
все время перед	1	1
можно было бы	1	4
исследования мы остановились	1	1
во всяком случае	2	3
из этого одного	1	1
и если взять	1	1
в том чтобы	1	3
его силы и	1	1
для того чтобы	8	19
как и на	1	1
и если он	1	1
и значение каждого	1	1
о том что	3	10
на то что	12	6
своими словами и	1	1
вместе с тем	2	2
не можем сказать	1	1
этой точки зрения	1	1
она превратилась в	1	1
обратиться к синтезу	1	1
и может быть	1	4
на самом деле	2	5
короткое замыкание двух	1	1
стоит только обратиться	1	2
развернут так что	1	1
не только не	1	2
в сторону от	1	1
и вместе с	2	1
приема то есть	1	1
вступить в противоречие	1	1
мы остановились на	1	1
для нас совершенно	2	1
потому что они	2	1
ни в какой	1	1
в двух противоположных	2	1
никак не может	1	2
таким образом что	1	2
здесь мы видим	1	3
нельзя вывести из	1	1
к самому рассказу	2	1
на то чтобы	1	2
окончание на доминанте	1	1
и как раз	1	1
мы могли бы	3	1
человек и в	1	1
как раз в	1	4
к тому что	2	5
тот факт что	1	1
и в этом	3	3
и если бы	1	1
очевидно что в	1	1
что в таком	1	1
очень легко показать	3	2
и в своем	1	1
и в сущности	1	1
везде и всюду	1	1
одной и той	1	2
который лежит в	1	1
так как она	1	3
в одной и	1	1
в двух планах	5	1
противоположных психологических планах	1	1
что она кажется	1	1
критиков так например	1	1
в одну точку	1	1
как нельзя лучше	1	1
и в заключение	1	1
что это есть	1	1
и здесь мы	1	1
в том и	1	1
нечто совершенно противоположное	1	1
нам кажется что	1	1
том что она	1	1
в том что	11	12
в то время	2	2
в евгении онегине	1	1
так например в	1	1
и если мы	1	2
в целом ряде	1	1
и т п	5	3
двух противоположных чувств	1	1
с таким образом	1	2
и вот эти	1	1
в свою очередь	2	1
и мы вправе	1	1
а на самом	1	1
только что в	1	2
указывают на то	1	1
с другой стороны	5	2
совершенно очевидно что	1	1
что все эти	1	1
том что они	1	1
роль и значение	1	1
того чтобы довести	1	1
точном смысле этого	1	2
что это противоречие	1	1
самом деле здесь	1	1
и когда она	1	1
только для того	1	1
уже из этого	1	1
самом деле если	1	1
прав когда указывает	1	1
из этого рассказа	2	1
никак не следует	1	1
самом деле он	1	1
и что следовательно	1	1
мы сейчас увидим	1	1
смысле этого слова	2	3
она не может	1	1
вовсе не в	2	1
совершенно ясно говорит	1	1
в той же	1	1
он говорит что	2	2
или вернее сказать	1	1
нам с детства	1	1
он все время	1	2
я не могу	2	1
правильнее было бы	1	1
можно сказать что	1	1
с одной стороны	5	3
аффективное противоречие и	1	1
до самого конца	1	2
не было бы	1	1
никак не могли	1	1
никогда не можем	1	1
в противоречие с	1	1
мы увидим что	7	1
очень много света	1	1
когда он говорит	1	1
того чтобы увидеть	2	1
к тому же	1	2
что одна из	1	1
и мы никогда	1	1
в одной общей	1	1
самом деле нам	1	1
когда указывает на	1	1
что в сущности	1	1
мы знаем что	1	1
которых все время	1	1
что это означало	1	1
же самое в	5	1
показывает нам как	1	1
что действие в	1	1
не только этой	2	1
и в своих	1	1
достаточно сослаться на	1	1
и той же	1	2
с самого начала	6	5
только обратиться к	1	2
на неустойчивом моменте	1	1
в самом деле	18	7
потому что он	1	2
или во всяком	1	1
этим двум различным	1	1
в окончательном виде	1	1
бы в том	1	1
к тому чтобы	1	3
самом деле в	1	1
для нас станет	1	1
к этому что	1	1
с тем что	1	1
до сих пор	5	3
в своем роде	2	1
имел в виду	1	1
если бы мы	1	2
той же фразе	1	1
с точки зрения	9	4
речь идет о	3	2
время как все	1	1
который утверждал что	1	1
мы уже говорили	3	1
и стоит только	1	1
мы не можем	2	1
как бы дает	1	1
сущности говоря мы	1	2
мы вправе сказать	1	1
и что это	1	1
всякий раз в	1	1
что до сих	1	1
и в самом	10	2
мы всякий раз	1	1
в сущности говоря	7	2
в какой мере	2	2
обратите внимание на	1	2
что он не	1	4
однако и эта	1	1
мы никогда не	1	3
что в этом	1	1
к этому рассказу	1	1
в точном смысле	1	1
с тем и	1	1
два совершенно различных	1	1
этом рассказе а	1	1
которые стояли перед	1	1
как бы в	1	1
мы все время	2	2
верно и точно	1	1
рассказывает о том	1	1
который мы условно	1	1
совершенно противоположное тому	1	1
окончание на неустойчивом	1	1
целый ряд очень	1	1
и что она	1	1
если мы припомним	1	1
то же самое	8	6
то время как	2	2
и что в	1	3
если приглядеться к	1	1
все те достоинства	1	1
одна и та	1	2
подобно тому как	1	1
совершенно ясно что	5	3
но если бы	1	2
с этой точки	1	1
и та же	2	2
не может быть	1	1
та и другая	1	1
что в этой	2	2
другом плане и	1	1
и на этом	1	1
в одном акте	1	1
надо было бы	2	1
и было показать	1	1
в предисловии к	1	1
чем то что	1	1
о том как	2	2
из всего того	1	1
и т д	4	2
мы хотим узнать	1	1
это на примере	1	1
во все время	1	2
мы видим что	7	2
почему он не	1	2
увидим что это	2	1
та же самая	1	1
легко показать что	3	2
не то что	2	3
заключается в том	6	3
прибавим к этому	1	1
много света на	1	1
внимание на то	1	2
с необычайной ясностью	1	1
например в гамлете	1	1
самом деле она	1	1
то что он	2	3
чтобы увидеть что	5	1
а с другой	1	1
только то что	2	1
то что в	2	3
на наших глазах	2	1
