2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
особое место	1	2
мы давали	1	1
я вдруг	1	2
его в	4	2
так себе	1	1
времени и	2	2
глубины души	1	1
слов о	1	3
так например	1	2
себе не	1	1
человека который	1	1
всюду где	1	1
нет он	1	1
чем иным	1	1
менее всего	1	2
еще с	1	1
слова и	11	3
мысли о	1	2
даже в	5	1
ко всему	1	1
диалога так	1	1
чтоб не	1	1
человека нет	1	1
не хочу	4	1
из него	1	1
и к	12	5
но здесь	1	2
для раскольникова	1	1
все голоса	2	1
независимо от	1	1
является и	1	1
чтобы заставить	1	1
из главных	1	1
кроме того	1	3
вот он	1	1
пока эти	1	1
мы здесь	1	3
этой правды	1	1
связан с	2	1
так и	8	6
дело идет	3	1
вовлекается в	1	1
на другого	2	1
пожалуй и	1	1
мы наблюдаем	1	3
еще и	1	1
и у	4	7
за пределы	3	1
в последнем	2	1
тон и	4	1
конечно в	2	2
есть нечто	1	1
последнее слово	4	1
то что	10	9
был он	1	1
не как	3	1
что тут	2	1
главное для	1	1
и от	3	3
как для	1	1
остается почти	1	1
или нет?	1	2
глубже всего	1	1
отлично понимает	1	1
в особенности	1	2
но пока	1	1
надо мной	2	1
записках из	1	1
все его	4	2
можно найти	1	1
власти и	1	2
тому же	3	2
или на	1	2
той же	2	5
от себя	5	1
для правильного	1	2
это уже	2	1
и главное	1	1
связи с	1	1
к одному	3	2
что в	6	2
и будем	1	1
он с	6	1
ивана карамазова	4	4
а у	1	2
протяжении всего	4	1
люди а	1	1
друг от	1	1
в начале	3	2
иной форме	2	1
что их	1	1
в своей	4	3
уже и	2	1
полемики с	1	2
все в	1	1
v в	1	1
бы мне	1	1
в основе	1	5
с его	7	2
рассказ с	1	1
этих двух	2	2
освободиться от	1	1
мое необходимое	1	1
и больше	1	1
все более	1	1
что дело	1	1
в той	4	2
очень часто	2	1
о чем	1	1
зависимости от	1	2
и что	6	1
всего этого	3	1
самому к	1	1
записки из	1	2
в применении	1	1
и все	15	10
нем есть	1	1
что достоевский	1	1
и заключается	1	2
уж не	2	1
они все	1	1
отчасти с	1	1
что на	2	1
передо мною	1	1
себя и	8	2
после того	1	1
из которых	1	1
как можно	2	1
этого он	1	1
в них	4	2
достоевского а	1	1
но тем	1	1
что все	2	1
и так	4	3
не то	1	3
и ни	2	1
а он	3	1
сохраняется и	2	1
не может	18	2
глубокой и	1	1
там где	7	1
сказать что	3	10
мы видели	2	2
ко всем	1	2
то есть	16	48
здесь еще	2	2
он ничего	2	1
вместе с	2	2
души человеческой	1	1
сознания и	4	1
братьев карамазовых	2	1
в братьях	3	2
в том	5	14
к героям	1	1
рассказ и	1	1
в его	21	8
все равно	2	4
и т.п	6	31
и может	1	1
о том	2	2
меня не	4	1
между тем	4	2
произведений записки	1	1
совершается в	1	1
отношение к	6	6
полемизирует он	2	1
мне тогда	1	2
у стерна	1	1
необходимое объяснение	1	1
достоевского его	1	1
в самой	1	1
к самому	5	4
да и	5	2
во всей	1	4
отношений к	1	1
которых он	1	1
большинстве случаев	2	4
с диалогами	1	1
строится как	2	1
в некоторых	1	4
не все	1	1
главным образом	1	3
как мы	8	5
может быть	14	12
ивана федоровича	2	1
тон рассказа	1	2
и его	14	10
в одной	3	2
правда в	1	2
в записках	2	1
все больше	1	1
уже говорили	5	2
как его	3	1
вовсе не	7	3
всего поражает	1	1
произведениях достоевского	2	3
между двумя	2	1
себя самого	7	3
есть не	1	1
бы я	1	1
перед всем	1	1
человека а	1	1
в бесах	1	2
про себя	2	1
или наоборот	1	2
и сложнее	1	1
все бы	1	1
я не	8	4
сам я	1	1
отношением к	3	1
с чертом	2	2
федора павловича	1	1
достоевского мы	1	4
произведении достоевского	1	1
в письмах	1	1
нас интересует	1	4
здесь не	1	4
во многих	1	1
о себе	17	2
каждый из	2	1
той или	4	1
и тон	3	2
иным как	1	1
можем сказать	2	1
отличие от	2	1
нем нет	1	3
и прежде	4	6
тот же	4	2
достоевского и	2	6
и самое	2	1
но сначала	1	1
и действительно	1	1
это конечно	1	2
и других	1	9
но там	1	1
как он	2	2
и создает	1	3
его слова	2	1
достоевского как	2	1
и мысли	3	2
именно как	1	1
тут я	1	1
что вы	2	1
братьям карамазовым	1	1
нет ничего	1	2
наглядно раскрывается	1	1
внедряется в	2	1
в каждой	2	1
к самой	1	1
с резкими	1	1
и отчасти	2	2
от этой	1	1
к слову	2	1
но ведь	2	1
и даже	5	2
еще раз	1	5
то это	1	1
в своих	1	2
только в	6	4
в произведениях	2	1
с ними	5	1
в этой	1	1
достоевского с	1	3
другой стороны	3	1
так сказать	2	5
отношению к	7	1
ну а	1	2
что уже	1	2
карамазова с	1	2
всяком случае	4	1
героев достоевского	3	2
ибо не	1	1
очень верно	1	1
самим собою	9	4
к этому	1	4
вот не	1	1
они и	1	2
как в	5	7
нет ни	2	2
рассказчика и	5	1
во всяком	4	1
знать все	1	1
и не	27	15
элемента в	1	1
мы уже	8	5
и та	2	1
со всеми	3	8
свое последнее	1	1
всех знает	1	1
и вообще	2	3
меньшей степени	1	2
таким образом	7	6
тем более	1	2
мире а	2	1
по своему	4	6
речь его	1	1
диалога у	1	1
с народом	1	1
он как	4	1
тем что	4	2
два часа	1	2
уже в	3	2
в жизни	2	8
это и	3	1
в плане	6	1
над собой	4	2
не только	10	4
с какой-то	1	1
он не	13	3
что даже	2	1
смысле этого	2	2
раз как	1	1
наконец в	4	2
но у	1	1
все эти	3	9
внутреннего человека	1	1
вот что	1	2
особенно в	2	4
смысле и	1	2
который почти	1	1
рядом с	4	1
это еще	1	2
и потому	1	5
он вовсе	1	1
тенденция к	1	1
собою в	1	2
перед собой	1	1
с самого	8	3
в их	1	2
в идиоте	1	1
я понимаю	1	1
конечно эта	1	1
в себе	5	5
между ними	1	2
в большей	1	2
и он	2	1
в рассказе	2	2
на его	4	3
как на	1	1
начала в	1	1
таким же	1	1
как все	2	1
в эту	4	3
я только	1	1
перед нами	1	5
а лишь	1	1
из них	3	4
бы уже	4	1
тема исповеди	1	1
и для	8	4
творчества достоевского	1	10
нас прежде	1	2
выше и	1	2
из виду	1	1
отметим еще	1	1
в душе	2	1
для достоевского	2	3
исповедь ипполита	2	1
старца зосимы	1	1
вполне понятно	2	1
их правда	1	1
даже и	3	2
всех героев	1	1
не менее	2	3
еще не	7	5
x здесь	1	1
знает что	3	1
он сам	6	4
по разным	1	1
с ним	7	2
к его	1	1
и которая	1	1
же самое	1	1
но на	4	1
к той	1	1
в конце	5	3
достоевского по	2	1
на все	1	2
а в	7	2
правильного понимания	1	2
всего в	1	1
и более	1	2
только с	3	1
в каждом	6	4
или хотя	1	1
глубже и	1	1
с самим	15	5
на них	7	1
стремится давать	1	1
ведь я	1	1
очень важно	2	1
я хочу	2	1
героя на	2	1
с известными	1	2
что человек	1	1
в своем	2	1
романа но	1	1
на которой	2	1
самому и	5	1
ни был	2	1
но она	1	1
и без	4	3
но с	1	1
с человеком	3	1
и на	6	18
диалогом в	1	1
которые в	1	1
от друга	1	1
к другу	3	1
достоевского в	3	3
вести в	1	1
от него	6	3
ли это	2	1
по крайней	1	1
чтобы они	1	1
остановимся только	2	1
с которыми	2	1
в двух	1	2
рассказа и	1	1
по его	1	1
и характер	1	1
нем и	1	1
для того	1	1
говорили в	1	1
как и	18	11
жизнь это	1	1
более интересна	1	1
вступают в	1	2
не могу	3	3
потому что	8	5
нуждается в	3	1
друг друга	2	1
конечно и	1	4
ему в	1	1
но вот	1	1
в самом	6	2
суда над	1	2
его из	1	1
при всем	1	1
человеком и	1	1
это последнее	1	1
же время	10	5
мы еще	1	3
в то	11	5
и то	5	1
поэтому в	1	1
по отношению	6	2
никогда не	4	2
мире и	2	2
им в	2	1
этом отношении	1	1
речь рассказчика	1	1
к мирозданию	1	1
всех этих	2	1
и в	35	53
все время	4	1
же что-нибудь	1	1
отметить что	1	2
других людей	1	1
в мире	4	5
настасьи филипповны	7	2
так что	5	1
записок из	3	1
не просто	2	1
так как	4	7
значение в	1	4
но не	6	5
у каждого	1	1
исключительной силой	1	1
не в	10	2
как будто	4	2
для всех	1	2
ипполита в	1	1
творчестве достоевского	7	5
есть в	1	3
на этом	2	1
мы должны	3	4
и через	1	3
а между	3	2
мы сказали	1	1
и во	3	4
своего собственного	3	1
бы он	2	1
им и	3	1
и об	2	1
и до	1	5
образа героя	3	1
как она	1	1
за что	1	1
всю жизнь	2	1
в таких	1	1
макара долгорукого	1	1
но кроме	1	1
с этим	3	2
словом и	3	1
слове и	2	1
землю но	1	1
несколько дальше	1	1
в предшествующих	1	1
и с	12	6
я и	2	1
потом в	1	1
дело и	1	1
но это	6	3
он остается	1	1
под влиянием	3	1
это в	2	1
не для	1	1
когда он	3	1
за всеми	1	2
то ведь	1	1
человек не	1	1
последующего творчества	1	2
здесь достоевский	1	1
конечно не	2	4
тут же	1	1
для этого	2	1
и т.д	3	2
это все	1	1
в заключение	1	2
это не	3	6
и идеологической	1	1
этот момент	1	1
слово в	2	2
с другой	4	2
некоторое время	1	1
