3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
что с самого	1	1
удивительно поэтому что	1	4
мы говорили выше	2	1
из того что	2	4
мы стремились показать	2	1
речи от внешней	1	1
изменения и развития	1	1
не могут быть	1	1
речь ребенка представляет	2	1
эгоцентризма детской мысли	1	1
то что с	1	2
как мы уже	1	3
можно было бы	1	5
никогда не может	1	1
сомнений в том	1	1
ребенка представляет собой	2	1
для того чтобы	18	10
во всяком случае	1	6
вне поля зрения	1	1
и речи не	1	1
что мы не	1	1
в современной психологии	1	1
доказательство того что	1	1
сам с собой	1	2
онтогенетического развития мы	1	1
о том что	4	4
с которым мы	1	1
друг с другом	2	2
на то что	4	6
в высшей степени	1	7
условием для того	1	1
мы видим в	1	2
бы показать что	1	1
и то что	3	1
речи идет по	1	1
в фонетическом отношении	1	1
является прямо противоположным	1	1
в самое последнее	1	1
функциональных и структурных	1	1
если мы сумеем	1	1
на самом деле	2	2
если мы примем	1	1
функции эгоцентрической речи	1	1
в том числе	1	3
к внутренней речи	3	1
но сама по	1	1
для себя но	1	1
не только не	9	1
как и в	3	1
зависимости от этого	1	2
интеллектуальную операцию шимпанзе	1	1
с помощью этого	1	1
что все это	1	1
друг от друга	2	2
потому что как	1	1
той ситуации в	1	1
речи к внутренней	2	3
развитии детской речи	1	2
то и другое	3	1
эгоцентрическая речь ребенка	5	4
скажем только что	1	1
той или иной	1	1
которые в своем	1	1
его мысли и	1	1
мы могли бы	4	4
на самом же	1	1
этой точки зрения	4	1
эгоцентрической речи является	2	1
того факта что	1	1
и связи с	1	1
включает в себя	1	1
как раз в	2	2
на первом месте	1	1
в зависимости от	1	6
тот факт что	1	1
к чему приводит	1	1
в детском коллективе	1	1
необходимым условием для	1	2
является необходимым условием	1	2
несмотря на то	1	1
не случайна что	1	1
что эгоцентрическая речь	8	3
он знал что	1	1
совершенно понятно что	1	1
ситуации в которой	3	1
в известный момент	1	1
того чтобы окончательно	2	1
речи для того	2	1
по своей психологической	3	3
все учение о	1	1
по сравнению с	7	5
и ко всем	2	1
которым мы сталкиваемся	1	1
развития в зависимости	1	1
в том и	3	1
об эгоцентрической речи	2	2
эгоцентрической речи с	1	1
в том что	13	21
мы не станем	1	2
речевого развития ребенка	2	2
что мысль ребенка	1	1
к выводу что	2	1
точки зрения теории	1	2
речью для себя	1	1
представление о том	2	1
