3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram
видно что в	1	1
в том только	1	1
формы мысли то	1	1
должно бы было	1	1
дополнения со стороны	1	3
не могут быть	2	2
все то что	1	2
что на то	1	1
но при этом	1	1
понимание есть вместе	1	2
другую то есть	1	2
из глубины души	1	1
во всяком случае	3	1
вместе непонимание всякое	1	1
что бы они	1	1
и того же	1	2
для того чтобы	4	2
он не есть	1	1
что язык есть	3	5
таким же образом	1	1
можем ли мы	1	1
на то что	4	1
о том что	5	1
человек впервые пришел	1	1
было бы невозможно	1	1
или что на	1	1
что иное как	2	2
лицом к лицу	1	1
не теряет своей	1	1
то есть чем	1	1
и тем более	1	1
слова от мысли	1	1
на самом деле	3	1
языка таким образом	1	1
между тем как	2	1
говорящего и слушающего	1	1
вопрос о том	2	1
то это не	1	2
не только не	3	2
не менее в	1	1
как и в	1	2
что как же	1	1
друг от друга	1	2
потому что в	3	4
потому что как	2	2
для нас весьма	1	1
таким образом что	2	2
обратить внимание на	2	1
которые могут быть	1	1
то и другое	2	2
язык не может	1	2
быть не может	1	2
том смысле в	1	3
о сознательном изобретении	1	1
что и в	2	3
уже при самом	1	1
имеет свою историю	2	1
сказать несколько слов	2	1
мы видели что	1	1
в сущности есть	1	1
со стороны его	1	1
лишь по мере	1	1
выражать уже готовую	1	1
есть переход от	1	1
к тому что	1	2
в обществе и	1	1
так что в	1	2
и в этом	4	6
со стороны говорящего	1	1
впервые пришел к	1	1
одного и того	1	2
в том смысле	2	4
от того что	3	1
лишь в том	1	1
что в нем	1	1
но и в	1	4
мысли отдельного лица	1	1
исходная точка языка	1	1
потому что не	1	4
и в слове	1	1
одной и той	1	3
доставляемых общим чувством	1	1
мнения о сознательном	1	1
не что иное	2	2
мысли если бы	1	1
т д то	1	1
а следовательно и	1	1
в том и	2	2
для нас в	1	1
с этим последним	2	2
же следует сказать	1	1
это не так	1	1
в том что	7	13
однако заметить что	1	1
в то время	1	1
к лицу с	1	1
там же с	2	7
может быть названо	1	3
нельзя сказать чтобы	2	1
потому что слово	2	1
и в таком	1	1
то же время	3	3
язык развивается только	1	1
а вместе и	1	2
и т п	4	2
тем и другим	3	1
точно так как	1	6
употребленное нами слово	1	1
тем не менее	4	6
может быть назван	3	1
мере того как	4	3
занимающего нас вопроса	1	1
до того что	1	1
и как бы	2	3
требуют дополнения со	1	1
в связи с	1	1
слова не было	1	1
по крайней мере	5	2
в свою очередь	1	4
но самое это	1	1
понимание было бы	1	1
по отношению к	8	13
с другой стороны	1	5
таким образом в	1	1
в данное время	1	1
мысли и слова	1	1
всякое согласие в	1	1
и мы в	1	1
сам по себе	4	1
то что в	2	1
а между тем	4	3
не более как	1	3
если бы не	2	2
с членораздельным звуком	1	1
только в нем	1	1
в действительности язык	1	1
и все это	1	1
смысле этого слова	1	1
вместе с этим	2	1
не может стать	1	1
человека зависят от	1	1
в одном из	1	1
возможно только тогда	1	2
столь же мало	1	1
в эту минуту	1	1
в мыслях вместе	1	1
носит на себе	1	1
том виде в	1	1
потому что мысль	1	1
тех и других	1	2
при помощи языка	1	1
несколько слов об	2	1
язык не есть	1	2
мы в то	1	1
и то и	1	1
том и другом	1	2
в каждом языке	1	1
но так как	1	1
с одной стороны	1	3
не было бы	1	1
тем что мы	1	1
