4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_4gram
в том числе и	2	2
в эпоху рабле только	1	1
начала и до конца	3	1
и в то же	5	1
точку зрения на мир	1	2
свидетельствуют о том насколько	1	1
как мы уже сказали	1	1
с начала и до	3	1
мы видим таким образом	1	1
не было ни грана	1	1
тела и телесной жизни	1	1
до сих пор еще	4	2
разъятое на части тело	1	1
играют существенную роль в	1	1
в той или иной	1	1
на самом же деле	1	1
в том что это	1	1
и обновления как отдельных	1	1
кн iii гл i	1	1
в то же время	10	9
в то время когда	1	1
дело в том что	2	2
а также и от	1	1
и в эпоху рабле	1	2
в романе рабле громадна	1	1
мы уже говорили что	5	1
зрения на мир и	1	1
не может быть и	1	1
в четвертой книге романа	2	1
может быть и речи	1	1
но в то же	2	5
то же время в	1	1
носит чисто карнавальный характер	1	1
книге в главе о	1	1
из ее обычной колеи	1	1
