3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram
и в этой	1	1
из того что	1	3
не только в	1	2
мы будем иметь	1	1
все то что	11	2
и совершенно прав	1	1
и показывают что	1	1
в противоположные стороны	1	1
можно было бы	4	3
мы меньше всего	1	1
то что она	1	1
противоположные стороны и	1	2
ход событий в	1	1
в том чтобы	3	2
для того чтобы	19	19
и мы сейчас	2	1
о том что	10	6
если скажем что	1	1
друг с другом	4	3
на то что	6	16
вместе с тем	2	3
этой точки зрения	1	1
бы показать что	1	2
автор не только	2	1
что иное как	1	2
что зритель воспринимает	1	1
и сейчас же	3	1
когда говорит что	1	2
на самом деле	5	2
и никак не	1	1
которые только что	1	1
и что он	2	1
стоит только обратиться	2	1
убить короля сейчас	1	1
в трех разных	1	1
не только не	2	4
и для этого	1	1
вступить в противоречие	1	1
то что ему	2	1
одной стороны он	1	1
для нас совершенно	1	1
потому что они	1	1
в двух противоположных	1	2
никак не может	2	3
так как это	3	3
таким образом что	2	3
делает не то	1	1
вызывать в нас	1	1
как говорит сам	1	1
именно то что	1	4
прямо сказать что	1	1
мы могли бы	1	4
нет ни одной	1	1
столь же ясно	1	1
в жизни и	1	1
к тому что	5	6
тот факт что	1	4
и в этом	3	1
нас как бы	1	1
что в нем	5	1
одной и той	2	2
и в сущности	1	1
и каждый шаг	1	1
мы совершенно не	1	1
совершенно понятно что	2	1
то обстоятельство что	1	1
и так как	1	1
психологической точки зрения	1	1
отсюда понятно что	1	1
каком отношении эти	1	1
в двух планах	1	3
и в частности	2	1
из которых складывается	1	1
не что иное	1	2
так же точно	5	5
но он не	1	1
что мы видим	1	1
то что мы	3	2
в том и	1	2
сих пор в	1	1
отчетливо и ясно	1	1
нам кажется что	1	1
же как и	1	1
в том что	12	14
мы увидим насколько	1	1
в то время	2	1
лежит в основе	1	1
и вот это	1	1
в приложении к	2	1
в евгении онегине	1	1
в художественном произведении	1	1
и если мы	2	4
ему что все	1	1
в целом ряде	1	1
оно может быть	1	1
исключительно для того	1	1
необходимо чтобы герой	1	1
и что от	1	1
что все то	1	1
от этой цели	1	1
невозможно потому что	1	1
и т п	3	3
то что оно	1	2
с таким образом	2	2
так как все	1	1
что это не	2	1
так же как	3	2
того чтобы сделать	1	1
в свою очередь	1	1
и мы вправе	1	1
равно как и	1	1
было бы показать	1	1
по отношению к	1	1
в конечном счете	1	1
совершенно очевидно что	1	2
с другой стороны	2	5
отклонения от него	1	1
ни в каком	1	1
сам по себе	2	3
короля сейчас же	2	1
которые конечно же	1	1
что самое важное	1	2
совершенно не можем	1	1
простой смысл его	1	1
самом деле если	1	2
прав когда указывает	1	1
за которой скрывается	2	1
привело к тому	1	1
в трагедии и	1	1
мы сейчас увидим	1	2
смысле этого слова	3	1
том что он	3	1
деле если мы	1	1
формы и содержания	1	1
же точно как	1	2
до тех пор	2	2
ни одной черты	1	1
чтобы заставить нас	1	1
он говорит что	2	2
или вернее сказать	1	2
того же действия	1	1
и что шекспир	1	1
можно сказать что	1	2
и насколько он	1	1
в нем нет	2	1
но никак не	1	1
с одной стороны	3	12
при совершенно противоположном	1	2
аффективное противоречие и	1	1
он утверждает что	1	1
трагедии ее материал	1	1
в противоречие с	1	1
конце концов только	1	1
вместо того чтобы	2	1
мы увидим что	1	6
то что им	1	1
то что если	1	1
в этой точке	1	1
но никто не	1	1
того чтобы увидеть	1	1
прямо указывает на	1	1
бы сказать что	1	2
был бы как	1	1
прежде всего на	1	1
и мы никогда	1	1
друг к другу	1	4
согласны в том	1	1
как это делает	2	2
мы знаем что	1	2
и что самое	4	1
сейчас же после	6	1
совершенно невозможно потому	1	1
будем иметь случай	1	1
же самое в	1	1
как раз обратный	1	1
тому что он	1	1
правильно говорит что	1	1
и той же	2	2
с самого начала	5	3
только обратиться к	2	1
как раз наоборот	1	1
рядом с этим	1	1
в самом деле	7	5
потому что он	2	2
во всем европейском	1	1
