3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram
на пересечении этих	1	1
и содержания и	1	1
у пушкина мы	1	1
там же где	2	1
не только в	1	2
все то что	3	2
не могут быть	1	1
что всякое художественное	2	1
казалось бы что	1	1
силу того что	2	1
несмотря на это	1	1
роль которая выпадает	1	1
всякое художественное произведение	2	1
нас не существует	1	1
то что она	1	1
в том чтобы	7	2
и того же	1	2
то что художник	1	1
для того чтобы	5	19
о том что	7	6
этой точки зрения	5	1
на то что	8	16
в искусстве и	1	3
вместе с тем	2	3
и то что	1	3
мы видим в	1	2
каждого из нас	1	1
мы имеем дело	1	1
что иное как	1	2
по тому же	1	1
согласно этой теории	1	1
одном из двух	1	1
звуков в стихе	1	1
так как они	2	1
никогда не найдем	1	2
если мы примем	1	1
к содержанию как	1	1
на самом деле	2	2
когда говорит что	3	2
образом мы видим	1	2
вопрос о том	1	2
в полной мере	1	1
произведение искусства с	1	2
не только не	3	4
совершенно понятной та	1	1
это действительно так	1	2
вступить в противоречие	1	1
потому что в	1	2
что все решительно	1	1
составные части но	1	1
более или менее	2	1
никак не может	2	3
так как это	1	3
если принять во	1	1
не могут иметь	1	1
полнотой и ясностью	1	1
же точно и	1	1
именно то что	1	4
о чем идет	1	1
мы примем во	1	1
мы видели что	2	1
что при таком	1	1
одним и тем	1	3
в зависимости от	5	6
и в этом	1	1
что в применении	1	1
одного и того	1	2
которая выпадает на	1	1
относится к содержанию	1	1
к этому присоединяется	1	1
несмотря на то	2	1
могут иметь никакого	1	1
когда утверждает что	1	1
одной и той	3	2
и в сущности	1	1
части но не	1	1
в русском языке	2	1
не только о	1	1
совершенно понятно что	1	1
том что лирика	1	1
и так как	3	1
психологической точки зрения	4	1
для объективной психологии	2	1
и не дает	1	1
эстетической реакции и	1	2
в двух планах	1	3
по сравнению с	1	4
том что мы	2	2
со стороны другого	1	1
из которых складывается	1	1
когда мы говорим	1	1
так же точно	3	5
не что иное	1	2
же как и	1	1
в том и	2	2
том что она	3	1
центральный и периферический	1	1
чувства при этом	1	1
в том что	9	14
лежит в основе	1	1
в то время	5	1
и вот это	1	1
видели что в	1	1
в приложении к	1	1
в евгении онегине	2	1
не в полной	1	1
в художественном произведении	3	1
и если мы	2	4
именно в силу	1	1
сцена прощания гектора	1	1
в целом ряде	2	1
оно может быть	1	1
одной стороны и	1	1
что эта теория	2	1
и т п	15	3
показывает что в	2	2
с таким образом	8	2
три элемента которые	1	1
с и в	1	1
характеры действующих лиц	1	2
совпадают с теми	1	1
но вместе с	1	1
том что по	1	1
и исходя из	1	1
и то же	1	3
могут быть сведены	1	1
приводит к тому	1	1
чтобы показать что	3	1
в свою очередь	1	1
