2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram
есть как	1	2
все же	2	1
его в	2	6
есть можно	1	1
смотреть на	2	1
необходимо чтобы	1	3
и всякого	2	1
символ и	8	8
это вовсе	1	2
но тогда	1	1
кроме того	4	2
некоторого рода	2	5
и требует	1	1
и т	4	11
не является	10	5
в известном	2	1
из указанных	1	3
то что	15	42
взятый сам	2	1
с понятием	1	1
символическую природу	1	1
его как	1	2
о разных	1	1
тому же	2	1
величин в	1	1
нет никакой	4	2
несмотря на	4	3
общей форме	1	1
связи с	3	5
же деле	2	1
кто не	1	1
то время	2	1
принципом не	1	1
образами ни	1	1
не всякий	3	4
общее есть	1	1
все подобного	3	1
он является	1	1
однако в	2	2
символ что	1	1
уже и	3	3
которые являются	1	2
близкое соприкосновение	1	1
на первый	1	2
и сливаются	2	1
противоположностей то	1	1
другими соседними	1	2
но символ	1	3
мы скажем	1	1
именно символами	1	1
является законом	1	1
из которых	3	1
не есть	12	29
художественным образом	3	1
могут быть	1	2
его символом	1	1
сознания и	3	2
сказать о	3	2
и значит	1	1
значение символа	1	1
явлений но	1	1
в его	3	6
все равно	3	5
нечто единое	1	1
символа с	1	2
и может	2	2
теории литературы	1	3
который мы	1	2
да и	5	3
понятия тем	2	1
уже о	1	1
есть только	2	8
разлагаемая в	1	1
и борьбы	1	1
это ясно	2	1
тот самый	1	1
однако мы	2	1
вовсе не	21	35
символа от	2	3
который является	2	2
поставить вопрос	1	1
здесь нет	3	2
ни было	2	1
всего как	1	1
единичностей которые	1	2
в отдельности	1	4
в символе	6	17
даже если	3	4
мы обязательно	1	1
ни о	4	5
и нет	1	1
которая является	4	2
сами не	1	1
других знаков	1	1
этом нам	1	1
действий и	1	1
символ потому	1	2
математического символа	1	1
а вместе	2	1
медного всадника	3	2
мы встречаемся	1	2
есть тем	1	1
учения о	2	2
общность которая	2	1
всякого понятия	1	1
обобщающей силой	1	1
на нечто	2	8
другой стороны	6	3
самый настоящий	2	1
то и	5	6
свидетельствует о	2	3
символа в	6	3
и все-таки	1	2
но для	1	3
и сама	3	2
и не	28	31
или тип	1	1
со всеми	2	2
таким образом	8	6
по своему	6	9
являются символами	2	3
символе и	1	1
в художественной	1	1
связанные с	1	1
тем что	3	7
одно и	1	1
это общее	1	4
что каждая	2	1
все эти	16	8
вот что	1	1
по содержанию	2	1
есть он	1	1
в данном	6	9
петра i	1	2
в литературе	2	4
в прошлом	1	1
вообще говоря	1	1
т д	3	10
мы находим	2	2
на его	2	2
мы считаем	1	1
и этот	3	1
только известный	1	1
перед нами	13	5
всех подобного	1	1
говорили выше	1	2
иррациональное число	2	1
следовательно если	1	2
в сравнении	2	1
сами по	2	3
особенно важно	2	1
сливаются в	3	3
и уже	1	3
понятия символа	9	7
как принцип	1	1
бы оно	1	3
первый взгляд	1	1
бы его	1	1
отражение действительности	5	1
дело в	2	3
теорией символа	1	1
поэтому и	1	2
в своем	3	5
одного из	1	1
но она	3	3
и без	6	1
анализа и	1	1
по крайней	6	2
на заходящее	1	1
не являются	2	5
внешним образом	1	1
как и	6	3
единичностей но	2	1
символ этот	2	1
есть также	1	3
каком случае	3	3
поэтому в	1	1
количества десятичных	1	2
конца xix	1	2
и в	20	32
только нашими	1	1
он как-то	1	1
с этими	1	2
но не	5	9
солнце и	1	1
теория символа	3	2
для нас	6	5
при встрече	1	1
мы сказали	1	1
как знак	4	2
бы он	1	1
и об	1	1
ни только	2	4
ее отражение	1	4
о своем	1	2
с этим	4	3
действительность не	1	1
символом и	1	1
но это	6	8
сама вещь	1	1
символ но	5	5
было что	1	1
же в	4	4
есть сама	1	1
конечно не	3	1
видим и	2	1
моделью для	2	1
это не	7	6
человека к	1	1
и образ	4	1
и всего	1	1
здесь в	5	3
а если	3	1
должно быть	1	2
это значит	10	1
общее и	3	1
бы нам	1	2
более или	2	3
казалось бы	3	4
не обязательно	2	3
прежде всего	11	10
указывает на	4	14
символа а	1	1
являются либо	1	1
также при	1	1
отвлеченном смысле	2	1
это тоже	1	2
хотели бы	2	1
как символ	6	6
при первом	1	1
чем сам	1	1
в результате	8	2
возникает только	1	1
не к	2	1
мы вообще	1	1
обобщенность которая	1	1
есть именно	2	5
особенно если	1	1
не что	2	2
здесь перед	5	3
с этой	1	1
об этом	6	10
под него	2	2
в совершенно	2	1
с с	1	1
чистом виде	2	1
а только	6	5
поскольку в	1	2
в первую	1	1
действительность однако	1	1
мы называем	1	2
чего-нибудь то	1	2
едва ли	10	2
и есть	4	6
самом деле	3	6
братьях карамазовых	1	1
об этой	1	1
самом же	2	1
хотя и	5	6
что может	1	2
для познания	2	1
то же	7	10
уже нет	1	1
другими словами	3	3
соседними категориями	1	1
нельзя сказать	1	2
не ее	1	2
сказано и	1	1
говорят о	1	2
мы видим	1	2
то более	3	1
что символ	4	13
зрения логики	1	1
слова символ	1	1
как говорят	1	2
и еще	1	3
действительности а	1	7
для построения	1	2
бесконечные ряды	3	1
к этой	1	1
символ имеет	1	2
надо уметь	2	1
символа как	4	5
из наук	1	2
является самым	1	1
в действительности	1	3
и поэтому	1	1
ясно что	7	3
с точки	11	3
же и	3	3
бесконечный ряд	16	12
в миф	1	1
ревизора гоголя	1	1
ли кто-нибудь	2	1
бы ее	1	1
количество и	1	1
оно стало	1	1
скажет что	1	1
понятия и	3	2
представляется что	2	1
предмет то	1	1
но в	8	14
ни понимать	1	1
это мы	1	2
всякого рода	3	1
который бы	1	2
не имеет	4	2
сих пор	1	3
содержания но	1	1
со всем	1	2
если и	3	1
тем не	10	18
не значит	1	2
которого он	1	2
символ есть	6	10
это нужно	1	1
здесь тоже	3	1
о которых	2	3
поэтому здесь	1	1
а потом	1	2
в другом	3	1
на путях	2	1
эти последние	1	2
однако тот	1	1
в котором	2	5
нам уже	1	1
для него	3	2
смысле есть	1	1
бы даже	4	1
не о	1	2
указать здесь	1	1
д и	1	4
весьма насыщенным	1	1
совсем не	1	4
модель для	2	1
всего является	1	1
школьной логики	1	3
понимать под	1	1
можно было	4	3
содержанию не	1	2
и это	2	9
действительности с	1	1
а иной	1	1
отражение и	2	1
и понятие	4	2
мы сейчас	3	1
действительности но	1	4
а следовательно	1	1
ничего общего	5	11
символом то	1	1
символа именно	2	1
и хорошо	1	1
как обозначения	1	1
символической образности	1	2
новое качество	1	2
или событие	1	1
в нечто	1	2
всего его	1	1
уже давно	4	2
когда мы	5	8
еще и	3	5
и от	6	1
есть обобщение	1	1
часто и	1	2
думал что	1	1
но ее	1	3
мало и	1	1
бы это	1	1
сейчас мы	1	2
однако тут	1	1
десятичных знаков	2	6
иное как	2	2
которые вовсе	1	1
себя не	1	1
единство противоположностей	1	1
общее понятие	1	1
в начале	3	1
о самом	1	1
мыслится и	1	1
нашего сознания	1	1
всяком символе	1	2
образа петра	1	1
чтобы был	1	1
с его	2	2
этих двух	1	1
не знаем	1	1
и больше	2	1
бы и	3	1
всегда несет	1	2
прочих структурно-семантических	1	1
и все	8	7
разлагается в	2	1
в смысловом	2	1
и о	5	8
еще только	2	1
жизни и	5	1
но отнюдь	1	3
все другие	1	2
эту окружность	1	1
что эта	1	1
в них	5	7
точнее тем	1	1
о смерти	1	1
для искусства	3	1
как функцию	1	1
и так	1	2
и ни	5	4
если не	3	4
не всякое	1	7
действительности в	1	3
отнюдь не	10	10
и творчески	1	1
других областях	1	1
символ может	1	1
в том	20	9
и какова	1	1
то уж	1	1
художественном образе	2	1
как они	2	2
не мыслится	1	1
к другой	2	1
чем больше	1	4
и структура	1	1
к самому	1	1
что между	1	1
идет речь	2	1
как мы	3	7
и искусства	1	4
здесь вполне	1	1
пока еще	1	3
основе своей	1	1
в отношении	4	3
момент времени	1	1
изображения и	1	1
есть не	6	6
в бесах	1	1
в виде	22	15
сказали выше	1	1
признак или	1	1
настоящее время	1	3
символа но	3	2
здесь не	7	7
символа и	8	9
всякий символ	4	12
жизни мы	1	1
иным как	2	1
самой этой	1	1
переделывать действительность	1	1
тот же	2	1
является здесь	2	1
сравнении с	2	1
как он	1	4
уже на	1	2
что здесь	6	3
нет ничего	3	10
то он	2	2
отчет в	4	1
чтобы не	2	1
то это	3	1
символами но	1	1
или иного	3	2
т е	1	1
история и	1	1
чтобы понять	1	3
веры в	1	1
и вполне	5	3
не случайно	1	1
есть такая	1	2
на совсем	1	1
после окончания	1	1
уже во	1	1
уже в	4	3
в жизни	3	3
одном примере	1	1
обозначаемое здесь	1	1
только оно	1	1
особенно в	1	2
такое которое	1	2
в истории	3	4
закон для	1	3
и потому	7	2
в идиоте	2	1
тут и	4	1
как на	1	1
именно он	1	1
лермонтов в	1	1
ничего подобного	1	2
и те	1	1
из них	3	3
предмет есть	1	1
в области	3	2
сам он	1	1
указанные выше	1	1
а что	1	1
не менее	10	19
еще не	7	9
на первом	1	1
насыщенным и	1	1
к его	3	2
же самое	6	9
но на	1	1
в конце	2	6
следовательно и	1	2
ли сказать	2	2
эта последняя	1	1
тех или	4	3
для выражения	1	1
нужно сказать	1	3
является этим	1	1
и тогда	2	1
выше анализ	1	1
на какие	1	1
самая точная	1	1
можно даже	2	1
чего же	1	1
виде как	3	1
в картине	1	1
и на	3	8
есть чисто	1	1
символов как	1	1
есть то	1	1
и понятия	2	1
вообще не	3	2
для того	3	8
если они	1	1
в бесконечный	14	11
в самом	2	6
а то	2	1
по этому	2	3
мы еще	1	1
нас с	1	1
в то	4	6
никогда не	1	7
можно ли	3	5
так же	5	9
этого понятия	2	2
значимость в	2	1
и самый	1	1
без всякого	4	2
так что	6	6
нам представляется	2	1
жизни так	1	1
не имеющих	1	2
не в	13	4
достаточно ясно	2	1
есть в	7	5
и во	4	3
символе в	1	1
объему тем	1	2
уже с	1	2
для которого	1	3
или действительности	1	1
рода семантических	1	1
раз и	1	9
тем общим	1	1
как это	3	6
что этот	1	2
просто в	1	2
в мысли	1	1
признать что	1	1
таковы же	1	2
всадника у	1	1
основанная на	1	1
порождающей модели	2	1
с самой	1	1
эти моменты	1	1
и самого	1	1
для этого	2	3
нет в	2	1
это все	2	1
сразу и	2	1
требует от	1	1
далеко не	2	5
искусства и	1	3
как бы	4	14
и всесторонне	1	1
вечном муже	2	1
огромной смысловой	1	1
нет то	1	1
и почти	1	1
видно что	1	1
тем или	1	3
предмета так	1	1
уже по	2	1
нет и	2	2
только то	1	4
духа и	1	1
будто бы	2	1
о понятии	2	1
только тем	1	1
существуют в	2	1
мы можем	3	4
науки и	1	2
темном лесу	1	1
является для	3	1
это происходит	1	1
категорий но	1	1
вполне можно	2	2
что не	4	3
что эти	1	1
а не	7	15
они вовсе	1	2
значит что	8	3
которая была	1	1
тот или	2	1
если мы	5	11
время как	2	1
подобного рода	11	5
тотчас же	2	1
жизни то	1	1
одним из	1	1
как же	2	3
и делает	1	3
и ее	4	8
говорит что	2	1
а наоборот	2	3
вещи есть	1	31
он всегда	1	3
символа к	1	1
можно и	1	1
чем именно	1	1
совсем другое	2	1
пор мы	1	2
более общее	1	1
по своей	1	1
в целях	5	2
он и	1	8
мы говорили	1	4
если в	1	1
а может	2	2
с ее	2	1
даже вообще	1	2
и другое	3	2
он есть	1	4
что оно	1	3
везде в	1	3
и особенно	1	2
собою и	1	2
при помощи	10	13
действительность хотя	1	1
воды но	1	1
это было	2	2
символ указывает	1	1
чем мы	1	1
основная функция	1	1
является не	2	2
не обладают	2	1
от человека	1	1
для символа	2	6
не дает	1	1
входящих в	1	1
у достоевского	4	1
войти в	1	1
в аллегории	5	1
с собой	3	2
что же	1	9
или лучше	1	1
на какую-нибудь	1	1
чтобы быть	1	1
новое и	2	1
выходит за	2	1
логический анализ	1	2
имеет ничего	2	2
возможности противопоставлять	1	1
вопрос о	1	1
в которой	2	2
к нему	3	3
ничего не	1	10
говорили что	1	2
есть их	1	2
у пушкина	3	2
где же	1	1
если он	2	1
что они	2	3
конечно есть	1	1
диалектика символа	2	1
само понятие	2	1
никакой возможности	2	1
чем та	1	1
по поводу	1	4
однако ясно	1	1
только потому	1	3
его художественность	1	1
тоже есть	7	3
но только	2	2
к другим	1	1
достаточно только	1	1
том же	1	1
для науки	1	1
или иной	13	5
и здесь	1	6
символы но	1	1
которое в	2	1
два раза	1	1
и должен	1	1
человека в	3	1
для нее	1	1
законом для	1	2
отдельности и	1	1
являются только	1	2
смысловом отношении	2	1
идейная образность	2	8
мы укажем	1	1
того что	1	7
при этом	6	6
но уже	1	5
не содержит	1	2
историки литературы	1	1
но что	1	2
что иное	2	2
в этих	5	3
ни к	2	1
сама по	2	4
указывают на	1	2
это символ	4	1
что его	4	3
итак символ	1	3
и вся	1	1
в искусстве	1	3
нисколько не	1	3
себе что	1	2
то ни	1	1
что это	2	3
говорит о	2	3
находятся в	2	1
а еще	3	1
этой области	1	2
в символ	1	3
и часто	1	2
час в	1	1
же действительности	1	2
рода символ	2	2
суть только	1	1
чем иным	2	1
она есть	1	5
слова и	1	1
даже в	1	1
ко всему	1	1
на душе	1	1
мы имеем	6	2
каждый раз	5	1
уж тем	1	2
множества разных	1	2
того и	1	1
таком случае	1	6
это понятие	1	1
общность не	1	1
символы и	2	1
мы здесь	2	2
человеческом сознании	1	1
связан с	1	1
так и	10	12
вещи и	1	12
или другой	3	1
тем самым	4	4
но как	3	6
что тут	1	4
иной общности	1	1
важно только	1	2
бы то	1	1
символа если	1	2
формальной логики	1	2
если бы	8	4
функция которая	1	1
нас в	1	2
борьбы противоположностей	1	1
как раз	4	13
всего единичного	1	2
что понятие	3	3
символ здесь	1	2
не выходит	3	1
элементов но	1	1
что она	4	5
и разные	1	1
что если	1	2
о чем	1	6
областях и	1	1
самой действительностью	1	1
и что	2	9
суждение или	1	1
которая и	1	1
интереснее всего	1	1
в противоположность	1	1
и притом	2	4
ориентации в	3	1
на одном	1	2
иметь в	1	4
этому поводу	1	3
это то	1	1
что все	1	3
сказать что	7	13
функции в	2	4
то есть	27	33
вместе с	5	2
ряд или	1	1
в братьях	1	1
мифологический символ	1	1
является то	1	2
и максимально	1	1
в разные	1	1
ничего и	1	1
в самой	4	3
всего то	1	1
является символом	6	4
символ вещи	1	36
однако не	4	3
так чтобы	2	1
именно символ	4	2
относится к	2	1
известно что	1	1
даже сказать	2	1
и его	10	3
то в	2	5
правда в	3	1
который однако	1	1
спорить не	1	1
принцип конструирования	1	2
определении символа	1	1
эту систему	1	1
об ее	2	1
его от	1	3
не на	1	3
это есть	3	9
о символе	2	14
если угодно	1	1
общностью в	1	1
той или	14	5
окружность круга	1	3
собой разумеется	1	1
и слепым	1	1
говоря уже	2	2
обладают такой	1	1
до времени	1	1
литературе и	1	4
равняется единице	1	1
более то	1	1
произведениях науки	1	1
т п	1	1
на этой	2	2
же все	1	1
и даже	9	11
единичных вещей	1	1
и очень	5	2
принципом для	1	2
и тем	7	13
во внимание	1	2
что то	1	1
его понятие	1	1
в античной	1	1
только в	23	7
лучше сказать	2	2
в смысле	5	1
тоже не	1	7
из тех	1	1
не символ	1	1
символ в	6	7
символе так	1	1
оно и	1	3
как в	5	4
действительность есть	1	1
имеет много	1	1
взятые сами	1	2
тем более	4	5
больше того	1	1
не думает	1	1
же касается	1	3
только более	1	1
для получения	1	4
тоже было	1	1
самого этого	2	1
что всякий	3	4
случае не	5	3
содержит в	8	7
в их	1	4
общего и	7	1
в себе	12	15
ли даже	1	1
идея и	3	2
к тому	3	3
понятие не	2	1
сказать и	1	3
художественное произведение	1	1
само собой	3	2
своему содержанию	5	3
