2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
его в	4	2
времени и	1	2
слов о	1	3
от всех	1	1
своей сущности	1	1
которые были	3	1
идеи в	7	2
менее всего	4	2
и над	1	1
план это	1	1
слова и	1	3
мысли о	1	2
даже в	2	1
ко всему	1	1
к одной	1	1
из него	1	1
отличен от	1	2
и к	4	5
всего она	1	1
но здесь	1	2
все голоса	1	1
в единство	5	1
в развитии	1	3
вот он	1	1
кроме того	3	3
и далее	1	1
но достоевский	1	1
на язык	1	4
особенностей его	1	1
от автора	3	1
так и	10	6
существенную роль	1	1
дело идет	6	1
достоевского от	2	1
на другого	1	1
и у	4	7
за пределы	6	1
своим художественным	1	1
тон и	1	1
предисловии к	1	1
есть нечто	1	1
поэтому все	1	1
последнее слово	9	1
тем самым	1	1
то что	18	9
не как	12	1
они определяются	1	1
достоевского можно	1	2
и от	1	3
времени а	1	1
достоевский так	1	1
всей их	1	1
черт его	1	1
но ее	1	1
его как	5	1
условия для	1	1
наряду с	1	5
развития европейской	1	2
дух и	1	1
дистанция между	1	1
завершенность и	1	1
все его	1	2
творчества и	2	1
можно найти	1	1
углом зрения	2	4
исторической поэтики	1	2
несмотря на	6	2
той же	6	5
от себя	1	1
это уже	1	1
на полноту	1	1
тон этой	1	1
к одному	1	2
мира на	1	1
и которые	1	2
свободой и	1	1
что в	8	2
нет надобности	1	1
всеми ее	1	1
при всех	1	2
ивана карамазова	5	4
и форм	1	1
всею отчетливостью	1	1
в начале	1	2
диалогической природы	1	1
хотя он	1	1
в своей	11	3
глубине и	1	1
уже и	1	1
всех произведениях	1	1
произведения достоевского	2	3
все в	6	1
и самая	1	1
карамазова и	4	1
в основе	5	5
с его	6	2
его произведений	2	3
как только	1	1
что дело	1	1
и больше	1	1
что она	2	1
в той	6	2
что если	1	1
разумеется все	1	1
зависимости от	3	2
и что	1	1
нельзя правильно	1	1
в применении	1	1
и все	3	10
что достоевский	3	1
и заключается	1	2
человеческой жизни	2	3
как художника	1	1
жизни и	6	9
был человек	1	1
художественная концепция	1	1
себя и	2	2
к человеку	2	2
их художественного	1	1
и притом	2	1
людьми и	1	1
из которых	2	1
как можно	2	1
в них	3	2
души в	1	1
достоевского а	1	1
всеми своими	2	1
место в	1	2
для понимания	3	2
традиции с	1	1
в европейском	1	1
что все	3	1
не то	1	3
не может	11	2
могут быть	1	4
других писателей	2	1
более широкое	1	1
же основной	2	1
там где	6	1
сказать что	5	10
то есть	24	48
что позволяет	1	1
вместе с	2	2
ними не	1	1
сознания и	3	1
и одновременно	3	4
я называю	1	1
в братьях	1	2
в том	11	14
разделения на	1	1
он почти	1	1
рассказ и	1	1
в его	24	8
характеристика жанровых	1	1
все равно	2	4
на почве	1	1
и т.п	3	31
прежде чем	1	2
достоевский как	2	1
и земли	2	1
не существует	1	1
его творчество	4	2
произведений достоевского	7	2
сюжетно и	1	1
самой своей	1	1
о том	2	2
между тем	5	2
видения жизни	1	1
отношение к	1	6
роман в	2	1
единство и	1	1
этот тип	1	1
мгновения и	1	1
особый характер	1	2
достоевского его	2	1
в самой	7	1
во всей	2	4
да и	2	2
которых он	1	1
большинстве случаев	2	4
можно сделать	1	1
должны быть	1	1
трех планов	1	1
в некоторых	1	4
именно этот	1	1
и острой	1	1
не все	1	1
как мы	5	5
а потому	2	1
т.п все	1	1
своей совокупности	1	1
в духе	3	8
и рассматривать	1	1
может быть	21	12
тон рассказа	1	2
даже сказать	1	1
и его	13	10
в одной	4	2
не можем	1	1
новое отношение	1	1
развития в	1	1
произведения и	1	1
в сфере	2	1
уже говорили	1	2
миг не	1	1
как его	1	1
сознании и	1	1
в органическое	1	1
вовсе не	8	3
всего на	1	1
произведениях достоевского	5	3
нельзя конечно	3	1
себя самого	4	3
есть не	2	1
до достоевского	2	3
бы я	1	1
человека а	1	1
или наоборот	1	2
в тех	1	1
веками но	1	1
я не	3	4
здесь нет	1	1
только один	1	1
с чертом	1	2
в особом	1	1
достоевского мы	4	4
произведении достоевского	1	1
типа и	3	1
здесь не	1	4
линии развития	2	3
и социального	1	1
почти во	1	3
о себе	9	2
ее нельзя	1	1
и тон	2	2
а о	1	1
той линии	1	1
самой жизни	1	2
проявилась в	1	1
показать как	1	1
отличие от	2	1
могла быть	1	1
сравнению с	1	4
достаточно чтобы	1	1
очень важной	1	1
тот же	2	2
достоевского и	12	6
и самое	2	1
и действительно	1	1
для них	1	1
и других	5	9
а вместе	1	1
концепции а	1	1
как он	2	2
рассматривать как	1	1
его слова	1	1
и взаимного	1	1
достоевского как	12	1
странника макара	1	1
общества и	1	1
индивидуальности и	1	1
наиболее полное	1	1
в каждой	2	1
идет именно	1	1
для эпохи	1	1
подпольного человека	1	1
и отчасти	1	2
к слову	1	1
от этой	1	1
и даже	3	2
но ведь	1	1
например у	1	3
не было	3	4
и тем	2	2
почти вовсе	1	4
то это	1	1
в своих	2	2
только в	8	4
в смысле	2	2
в произведениях	2	1
ней и	1	1
о тех	1	1
другой стороны	2	1
так сказать	3	5
он умел	4	2
в этой	4	1
достоевского с	7	3
отношению к	11	1
хорошо и	1	1
целого романа	1	1
и глубокое	1	1
и никогда	1	1
подходе к	2	2
все то	4	3
которые он	2	1
всяком случае	3	1
героев достоевского	3	2
ибо не	2	1
самим собою	2	4
с большой	1	2
к этому	2	4
романа в	4	1
видеть в	1	1
вот это	1	1
второй план	1	1
мир в	2	1
они и	1	2
как в	6	7
нет ни	2	2
лишь на	2	1
во всяком	4	1
и не	34	15
мы уже	2	5
характеров и	1	1
свое последнее	1	1
со всеми	1	8
диалога у	1	1
таким образом	11	6
вера в	1	1
тем более	1	2
мире а	2	1
мире в	3	1
жизни в	1	3
если же	2	1
достоевского более	1	1
он как	1	1
