2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
душу а	1	1
все же	8	10
его в	5	9
в царство	11	3
книге о	2	1
подобно тому	1	1
изобразительном искусстве	1	1
мифа о	1	2
здесь может	1	1
эти материалы	6	6
также уже	1	1
костей его	1	1
чем речь	1	1
в тело	1	1
змея под	1	1
за горизонтом	1	2
они дают	1	2
и т	10	20
всем что	1	1
или далеко	1	1
более глубокую	1	1
то что	6	7
в китае	4	1
на задний	1	1
наряду с	3	4
представлением о	2	3
все его	1	2
заключению что	3	3
или на	1	2
к иному	2	1
несмотря на	1	2
стрела из	1	1
в ригведе	4	1
более ранних	6	1
то время	3	1
огонь а	1	1
явно идут	1	1
вокруг него	3	1
случаях мы	1	2
рыба и	2	1
он является	1	1
необходимости приводить	1	1
интересен тем	1	1
уже и	1	2
в вавилоне	1	3
случаев в	2	1
число голов	1	1
что можно	1	1
ранние формы	2	1
царство есть	2	1
этом случае	6	7
очень часто	5	1
после смерти	2	3
с представлением	2	2
пермской сказке	1	1
что египтяне	1	1
же обычай	1	2
в стране	1	1
его кости	1	1
никто не	2	3
сообщает что	2	1
может фигурировать	1	1
из которых	3	2
и русская	1	1
могут быть	3	6
связано с	4	5
здесь еще	4	3
аф вар	4	2
далеко за	1	1
воды в	1	1
с земли	1	1
через море	1	3
в лесу	1	2
на воду	1	2
пасть все	1	1
в его	5	12
е у	4	1
показывают как	1	1
сильно что	1	1
и поражает	1	2
меня не	1	1
см в	1	1
одновременно в	1	1
на месте	1	1
отношение к	1	1
в руки	2	1
еще в	3	2
в чреве	1	2
от змея	13	1
по мере	1	2
какая-то связь	1	1
много лет	1	1
действительно миф	1	1
где уже	1	2
этого представления	3	1
он состоит	1	1
подтверждается материалами	1	1
немного погодя	1	1
были бы	1	1
вовсе не	2	2
между двумя	1	1
явление позднее	1	3
этого мотива	4	8
здесь нет	2	1
за собой	5	1
из этого	3	1
царь змей	1	1
бы в	1	1
форму змея	1	1
роль змея	2	1
неи этот	4	2
перед ним	1	1
как говорит	1	1
было ни	1	1
борьбы с	3	1
в море	1	5
субстанциям употребляемым	1	1
очень ясно	2	2
типична для	1	1
неи приведенные	1	1
другой стороны	8	8
отношению к	2	2
то и	2	1
его с	3	1
кварца с	1	1
к этому	3	2
вспомним что	1	1
но для	2	2
сказке герой	5	5
к заключению	3	3
видели это	1	1
волосы на	2	1
и не	10	11
выше мы	1	2
таким образом	12	9
связанные с	1	2
здесь довольно	1	1
тем что	5	10
выходя из	1	1
что девушку	1	1
сказке говорится	1	1
дает нам	2	1
все эти	8	8
в данном	3	3
здесь он	1	2
т д	8	18
земледелия и	1	1
о пути	1	1
мира и	2	1
люди не	1	1
змея и	12	6
и полетел	1	2
брак с	1	1
перед нами	2	2
социальной жизни	1	2
античности и	1	1
в землю	1	2
этими двумя	1	1
потустороннем мире	1	1
борьбы со	1	1
царство где	2	1
может ее	1	1
и эти	5	1
убить змея	1	1
без всяких	2	2
самый бой	1	2
трудно сказать	1	1
употребляемым шаманом	1	1
со змеем	4	3
случаях это	1	1
в русской	6	3
на них	1	2
миф и	2	1
иное царство	6	4
его роль	1	1
он отражает	1	1
в своем	2	1
героем и	1	2
стороны и	2	1
одного из	1	1
тотемное животное	1	3
и сказал	1	1
от земли	1	1
в сказке<неи	1	1
пребыванию в	1	1
при обряде	2	2
как и	5	7
пояс в	1	1
змея но	1	3
между мифом	1	1
на котором	3	1
к самым	1	1
тридесятое царство	6	1
при посвящении	1	1
царевну и	1	1
сильный сон	1	1
и в	26	25
избушкой яги	1	1
с избушкой	1	1
огонь и	1	3
не видно	1	1
волшебные предметы	1	2
но не	2	5
мертвых я	1	1
для нас	2	5
при встрече	1	1
в ином	6	3
лука пущенная	1	1
по существу	1	2
на вершине	1	1
можно наблюдать	2	3
несколько остановиться	1	1
океанийских островах	1	2
с этим	2	5
царство мертвых	4	2
пасть они	1	1
в африке	5	4
но это	4	7
народ разводящий	1	1
когда он	3	2
эти животные	1	2
и описывается	1	1
ее в	6	2
знаем что	2	6
в воду	1	8
же в	1	2
героя мы	1	1
что говорилось	1	1
более поздняя	1	1
на тот	2	1
шли они	1	1
это не	4	6
античности в	1	1
на помощь	1	1
некоторое время	1	2
а если	1	2
но он	2	2
это значит	1	2
того как	3	4
есть какая-то	1	1
прежде всего	4	6
имеется это	1	1
говорит бадж	1	1
