2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
чувство в	1	1
все же	8	7
вытекает из	2	1
это совершенно	1	2
совершенно естественно	1	1
самой природе	1	1
к фабуле	1	1
имели дело	1	1
от всех	1	1
не ту	1	1
чувство с	2	1
раз противоположный	1	1
так например	2	3
нас совершенно	3	1
он сделался	1	1
в одну	1	1
том и	2	2
своей сущности	1	1
сейчас увидим	1	2
противоположном направлении	1	2
сохранены и	1	1
в собственном	1	1
и события	1	1
его силы	1	1
второй раз	1	1
и каждый	1	1
бы назвать	2	1
даже в	1	1
ко всему	1	1
ни один	1	2
и вместо	1	1
драмы в	1	1
прав когда	3	5
мы имеем	1	8
и к	3	4
каждый раз	1	1
самые сильные	1	1
и оно	1	1
правильно указывает	1	1
тенденцию к	2	1
мы одновременно	2	1
того и	1	1
смерти в	1	2
прямо говорит	1	1
что при	1	3
раз ту	2	1
выражается в	1	1
то мы	1	1
нашего исследования	1	1
том виде	1	1
что если	4	6
так и	1	3
то здесь	1	2
частный случай	1	1
не является	1	2
характера и	1	2
уже давно	2	4
имеет ли	1	1
и т	14	7
при таком	2	3
построено на	1	1
действующие лица	1	4
бы выбрать	1	1
когда мы	2	6
еще и	2	1
один и	1	1
у них	2	1
что зритель	1	1
вероятно не	1	1
тон и	1	1
в известном	1	1
мы с	1	3
в действие	1	2
самому существу	1	1
то что	35	37
но как	2	1
до крайности	4	1
собой напрашивается	1	1
не как	1	3
что тут	1	1
всегда в	1	1
его ни	1	1
часто и	1	1
никак не	7	6
встречаем и	1	1
имеет в	1	1
басне мы	4	1
должна быть	5	2
того что	4	8
в одном	8	2
в свою	4	3
многие критики	1	1
тот факт	1	4
в форме	1	2
тому же	1	1
несмотря на	5	5
той же	2	3
от себя	1	1
мы найдем	2	4
иначе говоря	5	1
та же	3	1
если бы	14	11
нет никакого	2	1
мы получим	1	2
мы перейдем	1	2
же точно	2	6
ни в	3	3
из двух	3	3
и которые	3	1
этом совершенно	1	1
и той	2	2
между собой	2	2
то время	2	1
как не	1	1
совершенно очевидно	1	5
что в	20	24
или от	2	1
то значение	1	1
нас в	1	1
принадлежат к	1	1
однако в	1	1
двух противоположных	5	6
наша реакция	1	1
в начале	1	1
но совершенно	1	1
о самом	1	1
за ним	1	1
в своей	5	4
как раз	8	13
в знаменитой	1	2
или же	1	1
когда говорил	1	1
ход событий	1	1
дать повод	1	1
в основе	3	7
никакого дела	1	1
очень легко	4	3
воображением и	1	1
напротив того	6	2
с его	1	2
с нашими	1	1
аффективного противоречия	1	1
этих двух	1	7
как только	3	4
что дело	1	2
что она	16	6
бы если	1	2
все более	2	1
в той	5	3
не имеем	1	2
обратить внимание	1	2
весь в	1	2
о чем	1	4
смысл в	1	1
зависимости от	1	7
тогда мы	1	1
и что	18	23
истинную сущность	2	1
ближе к	1	1
те два	4	1
эти три	1	2
которые как	1	1
достаточно того	1	1
в применении	1	1
и все	10	4
мы говорим	1	1
или менее	1	1
которое мы	3	3
говорили о	1	1
указать на	3	1
читатель все	1	1
бы мы	1	3
нам кажется	1	2
течении и	1	1
и заключается	1	4
то для	1	1
мы может	3	1
время вызывает	1	1
что на	1	3
и о	3	3
жизни и	1	6
если обратиться	1	1
с трагическим	1	1
себя и	1	2
сейчас же	1	8
из которых	4	4
что эта	4	4
в них	3	4
кажется что	1	1
только не	1	5
мы хотим	3	2
слишком много	1	1
не хотели	1	1
для понимания	1	1
на деле	4	8
самый характер	1	1
не есть	1	4
этому поводу	1	4
и так	1	2
между этими	1	1
не то	4	1
и ни	1	2
действия и	2	4
что все	3	6
понятно что	1	2
не может	7	9
это имеет	2	1
язык и	1	1
если не	1	1
там где	6	4
пор не	1	1
сказать что	4	9
мы видели	6	1
художника заключается	1	1
то есть	15	13
мы привыкли	1	1
следует понимать	2	2
того или	1	1
дано в	3	1
в трагедии	1	15
если взять	1	1
вместе с	5	12
не могло	1	1
их значении	1	1
параллельно с	3	1
картиной и	1	1
в том	25	27
мы знаем	1	2
что эмоциональная	1	1
заключены в	1	1
время с	1	1
в его	5	4
все равно	1	2
именно эта	1	2
распространить на	1	1
ли мы	1	2
в нас	4	13
на две	1	1
что герои	2	1
вступить в	1	1
как они	1	2
мысль о	1	4
бы как	1	1
она может	3	1
и может	2	1
чем больше	1	3
говоря не	1	2
о том	6	10
между тем	7	1
сделать чрезвычайно	1	1
чем он	1	1
что самая	1	1
этих приемов	1	1
отношение к	1	1
противоречие с	2	2
котором она	1	1
отказаться от	1	1
в виду	4	4
том именно	1	1
автор должен	3	1
на то	16	17
к самому	2	2
в музыке	1	1
которых он	1	2
по смыслу	2	1
можно сделать	1	1
есть только	2	2
и смысл	1	1
противоречие как	1	1
имеет совершенно	1	1
действующее лицо	2	2
подходит и	1	2
его словам	2	1
многие исследователи	1	1
в некоторых	1	1
станет совершенно	1	1
главным образом	3	1
идет речь	1	3
как мы	7	5
это ясно	1	1
не все	1	1
которая возникает	1	1
противоречие между	2	1
двух планах	5	3
к которым	5	2
относится к	1	1
может быть	19	11
же к	1	1
и можно	1	2
и его	6	6
то в	1	1
в одной	2	2
секрет художника	1	1
не можем	4	4
совершенно откровенно	1	1
в поэтическом	1	1
однако мы	3	1
с таким	1	2
пока еще	1	1
основе своей	1	1
своему герою	1	1
эту мысль	1	2
и он	1	2
были бы	3	1
вовсе не	8	3
она не	6	1
мы воспринимаем	1	6
которую она	1	1
можно назвать	2	1
есть не	1	4
планах с	1	2
чувств составляет	1	1
это явление	1	1
была бы	2	3
противоречие и	2	1
в виде	2	1
что герой	1	3
с тем	8	8
вразрез с	1	1
это есть	2	3
стороны это	1	1
здесь нет	1	1
наше внимание	3	2
обратиться к	4	5
мы встречаем	1	1
из этого	8	2
басне и	4	1
том смысле	2	1
в отдельности	1	1
образом что	1	3
на той	1	1
здесь не	3	1
и возбуждают	1	1
этим он	1	3
каждый из	1	1
нашли что	1	1
ни о	1	1
бы в	3	5
увидим что	9	9
вслед за	1	1
или образа	1	1
с онегиным	1	1
эти два	3	3
все дано	1	1
отличие от	1	2
две совершенно	3	1
на которых	1	2
сравнению с	1	4
она в	3	1
тот же	3	3
действий и	1	1
чувства которое	1	1
этой теории	1	2
и ко	1	1
и действительно	2	1
чтобы увидеть	5	2
со стороны	2	3
с и	6	5
это делает	1	2
и между	4	3
словами он	1	1
вернее сказать	1	2
должны будем	1	2
в глазах	1	2
в таком	3	3
другое направление	1	1
именно как	1	1
нас к	1	1
что здесь	2	3
в частности	1	4
как говорит	1	4
с которой	1	2
представляет все	1	1
бы перед	1	1
в каждой	1	3
т п	5	3
показывает что	2	3
всех трех	1	2
на этой	1	1
своего материала	1	2
к самой	2	1
всякий раз	3	2
замечательно и	1	2
от этой	2	2
и очень	2	1
для своей	1	1
нам не	2	1
и даже	4	2
шекспира которые	1	1
и тем	3	6
достигает своего	1	2
того чтобы	9	20
и при	1	2
то это	2	4
в своих	4	5
только в	4	5
души и	1	1
что то	1	1
ней и	1	1
в этой	13	5
другой стороны	5	5
так сказать	5	1
или иного	1	1
в русском	1	1
не могли	4	4
до дна	1	1
когда она	3	3
идет о	4	1
бы что	1	1
никогда еще	1	2
только эти	1	1
чувства которые	2	2
все то	7	2
том случае	1	1
то чем	1	1
к этому	3	3
как видите	1	1
настоящий секрет	1	1
доказательство того	1	1
из чего	1	1
и эта	1	2
но никто	1	1
эффекта что	1	1
что существуют	1	1
самом стихе	1	1
как в	4	3
то этим	1	1
он прямо	2	1
во всяком	2	1
от этого	1	1
самое видим	1	1
что у	7	3
и не	10	6
мы уже	7	6
характер героя	1	1
и та	2	2
применении к	1	1
который он	1	1
мы на	2	1
лежит в	2	1
сказать в	1	1
таким образом	12	20
по своему	4	1
первой части	1	1
полагал что	1	2
и вообще	1	1
что чем	2	1
показывают что	1	1
он как	1	2
чем эти	1	1
тем что	3	6
играет на	1	1
одно и	3	3
ее развития	1	1
совершенно противоположных	4	1
в коротком	3	1
с теми	3	3
по самому	2	2
в жизни	1	1
это и	1	2
и дает	2	1
к действительности	1	1
подвести итоги	1	1
для эстетической	1	1
искусства как	1	4
не только	12	16
которая заключена	1	1
заставляет его	2	1
он не	6	3
говорит он	2	2
стиха как	1	1
есть еще	1	1
он хочет	2	1
что даже	2	2
именно здесь	1	1
смысле этого	2	1
его жизнь	1	1
в самых	1	1
все эти	4	2
вот что	1	1
в данном	2	3
что всякое	2	4
только обратиться	1	1
нас и	1	2
факт который	1	1
это еще	1	1
и потому	1	5
совершенно ясно	13	7
целого ряда	1	1
противоположных чувств	3	1
это противоречие	1	4
с самого	6	3
всякое художественное	1	1
в их	1	3
что когда	2	2
т д	4	3
силой но	1	1
из своих	1	1
к герою	1	1
из области	3	1
в себе	4	5
между ними	1	2
с той	4	2
на примере	2	4
этом противоречии	2	1
и другими	2	2
в рассказе	1	2
чтобы формой	1	1
как на	3	11
именно он	1	1
на его	1	3
в словах	1	2
она заставляет	1	2
указывает нам	1	1
к тому	6	8
размер и	1	2
как у	1	1
что вся	1	1
заставляет нас	2	3
другой прямо	1	1
и форму	1	1
как все	2	2
художественное произведение	1	5
в эту	2	1
перед нами	8	2
который составляет	1	1
говорит один	2	1
с лессингом	2	1
одной стороны	5	12
из прежних	1	1
как если	3	1
говорили выше	1	2
как нам	1	1
один план	2	2
что поэтический	1	2
из них	6	2
и для	4	6
деле если	1	2
это только	3	3
что только	2	1
мы слышим	2	1
мы в	2	1
до конца	2	2
чем идет	1	1
что так	2	1
отличается от	1	2
чувством и	1	1
характеры и	1	2
и уже	2	3
и эти	2	1
всех остальных	2	1
и отказывается	1	1
дана в	1	1
переходит к	1	1
элементов из	1	1
еще не	1	5
ни одного	1	2
немедленно же	1	2
быть представлен	1	1
целый ряд	2	3
большей частью	2	1
целым рядом	1	1
представляют собой	2	2
к его	2	1
же самое	10	5
что составляет	1	1
в конце	2	4
и просто	1	1
образом мы	4	3
имеем в	1	1
к той	1	1
стороны мы	1	2
доказывает что	1	1
а в	7	4
все решительно	1	1
тому что	6	8
он только	1	3
всего в	1	1
мы вправе	1	1
представляет собой	2	1
слов и	2	2
видим в	2	2
в русской	2	1
силу того	1	1
чтобы он	2	1
возьмем ли	1	1
о характере	1	1
и вот	2	2
остановиться на	2	1
действие в	1	1
дело в	1	2
по преимуществу	2	2
в своем	5	6
решение вопроса	1	1
что поэт	2	3
мы условно	1	1
и на	6	3
он указывает	1	1
истинный смысл	2	1
бы формулировать	1	1
серьезностью и	1	1
бы на	1	2
от него	1	4
это возможно	1	1
самое в	5	1
с которыми	1	1
или вернее	2	2
два противоположных	1	5
за счет	1	1
в двух	9	5
лежащая в	1	1
противоположное тому	1	1
имеем налицо	1	1
по его	3	3
совершенно явно	2	1
кажется ли	1	1
раньше всего	2	1
для того	8	20
чувств которая	1	1
перейдем к	1	2
вызывая в	1	1
мы никогда	1	2
от басни	1	1
подготовлен к	1	1
как и	8	6
о ком	1	1
факт что	1	6
тому как	1	1
а когда	1	1
должен был	2	4
эстетической реакции	2	17
но еще	1	2
думается что	1	3
потому что	14	23
что для	1	1
и всех	1	1
с такой	5	4
что с	4	6
почему он	1	1
аффективное противоречие	3	2
подойти к	1	1
в самом	25	14
по этому	1	5
это последнее	1	1
вытекают из	1	1
уже совершенно	1	3
что наш	1	1
героев к	1	1
поэт пользуется	1	1
в то	3	2
и то	8	9
противоречие которое	3	3
другой смысл	2	1
никогда не	4	9
героев и	1	1
разрешение в	1	1
этом отношении	1	3
лучшем случае	2	3
действие и	1	3
этого нового	1	1
и в	38	30
все время	30	20
так же	2	13
насколько это	1	1
в противоположном	1	1
что искусство	1	4
заключает в	1	4
и самый	1	2
одинаковой степени	1	1
и где	1	1
так что	8	3
на гибель	2	1
двух планов	2	1
этом последнем	1	1
в корне	1	1
не просто	2	1
все они	2	1
на наших	2	1
из его	1	1
смерти то	1	1
в минуту	1	1
так как	6	9
и только	3	3
значение в	1	1
но не	1	7
это будет	2	2
объединяет в	2	1
и смерти	1	1
и говорит	1	3
доказать что	1	1
в стихах	3	1
не в	12	8
трагедии в	1	3
что сама	1	1
нашу мысль	1	1
и отсюда	1	3
образом все	1	2
для нас	8	3
как будто	4	6
конечно же	2	1
ни для	1	1
чем это	1	3
видим мы	1	1
то как	2	1
образа и	1	1
по мнению	2	6
этого факта	1	1
на этом	5	6
мы должны	1	3
не могут	2	3
и во	2	1
в басне	37	2
в которых	6	2
по существу	2	2
уже с	1	1
сцены в	1	1
тот круг	1	1
оба эти	3	2
представить себе	1	2
и до	1	2
мы нашли	2	3
в конечном	1	1
как она	1	4
исключительно для	1	1
что под	3	1
совершенно прав	2	7
как это	6	7
нами в	2	1
приобретает над	1	1
этих планов	1	1
ему что	1	1
с этим	8	2
что оба	1	1
и ясно	1	2
говорит я	1	1
мы все	4	6
речь идет	4	1
и с	1	2
именно из	1	2
себе непременно	1	1
предположить что	1	2
больше чем	4	1
но это	3	1
дело и	1	3
а всегда	1	1
признать что	2	1
самую сущность	1	1
и два	1	1
в противоречие	2	1
что задачей	1	1
уяснить себе	2	1
это в	1	3
сам собой	2	1
когда он	4	5
из критиков	3	2
с самой	2	1
та простая	1	1
полагает что	3	3
как один	1	1
поэтического произведения	1	1
внутреннее противоречие	2	2
знаем что	1	2
или неудовольствие	2	1
что читая	1	1
же в	2	2
так часто	1	1
ссылается на	3	1
конечно не	4	1
он видит	2	2
тут же	1	1
для этого	2	9
рассказывает о	3	1
на тот	1	1
в понимании	1	1
к таким	1	1
это не	1	3
евгении онегине	1	1
поэтический язык	1	2
именно на	1	5
мы припомним	1	1
образом и	2	2
с другой	7	9
смысл ее	1	1
и как	8	7
здесь в	2	1
совершенно другой	3	1
что многие	1	1
сущности говоря	7	8
говорит мы	1	1
которую мы	4	2
противоположных направлениях	1	3
но он	2	3
должно быть	1	2
и совершенно	4	4
а совсем	2	1
далеко не	3	1
это значит	1	2
было бы	12	5
того как	3	2
в чем	1	1
что такое	1	1
повести в	1	1
как бы	14	19
выше в	1	1
бы быть	1	1
смысл его	1	1
рта и	1	2
из всех	3	1
более или	1	1
увидеть что	7	2
так это	1	1
от других	1	1
в первой	2	1
очевидно что	2	2
казалось бы	5	4
дело с	1	5
время говорим	1	1
о его	1	1
указывает на	6	4
точки зрения	16	7
с необычайной	3	1
не мог	4	1
а с	2	5
просто и	1	2
в теории	1	1
что именно	2	5
том что	14	21
своих героев	2	1
на это	3	1
у нас	2	4
но и	5	6
с здесь	2	3
но напротив	1	1
для читателя	2	2
смысл этого	3	3
он может	2	1
именно в	1	6
в ее	7	3
нет и	1	1
из важнейших	1	1
а затем	1	2
до сих	6	5
только то	2	1
же я	1	1
которые все	1	1
в зависимости	1	6
будто бы	1	1
том чтобы	1	2
противоречия которое	1	2
мы не	5	3
