2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram
сказке он	4	1
все же	9	5
его в	9	3
одну особенность	1	1
в царство	2	4
роль при	1	1
особом помещении	1	1
выходит из	1	1
отвоевывает себе	1	1
неи итак	1	1
связь с	12	6
теперь к	1	2
старших в	1	1
не следует	1	1
этих случаях	8	7
в одну	2	1
так например	2	1
подобно тому	1	1
ли такие	1	1
иван купеческий	1	2
русской и	1	1
общего с	1	1
за него	1	2
некоторых случаях	4	3
второй раз	1	1
или службы	1	1
эти материалы	1	2
даже в	4	2
что им	1	2
одним из	1	4
а от	1	1
из него	1	1
как нет	1	1
в иное	7	1
право на	2	1
и к	1	3
мы имеем	7	19
время обряда	2	1
получает от	1	1
в северной	2	3
но здесь	1	1
в могилу	2	2
одной сказке	2	3
независимо от	1	2
он по	1	2
является и	3	1
чтобы заставить	1	1
мы читаем	2	1
волшебного средства	1	2
и всей	1	1
что при	1	1
мы здесь	2	4
и постится	1	1
то мы	2	2
вынула из-под	1	1
его и	2	4
связан с	3	2
так и	10	2
в другой	3	4
и спроси	1	1
коня на	1	1
частный случай	4	2
уже давно	1	2
и т	27	16
животное которое	1	1
с тотемными	2	1
они имеют	2	1
и у	5	3
говорит если	1	1
д в	1	1
то что	16	7
но как	1	1
не как	1	1
его своей	1	1
с дарителем	1	1
имеем и	2	3
о благодарных	1	3
не один	1	1
к службе	1	1
умираю и	1	1
в особенности	2	2
случай показывает	2	1
бы думать	1	1
чтобы дать	1	1
должна быть	2	1
в русских	2	3
в одном	5	2
эту куклу	1	1
иное как	3	3
можно найти	2	4
попадают в	1	2
который уже	1	1
той же	1	2
берет на	1	1
береги ее	1	1
если бы	2	6
прочим и	1	1
это уже	2	1
оставляю тебе	1	1
связи с	3	6
когда ты	1	1
ни в	2	2
то время	1	2
между собой	1	1
как не	1	1
что в	14	15
герой попадает	1	3
нас в	1	1
в сказке	47	50
волшебного помощника	2	1
это слишком	1	1
однако в	2	1
в фольклоре	2	1
в начале	1	1
и они	2	4
а как	2	1
и и	3	2
в своей	4	1
хотя он	1	1
у племени	3	1
ниже в	2	1
женской линии	1	1
но если	1	1
под землю	2	1
герой возвращается	1	1
о василисе	1	1
также то	1	1
наоборот так	1	1
на острове	2	3
образом я	1	1
конем но	1	1
предметы которые	1	1
этом случае	3	5
что дело	1	1
что она	3	5
как правило	1	2
эти мотивы	1	1
очень часто	1	3
о чем	3	1
шаман часто	1	1
и что	5	2
этом мы	1	1
братья и	1	1
верно если	1	1
еще одну	1	2
и все	2	3
на голове	1	1
наблюдать что	1	1
что представление	1	1
перед мертвецами	1	1
на этот	2	1
могилу матери	1	4
здесь фигурирует	1	1
указать на	3	2
что мертвец	1	1
переносится на	1	2
что на	2	4
жизни и	1	2
ты не	1	2
после того	2	2
для чего	1	1
уже видели	1	3
указать что	2	3
становится понятным	2	1
стоит на	2	3
в них	1	6
или нет	1	1
я умираю	1	1
можно возразить	1	1
не есть	2	1
шли шли	1	1
и так	1	2
с миром	3	2
а он	1	5
очень мало	1	1
не может	6	4
могут быть	6	5
о связи	1	4
и за	2	1
то чего	3	1
из которого	1	2
связано с	1	4
там где	3	7
они показывают	2	1
мы видели	6	13
древнейшая форма	2	1
имеются в	1	2
здесь еще	1	1
касается самой	1	1
существовании обряда	1	1
дарит герою	1	1
аф вар	3	1
пребывание в	1	4
вместе с	6	9
можно заметить	1	1
говорит ему	1	1
в лесу	12	26
мертвых и	1	1
в том	3	9
в лесной	1	4
мы знаем	8	2
матери и	1	2
в человека	1	2
женится на	1	6
происходит в	2	2
в его	5	3
родительским благословением	1	1
животный вид	1	2
ему путь	1	1
но раньше	1	1
речь будет	2	1
животных как	1	1
она может	1	1
много примеров	1	2
