2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
когда они	1	1
как функция	1	2
и тех	2	1
все же	5	4
его в	6	1
мышление в	4	1
в развитом	1	1
речи и	1	15
вытекает из	1	3
к детской	1	1
утверждения что	1	1
самой природе	1	1
является по	2	1
теоретической и	1	1
себе не	1	1
что говоря	1	1
по нашему	2	1
пиаже не	2	3
в собственном	7	3
линии в	1	1
зрения нашей	1	1
подобно тому	2	2
мышления должна	1	1
пиаже что	1	2
ранний возраст	1	1
общего с	1	2
есть функция	1	2
бы назвать	2	1
даже в	2	4
первого года	1	1
мы имеем	2	3
и к	5	6
процесса образования	6	1
в наших	2	1
от второго	1	1
независимо от	1	4
в данной	2	1
как о	1	1
в развитии	25	26
эти опыты	1	1
которое он	1	1
мышлением и	4	7
что при	2	3
нашей гипотезы	1	1
заключающийся в	1	2
на язык	1	2
действительно в	1	1
то мы	1	1
так и	5	8
в другой	2	2
это очевидно	1	1
не является	5	9
развитом виде	1	1
как вместе	1	1
начало в	1	1
когда мы	2	1
еще и	1	1
один и	7	1
у них	1	2
внешнем сходстве	1	1
исследования не	1	2
к еще	1	1
в известном	2	2
приводит автора	1	1
чрезвычайно важный	1	1
тем самым	7	3
то что	15	20
но как	2	1
необходимую предпосылку	1	1
действительности и	1	3
оно вообще	1	1
рассматривается как	1	3
исследования в	2	1
а отнюдь	1	1
и от	3	1
отношении интересующей	1	1
основной вывод	1	1
вывод заключающийся	2	1
имеет в	1	1
наряду с	3	2
в интересующей	1	1
возникает вопрос	1	1
по которым	1	1
слов ребенка	1	3
ребенок приходит	2	1
бы то	1	1
для развития	2	1
появляется у	1	1
в одном	1	2
тот факт	1	1
тому же	6	1
мышления что	2	1
или на	1	1
в высшей	2	7
мы обратимся	5	1
приведенных выше	1	2
той же	6	2
мышления и	14	16
значение этого	1	1
если бы	5	8
та же	1	1
от развития	2	1
к которому	3	6
эксперименте с	1	1
в обоих	3	1
определения этого	1	1
заключенное в	2	1
связи с	3	9
что перед	1	1
ни в	3	2
же точно	1	1
из двух	1	3
и которые	2	1
нигде не	1	1
и той	4	2
между собой	5	1
что в	19	14
имеет никакого	1	1
является продуктом	1	1
картина развития	1	1
нас в	3	2
для объяснения	2	1
он является	1	2
друг от	1	2
в начале	2	4
что их	1	1
пиаже в	1	8
в своей	7	4
как раз	1	4
развития с	3	2
положения пиаже	1	1
уже и	2	2
но если	1	2
которые являются	1	1
друг с	7	2
на первый	4	1
приведенном выше	1	1
в основе	17	3
воспринимаются в	1	1
что можно	1	3
детской психологии	1	5
этих двух	1	2
речевого общения	1	1
как только	2	2
мы пытались	2	1
процессе развития	2	7
что она	1	3
все более	2	1
как правило	1	1
между мышлением	1	5
и практическом	1	1
в той	2	1
что если	2	2
что исследование	1	1
зависимости от	2	6
и что	8	8
показал что	1	5
те два	1	2
представлений или	1	1
имеет свое	1	2
выяснить как	1	1
ребенка то	1	1
кусков ткани	1	1
еще дальше	1	1
найденные нами	2	1
мы говорим	1	1
ребенок не	2	2
которое мы	2	3
на этот	3	6
целом и	2	1
и речи	2	13
детей в	1	3
бы мы	1	2
говорил он	2	1
бы они	1	2
которая и	1	1
помощью которого	2	2
что на	2	2
видим таким	4	1
он однако	1	1
раз навсегда	1	1
он начинает	1	1
развитии мышления	1	5
биологической эволюции	1	1
после того	1	1
и притом	1	1
из которых	1	3
это положение	5	1
мысли как	2	1
что эта	3	6
жизни ребенка	1	2
только не	5	1
всеми своими	1	1
же самого	2	1
место в	2	1
на одном	2	2
образом как	2	2
на деле	3	5
формы или	1	1
не есть	2	1
как увидим	1	2
те же	6	3
между этими	2	1
не то	1	2
и так	1	1
в основу	2	1
что все	3	4
без исключения	1	1
понятно что	2	2
не может	6	9
опыта но	1	2
могут быть	7	2
которого мы	1	1
истинном смысле	1	3
с психологической	2	1
следующим образом	3	2
связано с	1	1
сказать что	6	6
предметов в	2	1
мы видели	6	6
если снова	1	1
отнюдь не	3	2
функцию в	1	1
к пониманию	3	1
экспериментальных данных	1	1
вместе с	8	6
виде в	2	1
он должен	1	2
момент заключается	1	1
сознания и	1	1
но развитие	1	1
средством образования	1	1
ребенка здесь	1	1
и одновременно	1	1
окружающих его	1	1
мы знаем	1	7
из своей	1	1
наглядной ситуации	2	1
в том	42	33
относятся к	2	2
является то	1	2
в его	11	2
все равно	1	2
той и	1	2
и т.п	2	7
с развитием	1	4
понятие с	1	1
является общим	2	1
на всем	2	2
как они	4	1
процессов в	1	1
не входит	1	1
не существует	1	3
и может	1	1
опыта к	1	1
и мышлением	2	1
приводит к	3	5
о чем-то	1	1
о том	5	9
с ребенком	1	1
первой стадии	1	1
между тем	9	1
в процессах	3	1
от того	3	2
чем он	1	1
согласно этой	2	1
моментов в	1	2
психологической стороны	2	1
противоречие с	2	1
на вопрос	1	4
то обстоятельство	3	1
в виду	3	6
бы к	1	3
на то	5	6
в самой	1	3
ребенка к	3	1
во всей	4	5
с помощью	31	5
обратимся к	4	1
понятие о	2	2
что между	1	2
развития детского	11	7
и наоборот	1	1
говоря словами	1	2
как мы	13	6
однако не	1	1
это верно	1	1
так чтобы	1	1
также в	1	1
другие предметы	2	1
по мере	4	1
которому он	1	1
к которым	2	4
известно что	1	1
может быть	12	9
ребенка т.е	2	1
эта ошибка	1	1
и его	5	4
мышлению в	3	1
чрезвычайно близкое	1	1
развития в	6	6
мысли но	1	1
его мысль	1	2
в сфере	1	1
с таким	3	6
и обратно	1	2
только тогда	1	2
уже говорили	2	3
как его	1	1
в отношении	10	6
примитивных народов	3	1
обобщений которые	1	1
многих других	1	1
этот раз	1	1
орудия для	1	1
между ребенком	2	1
вопросу о	1	1
совпадают в	2	1
у животных	1	6
ребенка не	7	5
связанной с	1	1
и определенной	1	1
и сл	1	1
не больше	1	1
в тех	1	1
мышления является	3	2
в виде	3	1
с тем	6	1
на развитие	1	1
это есть	1	2
я не	1	1
который в	1	4
ни было	1	1
момента в	2	1
из этого	1	1
только один	1	1
том смысле	2	1
эта теория	1	2
наблюдений над	1	1
типа и	1	3
здесь не	2	1
линии развития	1	2
детской речи	2	19
мысли с	1	4
нас интересует	2	2
из других	1	1
важный в	1	1
генетической точки	1	1
от тех	3	1
бы в	3	1
увидим что	5	2
вслед за	2	1
опыты келера	1	2
равным образом	1	1
установленное положение	1	1
в мышлении	21	2
без генетического	2	1
отличие от	2	3
на которых	1	2
его к	4	2
сравнению с	3	5
для обозначения	1	2
до сих	1	1
тот же	9	7
последнее время	1	5
и самое	1	1
мышлении взрослого	4	1
этой теории	4	3
