	text	mean
0	Aksakov_DetskieGodyBagrova	4400.0
1	Aksakov_SemeynayaKhronika	3323.833
2	Aksakov_ZapiskiRuzheynogoOkhotnika	3831.083
3	Amfiteatrov_Knyazhna	2504.167
4	Amfiteatrov_OtravlennayaSovest	3468.0
5	Amfiteatrov_ZharCvet	2712.25
6	Apukhtin_NeokonchennayaPovest	3558.5
7	Boborykin_KitayGorod	3087.15
8	Boborykin_VasiliyTerkin	3503.833
9	Boborykin_ZhervaVechernyaya	4414.417
10	Bulgarin_DimitriySamozvanets	2845.786
11	Bulgarin_IvanVyzhigin	3235.25
12	Chehov_PovestiIRasskazy1888-1891	3285.714
13	Chehov_PovestiIRasskazy1898-1903	3941.0
14	Chernyshevskij_ChtoDelat	4175.4
15	Chernyshevskij_Prolog	4235.233
16	Dostojevskij_BednyjeLudi	5192.5
17	Dostojevskij_Besy	3917.544
18	Dostojevskij_BratijaKaramazovy	3896.462
19	Dostojevskij_Idiot	4375.4
20	Dostojevskij_Igrok	4599.5
21	Dostojevskij_Podrostok	4078.75
22	Dostojevskij_PrestuplenijeINakazanije	4179.911
23	Dostojevskij_UnizhennyjeIOskorblennyje	5063.4
24	Gogol_MertvyjeDushi1Tom	3316.667
25	Gogol_MertvyjeDushi2TomRannijeRedakciji	3583.0
26	Gogol_Mirgorod	2897.5
27	Gogol_PeterburgskijePovesti	3233.0
28	Gogol_VecheraNaChutore	3174.333
29	Goncharov_FregatPallada	2801.583
30	Goncharov_Oblomov	3504.024
31	Goncharov_Obryv	3606.645
32	Goncharov_ObyknovennajaIstorija	3817.667
33	Herzen_KtoVinovat	3274.333
34	Karamzin_IstorijaGosudagstvaRossijskogo	2653.0
35	Karamzin_PismaRusskogoPuteshestvennika	2961.048
36	Karamzin_Povesti	2877.667
37	Kuprin_Junkera	2525.0
38	Kuprin_Pojedinok	3172.5
39	Lermontov_GerojNashegoVremeni	3740.5
40	Odojevskij_RusskijeNochi	2226.0
41	Saltykov_GopodaGolovlevy	3894.0
42	Saltykov_IctorijaOdnigoGoroda	3095.5
43	Saltykov_PompaduryIPompadurshi	3291.75
44	Saltykov_PoshechonskajaStarina	3129.19
45	Saltykov_Povesti	4269.75
46	Tolstoj_1VojnaIMir	3579.15
47	Tolstoj_2VojnaIMir	3986.65
48	Tolstoj_3VojnaIMir	3569.5
49	Tolstoj_4VojnaIMir	3722.3
50	Tolstoj_AnnaKarenina	4621.705
51	Tolstoj_Junost	4771.5
52	Tolstoj_Voskresenie	3976.067
53	Turgenev_DvorianskojeGnezdo	3862.5
54	Turgenev_Dym	3890.0
55	Turgenev_Nakanune	4277.0
56	Turgenev_Nov	3727.167
57	Turgenev_OtsyIDeti	4006.5
58	Turgenev_ZapiskiOhotnika	3037.15
59	UspenskijGleb_NravyRasteriajevojUlitsy	2732.0
60	UspenskijNikolaj_PovestiIRasskazy	2655.6
61	Zagoskin_AskoldovaMogila	3937.917
62	Zagoskin_BrynskiyLes	4162.667
63	Zagoskin_Roslavlev	3905.417
64	Zagoskin_YuriMiloslavsky	4110.0
