	text	mean
0	Aksakov_DetskieGodyBagrova	1328.733
1	Aksakov_SemeynayaKhronika	1091.833
2	Aksakov_ZapiskiObUzhenieRyby	1311.0
3	Aksakov_ZapiskiRuzheynogoOkhotnika	1251.8
4	Amfiteatrov_Knyazhna	876.333
5	Amfiteatrov_OtravlennayaSovest	1089.0
6	Amfiteatrov_VStraneLyubvi	1127.0
7	Amfiteatrov_ZharCvet	915.2
8	Apukhtin_NeokonchennayaPovest	1257.667
9	Bestuzhev_FregatNadezhda	925.0
10	Boborykin_DolgoLi	1321.0
11	Boborykin_KitayGorod	1042.857
12	Boborykin_VasiliyTerkin	1105.333
13	Boborykin_ZhervaVechernyaya	1290.9
14	Bulgarin_DimitriySamozvanets	1010.489
15	Bulgarin_IvanVyzhigin	1084.762
16	Chehov_PovestiIRasskazy1888-1891	1024.067
17	Chehov_PovestiIRasskazy1898-1903	1220.833
18	Chernyshevskij_ChtoDelat	1201.278
19	Chernyshevskij_Prolog	1219.139
20	Dostojevskij_BednyjeLudi	1328.0
21	Dostojevskij_Besy	1130.192
22	Dostojevskij_BratijaKaramazovy	1103.895
23	Dostojevskij_Idiot	1272.487
24	Dostojevskij_Igrok	1302.667
25	Dostojevskij_Podrostok	1189.5
26	Dostojevskij_PrestuplenijeINakazanije	1215.836
27	Dostojevskij_UnizhennyjeIOskorblennyje	1434.571
28	Gogol_MertvyjeDushi1Tom	1084.6
29	Gogol_MertvyjeDushi2TomRannijeRedakciji	1030.0
30	Gogol_Mirgorod	938.0
31	Gogol_PeterburgskijePovesti	1066.333
32	Gogol_VecheraNaChutore	1071.5
33	Goncharov_FregatPallada	949.242
34	Goncharov_Oblomov	1074.694
35	Goncharov_Obryv	1109.476
36	Goncharov_ObyknovennajaIstorija	1180.467
37	Herzen_KtoVinovat	1085.5
38	Karamzin_IstorijaGosudagstvaRossijskogo	961.0
39	Karamzin_PismaRusskogoPuteshestvennika	996.956
40	Karamzin_Povesti	977.833
41	Kuprin_Junkera	884.167
42	Kuprin_Pojedinok	1084.833
43	Lermontov_GerojNashegoVremeni	1161.0
44	Odojevskij_RusskijeNochi	776.1
45	Pushkin_IstorijaPugacheva	1123.0
46	Pushkin_KapitanskajaDochka	1326.0
47	Saltykov_GopodaGolovlevy	1190.1
48	Saltykov_IctorijaOdnigoGoroda	957.667
49	Saltykov_PompaduryIPompadurshi	1025.1
50	Saltykov_PoshechonskajaStarina	1002.844
51	Saltykov_Povesti	1230.933
52	Tolstoj_1VojnaIMir	1064.619
53	Tolstoj_2VojnaIMir	1177.238
54	Tolstoj_3VojnaIMir	1071.536
55	Tolstoj_4VojnaIMir	1069.0
56	Tolstoj_AnnaKarenina	1312.963
57	Tolstoj_Detstvo	1417.0
58	Tolstoj_Junost	1383.0
59	Tolstoj_SevastopolskijeRasskazy	1187.0
60	Tolstoj_Voskresenie	1183.056
61	Turgenev_DvorianskojeGnezdo	1272.667
62	Turgenev_Dym	1234.667
63	Turgenev_Nakanune	1365.0
64	Turgenev_Nov	1227.7
65	Turgenev_OtsyIDeti	1279.667
66	Turgenev_Rudin	1403.0
67	Turgenev_ZapiskiOhotnika	1020.2
68	UspenskijGleb_NravyRasteriajevojUlitsy	972.0
69	UspenskijNikolaj_PovestiIRasskazy	871.467
70	Zagoskin_AskoldovaMogila	1296.8
71	Zagoskin_BrynskiyLes	1317.5
72	Zagoskin_Roslavlev	1248.867
73	Zagoskin_YuriMiloslavsky	1380.0
