N	3gram	Bakhtin_Pr	Morfolog
1	и т д	4	60
2	в этих случаях	2	14
3	в этом случае	1	10
4	не может быть	8	9
5	в связи с	1	9
6	по отношению к	12	7
7	с точки зрения	21	6
8	тем не менее	2	6
9	то перед нами	7	5
10	подобно тому как	3	5
11	как мы увидим	3	5
12	с другой стороны	6	5
13	в том что	6	4
14	т д как	1	4
15	независимо от того	1	4
16	на самом деле	4	4
17	не могут быть	1	4
18	к тому что	1	4
19	но все же	3	4
20	на то что	2	3
21	в большинстве случаев	10	3
22	о том что	2	3
23	в собственном смысле	1	3
24	как и в	3	3
25	для того чтобы	1	3
26	в настоящее время	3	3
27	в то время	2	3
28	бы то ни	3	3
29	в первом случае	1	3
30	если мы не	1	3
31	может быть разрешен	1	3
32	на первый взгляд	1	3
33	собственном смысле слова	1	3
34	то время как	2	3
35	это не значит	3	2
36	мы увидим что	1	2
37	то что в	1	2
38	ни одной из	1	2
39	более или менее	4	2
40	для наших целей	1	2
41	друг на друга	2	2
42	он может быть	2	2
43	хотя и не	3	2
44	друг за другом	2	2
45	можно было бы	3	2
46	точно так же	1	2
47	в данном случае	2	2
48	мы имеем в	1	2
49	и в других	2	2
50	но для наших	1	2
51	то ни было	2	2
52	не входит в	4	2
53	а вовсе не	2	2
54	во всяком случае	4	2
55	и пр он	1	2
56	с одной стороны	1	2
57	в этом отношении	3	2
58	от другого и	1	2
59	оно может быть	2	2
60	друг к другу	1	2
61	может быть и	2	2
62	эта форма в	1	1
63	остановимся лишь на	2	1
64	сих пор не	1	1
65	т е о	1	1
66	с большим количеством	1	1
67	тому что в	1	1
68	между героем и	1	1
69	нужно иметь в	1	1
70	в свою очередь	1	1
71	т е не	2	1
72	и могут быть	1	1
73	и даже не	1	1
74	как один из	2	1
75	то это совершенно	1	1
76	перед нами опять	1	1
77	до известной степени	1	1
78	то что он	1	1
79	том или другом	2	1
80	и заставляет его	1	1
81	то что не	1	1
82	они и не	1	1
83	самом деле в	1	1
84	здесь перед нами	1	1
85	перед нами в	2	1
86	тому или другому	1	1
87	следует за ней	1	1
88	если же они	1	1
89	а в плоскости	1	1
90	от того как	1	1
91	что же касается	1	1
92	т е все	1	1
93	отношении друг к	1	1
94	и независимо от	1	1
95	можно сказать что	2	1
96	и др более	1	1
97	его но в	1	1
98	еще мал и	1	1
99	во что бы	1	1
100	и как их	1	1
101	что о нем	1	1
102	могут появляться и	1	1
103	в то же	13	1
104	тех или иных	1	1
105	на этот вопрос	2	1
106	как мы уже	2	1
107	и есть то	1	1
108	в таком случае	1	1
109	так как не	2	1
110	они ни были	1	1
111	мы будем говорить	1	1
112	может быть или	2	1
113	уже не может	1	1
114	важно не то	1	1
115	иногда же она	1	1
116	а не первого	1	1
117	в противном случае	1	1
118	друг с другом	3	1
119	что бы то	1	1
120	важное значение для	1	1
121	до сих пор	9	1
122	не потому что	1	1
123	один из его	1	1
124	то мы не	1	1
125	ни одна из	1	1
126	мы переходим к	2	1
127	двух точек зрения	2	1
128	там где есть	1	1
129	ко второму типу	1	1
130	могут быть поняты	1	1
131	же время и	1	1
132	иметь в виду	1	1
133	другой вопрос в	1	1
134	героя может быть	1	1
135	все эти вопросы	1	1
136	той или иной	1	1
137	т д наконец	1	1
138	относится ко второму	1	1
139	вместо того чтобы	1	1
140	так же не	1	1
141	вовсе не с	1	1
142	в том или	1	1
143	она может быть	1	1
144	точки зрения его	1	1
145	с самого начала	1	1
146	типа а не	2	1
147	том что он	5	1
148	и у него	1	1
149	так как его	1	1
150	в точном смысле	1	1
151	в высшей степени	1	1
152	но в этом	1	1
153	героя а не	2	1
154	этой точки зрения	2	1
155	мы увидим дальше	2	1
156	как бы в	6	1
157	и до известной	1	1
158	в другом случае	1	1
159	здесь не место	2	1
160	и пр как	1	1
161	то же время	13	1
162	перед ним как	1	1
163	является одним из	1	1
164	но это не	2	1
165	уже не только	1	1
166	что и в	1	1
167	сюда же относится	1	1
168	на первом месте	1	1
169	после того как	1	1
170	если же он	1	1
171	он не может	1	1
172	было бы сказать	1	1
173	что он живет	1	1
174	мы видим не	1	1
175	то ни стало	1	1
