N	4gram	Bakhtin_Pr	Problema
1	не что иное как	1	14
2	есть не что иное	1	11
3	в той или иной	1	10
4	дело в том что	2	10
5	на самом же деле	2	8
6	не чем иным как	1	7
7	но в таком случае	1	7
8	может быть даже и	1	5
9	одним и тем же	1	4
10	в собственном смысле слова	1	4
11	одно и то же	1	4
12	и с точки зрения	1	4
13	в том числе и	13	4
14	и в то же	3	3
15	в этом смысле и	1	3
16	тем не менее он	1	3
17	прежде чем перейти к	1	3
18	но в то же	3	3
19	но тем не менее	1	2
20	как мы уже сказали	2	2
21	все более и более	1	2
22	с точки зрения логики	1	2
23	самом же деле это	1	2
24	одной и той же	1	2
25	один и тот же	1	2
26	а может быть и	1	2
27	является одним из самых	1	2
28	мы имеем в виду	3	2
29	можно даже сказать что	1	2
30	ничего общего не имеет	1	2
31	не может обойтись без	1	2
32	мы не будем здесь	1	2
33	то же самое мы	1	2
34	и до сих пор	2	1
35	мы можем говорить о	1	1
36	и художественного образа в	1	1
37	с нашей точки зрения	1	1
38	общего не имеет с	1	1
39	по крайней мере не	1	1
40	легенда о великом инквизиторе	1	1
41	с другими людьми при	1	1
42	в романах достоевского в	1	1
43	то это вовсе не	1	1
44	собственном смысле слова и	1	1
45	и до наших дней	2	1
46	дело не в самом	1	1
47	то есть указывает на	1	1
48	в то же время	8	1
49	в преступлении и наказании	4	1
50	если бы оно было	1	1
51	в записках из подполья	1	1
52	если мы не знаем	1	1
53	в братьях карамазовых в	2	1
54	мы остановимся на анализе	1	1
55	по самой своей природе	1	1
56	быть даже и не	1	1
57	с другой стороны и	1	1
58	уходит своими корнями в	1	1
59	в том что все	1	1
60	о которой мы говорили	1	1
61	состоит в том что	1	1
62	в результате которого и	1	1
63	и в конце концов	1	1
64	значит ли это что	1	1
65	и не может быть	5	1
66	с точки зрения истории	1	1
67	мы не знаем о	1	1
68	это очень важный момент	1	1
69	потому что они не	1	1
70	говорит о себе я	1	1
71	здесь как и в	1	1
72	мы имеем дело с	1	1
73	xviii и xix веков	3	1
