N	3gram	Vygotskiy_	Dialekti
1	это значит что	6	47
2	с точки зрения	11	46
3	сама по себе	1	26
4	в том что	41	25
5	ни в каком	1	18
6	не может быть	5	18
7	не что иное	2	18
8	что иное как	2	18
9	тем не менее	6	16
10	сам по себе	2	16
11	само по себе	3	16
12	и то же	6	12
13	с другой стороны	5	12
14	о том что	3	12
15	одно и то	6	12
16	есть не что	1	11
17	на то что	5	11
18	в самом деле	4	10
19	по себе не	1	9
20	и в этом	2	9
21	содержит в себе	2	9
22	и не только	1	9
23	подобно тому как	1	9
24	не только не	1	8
25	только то что	1	8
26	в то время	5	8
27	и та же	1	8
28	то время как	5	8
29	одна и та	1	8
30	та или иная	3	8
31	в этом смысле	7	8
32	можно сказать что	1	7
33	вовсе не в	1	7
34	так или иначе	1	7
35	сами по себе	4	7
36	в каком случае	1	7
37	точно так же	4	7
38	в связи с	8	7
39	той или иной	2	7
40	не потому что	1	7
41	только потому что	2	6
42	для того чтобы	14	6
43	более или менее	3	6
44	в зависимости от	6	6
45	не имеет никакого	1	6
46	то что мы	2	6
47	как и все	1	6
48	во всяком случае	10	6
49	с одной стороны	8	6
50	и даже не	1	5
51	по сравнению с	4	5
52	не отличается от	1	5
53	потому что она	1	5
54	ничего общего с	2	5
55	в конце концов	1	5
56	не имеет ничего	1	5
57	к тому что	1	5
58	на первый план	5	5
59	то и другое	5	5
60	в том смысле	3	5
61	до сих пор	3	5
62	одной и той	5	5
63	и той же	5	5
64	в одинаковой мере	2	4
65	одной стороны и	1	4
66	по себе а	1	4
67	том смысле что	2	4
68	можем сказать что	1	4
69	с этой точки	4	4
70	так же как	9	4
71	но даже и	1	4
72	этой точки зрения	4	4
73	так как она	2	4
74	в данном случае	1	4
75	то же самое	9	4
76	из того что	3	4
77	я думаю что	1	4
78	того что она	1	4
79	значит что в	1	4
80	ничем не отличается	1	4
81	есть в сущности	1	4
82	того и другого	2	4
83	связи с этим	2	4
84	с той или	1	4
85	мы можем сказать	1	4
86	можно было бы	8	4
87	как бы ни	1	4
88	не могут быть	1	4
89	в этом отношении	9	4
90	тех или иных	1	3
91	и как бы	2	3
92	же что и	2	3
93	когда мы говорим	1	3
94	одних и тех	1	3
95	то же что	1	3
96	если бы мы	2	3
97	та же вещь	1	3
98	но все же	1	3
99	бы то ни	1	3
100	что одна и	1	3
101	того или иного	2	3
102	это не мешает	1	3
103	ни в какой	5	3
104	и притом чисто	1	3
105	ту или иную	1	3
106	как и в	3	3
107	и тех же	1	3
108	о том как	1	3
109	в себе и	2	3
110	не только в	1	3
111	речь идет о	2	3
112	с самого начала	6	3
113	же как и	6	3
114	принять во внимание	2	3
115	лежит в основе	3	3
116	что он не	2	2
117	но все эти	1	2
118	что она не	1	2
119	том что в	3	2
120	не содержит в	1	2
121	в собственном смысле	12	2
122	хотя бы и	2	2
123	ничем не отличаются	1	2
124	далеко не всегда	1	2
125	друг от друга	2	2
126	заключается только в	2	2
127	как это мы	1	2
128	друг с другом	10	2
129	даже если бы	1	2
130	в обоих случаях	2	2
131	не отличаются от	1	2
132	она не может	1	2
133	мы никогда не	3	2
134	легко заметить что	1	2
135	сомневаться в том	1	2
136	это нисколько не	1	2
137	и вместе с	2	2
138	так как это	2	2
139	мы должны сказать	2	2
140	что в основе	7	2
141	в последнее время	4	2
142	и что оно	2	2
143	но мы уже	1	2
144	имеет место в	2	2
145	так как он	2	2
146	мы будем говорить	1	2
147	но так как	2	2
148	мы видим что	2	2
149	с первого взгляда	2	2
150	в свою очередь	3	2
151	сказать что она	1	2
152	не на основании	1	2
153	друг к другу	1	2
154	заключается вовсе не	1	2
155	что с точки	1	2
156	в ее основе	1	2
157	и в отношении	3	2
158	не больше чем	2	2
159	к выводу что	2	2
160	не в состоянии	1	2
161	сказать что в	1	2
162	во внимание что	2	2
163	должны сказать что	2	2
164	потому что мы	1	2
165	мы не можем	2	2
166	если принять во	2	2
167	тот или иной	1	2
168	или как он	1	2
169	и все его	1	2
170	не по типу	1	2
171	по себе как	1	2
172	которые могут быть	1	2
173	мы не видим	1	2
174	что оно есть	1	2
175	и то что	3	2
176	и в том	1	2
177	в таком виде	1	2
178	что оно не	1	2
179	то что с	2	2
180	одно от другого	1	2
181	во всем этом	1	2
182	но как только	1	2
183	что и в	6	2
184	в течение всего	1	2
185	день и ночь	1	2
186	которым она будет	1	1
187	все больше и	1	1
188	которые мы должны	1	1
189	в него как	1	1
190	и что эти	1	1
191	что мы не	2	1
192	в сущности в	1	1
193	имеет в виду	2	1
194	что говоря о	1	1
195	характерно то что	1	1
196	мы говорим о	1	1
197	как в этом	1	1
198	прежде всего чисто	1	1
199	значение может быть	1	1
200	видеть в нем	1	1
201	в применении к	1	1
202	такой же мере	1	1
203	вопрос можно ли	1	1
204	между тем и	1	1
205	на вопрос об	1	1
206	что обе эти	1	1
207	больше и больше	1	1
208	на задний план	1	1
209	и во всех	1	1
210	о том каково	1	1
211	к одному и	5	1
212	судить о том	1	1
213	все равно будет	1	1
214	себе не имеет	1	1
215	не в силу	1	1
216	и по характеру	1	1
217	в силу той	1	1
218	из этих двух	1	1
219	равно будет ли	1	1
220	и что в	2	1
221	мы не могли	1	1
222	вполне совпадает с	2	1
223	с ним в	1	1
224	может быть так	1	1
225	тем и другим	1	1
226	тот же самый	1	1
227	самом деле если	1	1
228	тогда когда мы	1	1
229	и по мере	1	1
230	в другое время	1	1
231	и как в	1	1
232	художественное произведение и	1	1
233	и во многих	1	1
234	том что она	1	1
235	друг на друга	3	1
236	совершенно ясно что	1	1
237	момент во всем	1	1
238	их точки зрения	1	1
239	что этот предмет	1	1
240	которые не могут	1	1
241	он дает в	1	1
242	что они суть	1	1
243	абстрактное понятие и	1	1
244	в том случае	2	1
245	этом и заключается	2	1
246	если бы это	1	1
247	не чем иным	1	1
248	мы берем его	1	1
249	в такой же	2	1
250	таким образом что	6	1
251	не только то	1	1
252	том же самом	1	1
253	или можно сказать	1	1
254	в смысле формы	1	1
255	но только в	1	1
256	как и всякая	1	1
257	независимо от того	3	1
258	один или несколько	1	1
259	и таким образом	1	1
260	они указывали на	1	1
261	это или не	1	1
262	в отличие от	8	1
263	но в силу	1	1
264	это путь к	1	1
265	не существует ни	1	1
266	но всегда и	1	1
267	не только на	1	1
268	чем иным как	1	1
269	в мышлении в	2	1
270	в смысле момента	1	1
271	же и в	1	1
272	то ни было	1	1
273	заметить что это	1	1
274	в своей жизни	1	1
275	с их точки	1	1
276	он находит в	1	1
277	как мы уже	3	1
278	деле не является	1	1
279	решает этот вопрос	1	1
280	этом мы будем	1	1
281	и в основе	1	1
282	самим по себе	1	1
283	на наших глазах	1	1
284	и мы не	1	1
285	не входит в	1	1
286	на этот раз	2	1
287	в конечном счете	1	1
288	не есть простая	1	1
289	а с другой	4	1
290	но и к	1	1
291	и общественную жизнь	1	1
292	от этих значений	1	1
293	показывает что в	1	1
294	да и не	1	1
295	то обстоятельство что	4	1
296	отношении его к	1	1
297	не просто в	1	1
298	имея в виду	1	1
299	так же и	1	1
300	если только не	1	1
301	не мог бы	3	1
302	при известных условиях	1	1
303	с другом в	1	1
304	отнюдь не является	1	1
305	в своем значении	1	1
306	это показывает что	1	1
307	на ложный путь	1	1
308	другими словами мы	1	1
309	это то что	1	1
310	и что именно	1	1
311	уже не на	1	1
312	в основе и	1	1
313	в силу того	2	1
314	за то что	1	1
315	и действий и	1	1
316	вещи так как	1	1
