N	2gram	Propp_Morf	Myslijsy
1	потому что	7	182
2	и в	17	121
3	может быть	61	107
4	в том	10	103
5	то что	10	83
6	для нас	2	75
7	что в	10	73
8	и не	16	73
9	только в	3	72
10	не только	8	67
11	а не	11	67
12	таким образом	26	64
13	в этом	18	59
14	но и	9	59
15	том что	7	59
16	так как	20	59
17	то же	10	56
18	не в	3	54
19	если бы	3	53
20	в себе	1	53
21	не может	19	52
22	того что	3	47
23	было бы	5	45
24	не есть	1	42
25	как и	4	42
26	так что	1	39
27	что и	10	38
28	мы не	8	38
29	при этом	1	37
30	как в	5	37
31	так и	10	37
32	что мы	2	36
33	точно так	2	35
34	тем что	4	33
35	и что	3	32
36	по отношению	7	30
37	а в	8	30
38	что не	1	29
39	между тем	5	29
40	но не	8	29
41	вовсе не	6	28
42	мы можем	5	28
43	для него	2	28
44	с этим	14	27
45	могут быть	21	27
46	язык есть	1	26
47	независимо от	4	26
48	и т	62	26
49	отношению к	7	26
50	между собою	2	24
51	в то	4	24
52	с тем	2	23
53	как бы	6	23
54	того как	2	23
55	от того	4	23
56	а потому	2	22
57	то это	5	22
58	с другой	9	22
59	чувства и	1	22
60	не имеет	2	22
61	но в	4	22
62	не менее	7	21
63	мысль о	1	20
64	в одном	2	20
65	это не	6	20
66	и как	6	19
67	но это	6	19
68	сказать что	4	19
69	тем не	7	19
70	что это	3	19
71	и то	1	19
72	из этих	2	19
73	о том	6	19
74	должно быть	1	19
75	есть не	1	19
76	в таком	1	18
77	там же	1	18
78	для того	3	18
79	не могут	7	18
80	бы не	1	18
81	в каком	2	18
82	для меня	1	18
83	тогда как	2	18
84	что я	1	18
85	еще не	4	18
86	точки зрения	7	17
87	со стороны	5	17
88	заметить что	11	17
89	в его	1	17
90	во всяком	2	17
91	не можем	1	17
92	только что	3	16
93	и на	1	16
94	к тому	5	16
95	так же	4	16
96	в которой	3	16
97	в них	1	16
98	или же	7	16
99	есть нечто	3	16
100	и наоборот	4	16
101	же с	1	16
102	на то	3	16
103	в этих	17	15
104	уже не	4	15
105	только как	1	15
106	с одной	2	15
107	с другими	2	15
108	и тем	3	15
109	и по	3	15
110	что он	5	15
111	в свою	1	15
112	т д	60	15
113	прежде всего	14	15
114	в ряду	1	15
115	думать что	1	15
116	тому как	5	15
117	все же	9	14
118	в котором	1	14
119	свою очередь	1	14
120	то в	3	14
121	связи с	12	14
122	во всех	6	14
123	когда мы	1	14
124	там где	5	14
125	должны быть	2	14
126	же время	1	14
127	мы должны	3	14
128	те же	1	13
129	например в	2	13
130	как на	1	13
131	из них	4	13
132	что все	1	13
133	и все	1	13
134	и может	1	13
135	и его	3	13
136	от него	2	12
137	одно из	1	12
138	другой стороны	5	12
139	до сих	1	12
140	более или	2	12
141	не то	1	12
142	и при	3	12
143	хотя и	5	12
144	в чем	2	12
145	сих пор	1	12
146	в каждом	1	12
147	оно не	2	12
148	все остальные	1	12
149	всяком случае	2	12
150	что же	2	12
151	себе представить	1	12
152	друг друга	3	12
153	что такое	3	12
154	все это	2	12
155	есть в	1	12
156	или менее	2	12
157	как мы	8	12
158	все что	1	11
159	в первом	5	11
160	только для	2	11
161	которые мы	1	11
162	только на	1	11
163	и это	1	11
164	к нему	3	11
165	в состоянии	1	11
166	его в	4	11
167	и притом	1	11
168	подобно тому	6	11
169	в силу	1	11
170	того чтобы	4	11
171	быть не	1	11
172	к ней	3	11
173	что например	1	11
174	если не	1	11
175	и вообще	1	11
176	и только	3	11
177	и их	3	11
178	же в	3	11
179	быть названо	4	10
180	и с	1	10
181	хотя бы	5	10
182	одной стороны	2	10
183	находится в	1	10
184	мы видим	15	10
185	а и	3	10
186	что при	3	10
187	не от	2	10
188	в других	5	10
189	бы в	2	10
190	если же	5	10
191	тем и	2	10
192	можно бы	2	10
193	и есть	3	10
194	бы быть	1	10
195	он не	5	10
196	то время	3	10
197	том как	2	10
198	тех пор	1	10
199	если мы	6	10
200	тем же	2	10
201	и для	4	10
202	и другое	1	10
203	так в	1	10
204	между прочим	1	10
205	тому что	5	10
206	то не	1	9
207	и даже	2	9
208	вопрос о	10	9
209	во многих	1	9
210	об отношении	1	9
211	на него	4	9
212	что она	2	9
213	могли бы	2	9
214	о происхождении	2	9
215	подобным образом	1	9
216	в нее	2	9
217	во время	6	9
218	не будет	1	9
219	один из	7	9
220	самом деле	4	9
221	никто не	4	9
222	но оно	2	9
223	с точки	6	9
224	таком случае	1	9
225	это было	3	9
226	не все	6	9
227	разница между	1	9
228	далеко не	5	9
229	в целом	5	9
230	можно сказать	2	9
231	таким же	1	9
232	во всем	1	8
233	которые не	1	8
234	говорить о	4	8
235	не как	1	8
236	но все	4	8
237	вслед за	5	8
238	от одного	1	8
239	именно в	1	8
240	их в	2	8
241	так например	3	8
