N	3gram	Bakhtin_sl	formyVre
1	и т п	49	32
2	то же время	15	21
3	в то же	15	18
4	как мы уже	4	15
5	в связи с	2	15
6	с точки зрения	11	15
7	друг с другом	2	13
8	для того чтобы	1	12
9	но и в	2	12
10	не только в	3	11
11	и в то	6	10
12	до сих пор	4	10
13	мы уже говорили	1	9
14	в истории романа	2	9
15	в большинстве случаев	11	8
16	в том числе	1	8
17	и прежде всего	1	8
18	человека и его	2	8
19	и т д	7	7
20	не может быть	11	7
21	в отличие от	12	7
22	в этом отношении	2	7
23	прежде всего в	1	7
24	и в этом	2	6
25	а также и	3	6
26	и в особенности	5	6
27	имеем в виду	1	6
28	на античной почве	3	6
29	во всех этих	2	6
30	с одной стороны	7	6
31	мы уже сказали	3	6
32	в том что	4	5
33	одной стороны и	2	5
34	то есть не	2	5
35	в то время	2	5
36	том числе и	1	5
37	на первый план	1	5
38	в пространстве и	1	5
39	то есть в	1	5
40	той или иной	13	5
41	как и в	2	5
42	одно и то	2	5
43	и то же	2	5
44	мы имеем в	1	5
45	в широком смысле	3	5
46	на протяжении всего	1	5
47	по отношению к	2	4
48	и во всех	2	4
49	о которых мы	2	4
50	не могло быть	1	4
51	но все же	1	4
52	с другой стороны	5	4
53	в его целом	1	4
54	в последнем счете	1	4
55	равно как и	1	4
56	бы ни были	2	4
57	в романе в	6	4
58	в средние века	1	4
59	включает в себя	3	4
60	в этом случае	4	4
61	во всяком случае	7	4
62	то время как	2	4
63	может быть и	2	4
64	в той или	12	3
65	все то что	1	3
66	прямо сказать что	2	3
67	в литературе и	1	3
68	до известной степени	3	3
69	точки зрения не	1	3
70	можно прямо сказать	3	3
71	из самых основных	1	3
72	каковы бы ни	1	3
73	может быть только	3	3
74	сами по себе	1	3
75	в зависимости от	4	3
76	между этими двумя	1	3
77	в чем не	1	3
78	в нем не	1	3
79	может быть конечно	1	3
80	а не в	1	3
81	в нем в	6	3
82	т п но	2	3
83	особенно важное значение	1	3
84	в этих романах	1	3
85	а следовательно и	2	3
86	в точном смысле	1	3
87	узком смысле слова	1	3
88	и в частности	1	3
89	типы и разновидности	1	3
90	но в то	6	3
91	о том что	2	3
92	как бы ни	2	3
93	существенную роль в	1	3
94	с самого начала	1	3
95	так и в	5	3
96	и в сущности	4	3
97	также и в	1	3
98	средние века и	1	3
99	ни в чем	1	3
100	для него самого	1	2
101	у него есть	1	2
102	не входят в	1	2
103	на фоне которого	2	2
104	для романного жанра	2	2
105	во всей ее	1	2
106	или иной степени	12	2
107	можно сказать что	1	2
108	здесь не только	1	2
109	конечно не в	1	2
110	может войти в	1	2
111	бы она ни	1	2
112	в частности в	1	2
113	то есть именно	1	2
114	и на развитие	1	2
115	все более и	1	2
116	в особенности в	1	2
117	но по существу	2	2
118	как мы видим	1	2
119	все его моменты	1	2
120	как мы сказали	6	2
121	он как мы	1	2
122	в один из	1	2
123	в данном случае	3	2
124	все же и	1	2
125	здесь как бы	1	2
126	а вовсе не	4	2
127	самому своему существу	1	2
128	и у него	1	2
129	этим определяется и	1	2
130	но в этом	2	2
131	и не столько	1	2
132	зрения на мир	6	2
133	не может войти	1	2
134	а как бы	1	2
135	в свою очередь	3	2
136	почти вовсе не	3	2
137	себе самому и	1	2
138	в их целом	2	2
139	нет ничего что	1	2
140	т п все	1	2
141	между собой в	1	2
142	у него нет	2	2
143	то есть без	1	2
144	она ни была	1	2
145	же в значительной	1	2
146	со всеми его	1	2
147	но в нем	1	2
148	в процессе его	1	2
149	и в поэзии	1	2
150	жизни но и	1	2
151	т п в	2	2
152	новый смысл и	1	2
153	более и более	1	2
154	во всех своих	1	2
155	поэтому оно не	1	2
156	в романе не	2	2
157	в действии и	1	2
158	со всех сторон	1	2
159	но повторяем в	1	2
160	в узком смысле	13	2
161	не сливается с	1	2
162	дело в том	1	2
163	и все его	1	2
164	удельный вес в	1	2
165	и ничего не	1	2
166	к тому что	2	2
167	в мировой литературе	2	2
168	по самому своему	1	2
169	в соединении с	1	2
170	не только и	2	2
171	в романе как	2	2
172	оно не может	3	2
173	апулей и петроний	1	2
174	пространстве и времени	1	2
175	и до конца	1	2
176	только и не	1	2
177	у стерна и	1	2
178	лежит в основе	1	2
179	в целом ряде	1	1
180	на этой почве	1	1
181	и вне его	3	1
182	он никогда не	2	1
183	что он не	1	1
184	вне произведения в	1	1
185	проявляется вовсе не	1	1
186	xviii века в	1	1
187	оно не могло	1	1
188	романа у стерна	2	1
189	рано или поздно	2	1
190	всем этим определяются	1	1
191	из них у	1	1
192	но здесь это	1	1
193	связанных с ним	1	1
194	так и для	1	1
195	зоне контакта с	1	1
196	точка зрения на	3	1
197	человека в нем	1	1
198	в применении к	1	1
199	не вносит в	1	1
200	это и создает	1	1
201	том что в	1	1
202	снова и снова	1	1
203	и почти вовсе	1	1
204	всех своих моментах	1	1
205	более глубокое и	1	1
206	отличие его от	1	1
207	всегда включает в	1	1
208	в нем оно	1	1
209	в романе с	1	1
210	и в другом	2	1
211	во всех его	8	1
212	в которой они	1	1
213	но и на	1	1
214	у рабле очень	1	1
215	имеют громадное значение	1	1
216	как пародия на	1	1
217	мы говорим о	1	1
218	живет и действует	1	1
219	еще вовсе не	1	1
220	в первый раз	1	1
221	до наших дней	1	1
222	не выходит за	3	1
223	героев и их	1	1
224	хотя бы и	5	1
225	романа и в	1	1
226	лишь там где	1	1
227	обстоит дело с	1	1
228	с этой точки	1	1
229	его отношение к	1	1
230	вовсе не в	1	1
231	между словом и	4	1
232	если они не	1	1
233	в более сложных	1	1
234	дело и со	1	1
235	но оно не	3	1
236	мы еще не	1	1
237	тем не менее	2	1
238	но чаще всего	1	1
239	и в пределах	1	1
240	прямой авторской речи	1	1
241	биографических и автобиографических	1	1
242	в первые ряды	1	1
243	то есть для	2	1
244	с ним в	1	1
245	на протяжении веков	1	1
246	их удельный вес	1	1
247	не могло найти	2	1
248	более или менее	5	1
249	в них и	1	1
250	это не значит	2	1
251	настоящим и прошлым	1	1
252	прямо и непосредственно	4	1
253	в основе ее	2	1
254	вовсе не может	1	1
255	начале xx века	1	1
256	и самое слово	1	1
257	может иметь место	2	1
258	то перед нами	1	1
259	как в самом	1	1
260	есть без всяких	1	1
261	мы можем сказать	1	1
262	но в романе	1	1
263	за тридевять земель	1	1
264	быть тем чем	3	1
265	точки зрения которого	1	1
266	подчеркиваем еще раз	1	1
267	так и по	1	1
268	и непосредственное отношение	1	1
269	таков первый тип	1	1
270	в один ряд	1	1
271	по аналогии с	1	1
272	жанровые разновидности романа	1	1
273	и др все	1	1
274	которых мы говорили	2	1
275	со всею ясностью	2	1
276	в особенности на	2	1
277	лишь в плане	1	1
278	у августина у	1	1
279	а затем и	1	1
280	значит конечно что	2	1
281	глубокое и существенное	1	1
282	до некоторой степени	1	1
283	конца не преодолевается	1	1
284	языка и стиля	1	1
285	не только на	2	1
286	и в нем	1	1
287	всем этим определяется	1	1
288	в произведение и	1	1
289	связанные с этим	1	1
290	т п на	1	1
291	одна из форм	1	1
292	не может не	5	1
293	и др и	2	1
294	в прямой авторской	1	1
295	и как он	1	1
296	в скрытой форме	1	1
297	не входит в	1	1
298	сама по себе	2	1
299	в маленьком масштабе	1	1
300	но все это	1	1
301	до конца своего	1	1
302	в романе мы	1	1
303	отношение к языку	1	1
304	в стороне от	1	1
305	и во всяком	1	1
306	п но все	1	1
307	и борьба с	1	1
308	этих форм в	1	1
309	как бы не	1	1
310	рядом друг с	1	1
311	и еще не	1	1
312	точки зрения на	4	1
313	или во всяком	2	1
314	у марка аврелия	1	1
315	и самый язык	1	1
316	все эти явления	1	1
317	из всех моментов	1	1
318	в своей человеческой	1	1
319	в значительной степени	6	1
320	не является конечно	1	1
321	и в том	2	1
322	ничего нового не	2	1
323	конца xviii века	1	1
324	и не может	2	1
325	и до наших	1	1
326	разных эпох и	1	1
327	ориентируется не на	1	1
328	необходимо отметить следующее	1	1
329	жанров но и	1	1
330	века и в	1	1
331	находится в состоянии	1	1
332	по преимуществу в	1	1
333	и наконец в	2	1
334	дошедшие до нас	1	1
335	говорить здесь о	1	1
336	приобретает новый смысл	1	1
337	так и вне	2	1
338	сих пор не	2	1
339	мы говорили в	1	1
340	и вступает в	1	1
341	в одном из	1	1
342	даже там где	1	1
343	этот общий язык	1	1
344	и в романе	2	1
345	жизни и во	1	1
346	себе место в	1	1
347	т п то	1	1
348	в основе этой	1	1
349	никогда не бывает	1	1
350	отношение автора к	1	1
351	один из многих	1	1
352	в единое событие	1	1
353	автора и его	1	1
354	становится одной из	1	1
355	и может быть	1	1
356	не исчерпываются все	1	1
357	быть более или	1	1
358	и поколений в	1	1
359	роль в романе	1	1
360	чем они были	1	1
361	там где они	3	1
362	для своего выражения	1	1
363	жанровых разновидностей европейского	1	1
364	с жизнью и	1	1
365	каждый из этих	1	1
366	как и вся	1	1
367	отчасти уже в	1	1
368	в риторических жанрах	3	1
369	громадное значение в	1	1
370	разновидностей европейского романа	2	1
371	здесь конечно не	1	1
372	там где она	1	1
373	влияние которого на	1	1
374	и здесь они	1	1
375	мира может быть	1	1
376	точном смысле слова	1	1
377	каковы бы они	1	1
378	наблюдаем те же	1	1
379	в дальнейшей истории	1	1
380	не до конца	1	1
381	эта точка зрения	1	1
382	слово в указанном	1	1
