N	2gram	Propp_Isto	Vladivir
1	и в	43	116
2	то что	20	71
3	и не	16	67
4	у него	4	65
5	не только	28	65
6	в этом	25	53
7	в том	13	52
8	том что	12	51
9	что в	29	48
10	но и	24	47
11	в его	7	40
12	и с	10	39
13	и даже	4	36
14	сказать что	5	36
15	также и	1	36
16	там же	2	35
17	так что	8	35
18	потому что	8	33
19	что он	17	32
20	не может	8	31
21	о том	4	30
22	только в	8	30
23	как мы	11	29
24	никогда не	9	29
25	вовсе не	3	27
26	а в	13	27
27	не было	2	26
28	а к	1	25
29	в себе	2	25
30	но в	15	25
31	в то	2	25
32	и то	4	25
33	и его	10	25
34	а также	5	24
35	точки зрения	3	23
36	между прочим	4	23
37	он не	11	23
38	может быть	22	23
39	что же	2	23
40	кроме того	1	22
41	он был	1	22
42	ни в	2	22
43	так как	13	22
44	в виде	2	22
45	об этом	8	22
46	в своей	4	21
47	вместе с	12	21
48	а именно	8	20
49	и что	6	20
50	в своем	2	20
51	для нас	6	20
52	прежде всего	3	20
53	не менее	6	19
54	в дальнейшем	8	19
55	по поводу	1	19
56	как раз	1	19
57	тем не	6	19
58	таким образом	15	19
59	в течение	6	19
60	так и	6	19
61	и потому	2	19
62	как и	9	18
63	не мог	2	18
64	не в	9	18
65	хотя и	4	18
66	как это	5	18
67	с его	1	18
68	то это	5	17
69	что и	17	17
70	в этой	7	17
71	и если	3	17
72	а не	13	17
73	у нас	7	17
74	все же	13	16
75	уже не	11	16
76	к тому	9	16
77	не есть	3	16
78	и все	4	16
79	было бы	5	16
80	того что	8	16
81	в котором	5	16
82	и к	4	15
83	то же	11	15
84	в своих	1	15
85	под названием	1	15
86	к этому	10	15
87	в эти	1	15
88	несмотря на	1	15
89	в связи	5	15
90	но это	5	15
91	это было	1	15
92	все эти	8	14
93	тут же	4	14
94	мы уже	9	14
95	и на	7	14
96	уже в	1	14
97	и как	6	14
98	во всем	3	13
99	с тем	3	13
100	можно сказать	3	13
101	так же	16	13
102	не просто	4	13
103	на этот	1	13
104	и от	3	13
105	что это	4	13
106	то время	2	13
107	да и	2	13
108	жизни и	2	13
109	по себе	3	12
110	только на	2	12
111	и это	5	12
112	и у	6	12
113	и по	6	12
114	в нем	11	12
115	содержит в	2	12
116	если не	2	12
117	всяком случае	2	12
118	ничего не	12	12
119	во всяком	2	12
120	есть только	4	12
121	связи с	9	12
122	мы сейчас	2	12
123	при этом	4	11
124	в данном	7	11
125	хотя бы	3	11
126	тому же	4	11
127	в которой	1	11
128	я не	3	11
129	на то	4	11
130	он уже	2	11
131	и здесь	8	11
132	в основном	1	11
133	никак не	1	11
134	все это	4	11
135	то он	1	11
136	мы должны	9	11
137	не очень	1	11
138	и о	2	11
139	в самом	1	10
140	даже в	4	10
141	такого рода	1	10
142	с точки	1	10
143	в качестве	4	10
144	что его	2	10
145	можно было	3	10
146	отнюдь не	1	10
147	к нему	12	10
148	с ним	1	10
149	еще не	15	10
150	здесь не	6	10
151	он и	4	10
152	о нем	2	10
153	в ней	3	10
154	но не	10	10
155	о чем	1	9
156	и сам	1	9
157	именно в	1	9
158	с этим	13	9
159	с другой	10	9
160	мы знаем	11	9
161	но он	8	9
162	и можно	1	9
163	но как	2	9
164	не будет	1	9
165	мы будем	1	9
166	из этого	1	9
167	в начале	2	9
168	своей жизни	1	9
169	что мы	5	9
170	это не	10	9
171	ни с	1	9
172	по существу	3	9
173	в целом	4	9
174	с этой	3	8
175	это значит	1	8
176	не столько	1	8
177	в этих	18	8
178	тем что	8	8
179	в это	1	8
180	можно считать	1	8
181	которой он	3	8
182	в этот	6	8
183	конечно не	3	8
184	себя в	2	8
185	и он	2	8
186	это мы	2	8
187	в чем	4	8
188	как в	6	8
189	со стороны	3	8
190	и и	6	8
191	после смерти	2	8
192	как бы	5	8
193	и для	3	8
194	тот же	2	8
195	xix века	1	8
196	и я	1	8
197	когда он	2	8
198	из этих	5	8
199	отношение к	4	8
200	мы и	1	7
201	к этой	2	7
202	в одном	9	7
203	в них	6	7
204	но все	5	7
205	к ней	4	7
206	что этот	4	7
207	точно так	8	7
208	мы читаем	2	7
209	выше мы	5	7
210	себе и	2	7
211	даже не	2	7
212	о его	2	7
213	в доме	14	7
214	и есть	3	7
215	который был	2	7
216	мы видели	18	7
217	здесь мы	6	7
218	если бы	7	7
219	к его	1	7
220	не имеет	3	7
221	в каком	1	7
222	ничего общего	1	7
223	и вот	3	7
224	из его	2	7
225	при помощи	11	7
226	но если	2	7
227	нисколько не	1	7
228	на его	5	7
229	в таком	1	7
230	то и	7	7
231	другими словами	2	7
232	е в	2	7
233	как он	1	7
234	по этому	2	7
235	же в	6	7
236	был и	1	6
237	и очень	2	6
238	же и	1	6
239	тому что	1	6
240	те же	2	6
241	в виду	2	6
242	другой стороны	10	6
243	уже на	3	6
244	его на	6	6
245	здесь у	1	6
246	видно что	5	6
247	на него	4	6
248	он сам	2	6
249	той же	3	6
250	указать на	4	6
251	по мнению	1	6
252	его в	7	6
253	чем в	1	6
254	не говорит	2	6
255	что она	8	6
256	на себя	5	6
257	время как	2	6
258	под влиянием	2	6
259	по своей	1	6
260	она была	2	6
261	не раз	2	6
262	почему же	1	6
263	главным образом	3	6
264	сказать о	1	6
265	не с	2	6
266	должен был	5	6
267	так или	1	6
268	но на	1	6
269	по разным	1	6
270	нельзя сказать	1	6
271	что здесь	8	6
272	данном случае	6	6
273	мы не	3	6
274	которых он	1	6
275	и тут	1	6
276	здесь в	2	6
277	или иначе	1	6
278	но я	1	6
279	к своему	3	6
280	по своему	1	6
281	жизнь и	1	6
282	ко всему	1	6
283	тем более	1	6
284	в жизни	3	6
285	есть и	7	6
286	от того	3	6
287	такой же	3	6
288	и наконец	1	6
289	что на	6	6
290	есть не	2	6
291	еще более	3	5
292	говорит о	1	5
293	и до	1	5
294	на эту	1	5
295	но мы	1	5
296	вопрос о	4	5
297	в каких	1	5
298	говорит что	4	5
299	не вполне	7	5
300	как на	1	5
301	без всякого	1	5
302	быть в	1	5
303	будем говорить	1	5
304	из них	7	5
305	что они	14	5
306	во всех	1	5
307	что у	4	5
308	по возвращении	1	5
309	а и	1	5
310	и за	3	5
311	говорит в	1	5
312	для его	1	5
313	и тем	2	5
314	всей этой	1	5
315	лет и	1	5
316	что бы	1	5
317	он в	3	5
318	вера в	1	5
319	в очень	2	5
320	во время	8	5
321	можно только	3	5
322	в частности	6	5
323	один из	7	5
324	сводится к	1	5
325	и так	3	5
326	нет ничего	3	5
327	в свою	5	5
328	подобного рода	1	5
329	мы имеем	24	5
330	заметить что	2	5
331	начиная с	1	5
332	что я	2	5
333	только при	1	5
334	увидим ниже	4	5
335	друг друга	6	5
336	это был	1	5
337	он как	1	5
338	ее в	3	5
339	где он	2	5
340	со своим	1	5
341	на одной	4	5
342	как нечто	3	5
343	мы находим	1	5
344	этого не	1	5
345	а то	2	5
346	на все	2	5
347	со своей	2	5
348	но уже	1	5
349	но его	1	5
350	только к	1	5
351	с самого	1	5
352	она не	4	5
353	но она	2	5
354	далеко не	3	5
355	только то	1	5
356	еще на	2	5
357	и прежде	1	5
358	в области	1	5
359	и только	6	5
360	которой мы	1	5
361	не к	1	5
362	и другие	6	4
363	только что	3	4
364	которые не	1	4
365	он всегда	1	4
366	нас в	1	4
367	представление о	3	4
368	их в	6	4
369	и стал	1	4
370	не имели	1	4
371	относиться к	1	4
372	не могли	1	4
373	мы увидим	6	4
374	но этот	3	4
375	н я	1	4
376	уже и	1	4
377	не что	6	4
378	в глаза	2	4
379	наряду с	4	4
380	том чтобы	1	4
381	с большим	5	4
382	не то	2	4
383	и весь	1	4
384	только не	2	4
385	что иное	6	4
386	с одной	2	4
387	мы можем	10	4
388	нет и	1	4
389	или не	3	4
390	но для	2	4
391	ясно что	2	4
392	и вместе	1	4
393	уже давно	2	4
394	об этой	2	4
395	больше всего	1	4
396	на этом	5	4
397	чтобы он	3	4
398	в тех	3	4
399	очень мало	1	4
400	когда мы	1	4
401	это вовсе	1	4
402	оба они	1	4
403	он даже	1	4
404	всю жизнь	2	4
405	независимо от	3	4
406	нам кажется	1	4
407	вплоть до	2	4
408	в особенности	3	4
409	при жизни	1	4
410	этому времени	1	4
411	которых мы	1	4
412	не на	2	4
413	с ней	6	4
414	заключается в	1	4
415	есть нечто	1	4
416	за свое	1	4
417	и т	33	4
418	себя и	1	4
419	с начала	1	4
420	всей своей	1	4
421	он мог	1	4
422	перед нами	4	4
423	человека и	1	4
424	только одно	1	4
425	но тут	1	4
426	это и	4	4
427	совершенно не	2	4
428	и более	3	4
429	тех же	2	4
430	с которой	1	4
431	для нее	2	4
432	знаем что	9	4
433	то мы	3	4
434	есть просто	1	4
435	и во	1	4
436	со своими	2	4
437	одной из	1	4
438	т д	30	4
439	только с	2	4
440	у них	1	4
441	как к	2	4
442	в более	1	4
443	ему в	2	4
444	после этого	2	4
445	не будем	6	4
446	всех этих	3	4
447	как у	2	4
448	на самом	2	4
449	но с	1	4
450	больше чем	1	4
451	себе в	2	4
452	но нельзя	1	4
453	в такой	1	4
454	то можно	1	4
455	не все	7	4
456	это конечно	1	4
457	он говорит	1	4
458	во второй	2	4
459	в науке	1	4
460	одной стороны	2	4
461	оказывается что	2	4
462	можно найти	8	4
463	же самое	1	4
464	него и	2	4
465	к богу	2	4
466	это можно	1	4
467	и других	1	4
468	так в	8	4
469	и эта	1	4
470	же это	1	4
471	иное как	6	4
472	если у	1	3
473	от него	3	3
474	все что	4	3
475	человеческой жизни	1	3
476	здесь же	1	3
477	из своего	1	3
478	которая в	2	3
479	через несколько	1	3
480	очень много	3	3
481	она всегда	2	3
482	в разных	1	3
483	не как	1	3
484	что человек	1	3
485	не хочет	3	3
486	самом же	1	3
487	его от	3	3
488	прибавить что	2	3
489	правда в	1	3
490	что по	2	3
491	но когда	1	3
492	роль в	2	3
493	отличается от	1	3
494	прочим и	2	3
495	так например	3	3
496	казалось бы	2	3
497	а что	1	3
498	в первую	1	3
499	не существует	1	3
500	только как	1	3
501	свое существование	1	3
502	в другом	11	3
503	во многих	2	3
504	самого начала	1	3
505	до того	1	3
506	свою очередь	1	3
507	некоторое время	4	3
508	вернуться к	1	3
509	именно так	3	3
510	находится в	4	3
511	своих признаков	1	3
512	из трех	3	3
513	который в	1	3
514	наука и	1	3
515	а мы	3	3
516	на котором	2	3
517	не будут	1	3
518	нет никаких	2	3
519	почему и	1	3
520	него как	1	3
521	в состоянии	2	3
522	ним в	1	3
523	то для	1	3
524	и через	1	3
525	согласии с	1	3
526	к жизни	2	3
527	как можно	1	3
528	в следующем	1	3
529	куда он	1	3
530	не была	1	3
531	а за	1	3
532	будто бы	1	3
533	одним из	4	3
534	что не	3	3
535	как говорит	1	3
536	между ними	1	3
537	и она	5	3
538	же как	8	3
539	на земле	2	3
540	в мире	1	3
541	был не	1	3
542	в сторону	3	3
543	бы в	1	3
544	я его	1	3
545	очень часто	4	3
546	человека как	1	3
547	этих трех	1	3
548	не были	1	3
549	не могла	3	3
550	иметь в	1	3
551	и хотя	1	3
552	сравнительно с	1	3
553	этот период	1	3
554	возможно что	7	3
555	бы его	1	3
556	найти в	1	3
557	и др	4	3
558	что есть	1	3
559	он сказал	1	3
560	в силу	2	3
561	дело не	3	3
562	мы теперь	1	3
563	его к	5	3
564	с каким	1	3
565	остановиться на	1	3
566	и ее	3	3
567	при дворе	2	3
568	меня и	3	3
569	хорошо и	1	3
570	от нее	1	3
571	и действительно	5	3
572	и этот	2	3
573	по всем	1	3
574	также что	2	3
575	был бы	1	3
576	с такой	1	3
577	и при	2	3
578	нужно прибавить	1	3
579	не помню	1	3
580	мы здесь	7	3
581	была бы	1	3
582	он на	2	3
583	для них	3	3
584	ниже в	3	3
585	за что	1	3
586	самом деле	1	3
587	от своего	3	3
588	о своей	1	3
589	если это	4	3
590	как о	1	3
591	с ними	5	3
592	в которых	7	3
593	была у	1	3
594	было у	1	3
595	этому поводу	1	3
596	ясно и	1	3
597	не имеют	2	3
598	с нами	1	3
599	не знаю	9	3
600	достаточно указать	3	3
601	у меня	5	3
602	свойств и	1	3
603	не могло	1	3
604	в указанном	1	3
