N	2gram	Propp_Isto	KulturaY
1	и т	39	143
2	т е	30	102
3	т п	1	93
4	и в	40	84
5	в том	12	74
6	потому что	12	68
7	не только	28	60
8	в этом	13	57
9	было бы	11	53
10	и не	19	52
11	может быть	37	47
12	что в	19	44
13	том что	11	44
14	того чтобы	3	44
15	т д	35	42
16	для того	1	41
17	у нас	1	38
18	хотя бы	5	37
19	самом деле	2	37
20	так как	20	36
21	в области	2	34
22	таким образом	13	33
23	а не	18	33
24	если бы	8	32
25	можно было	8	32
26	не в	11	30
27	и пр	11	30
28	в его	10	30
29	прежде всего	15	30
30	все же	17	29
31	не менее	7	28
32	того что	6	28
33	все эти	6	28
34	уже не	3	26
35	в языке	1	26
36	в силу	7	26
37	то что	17	25
38	вовсе не	3	25
39	не может	19	25
40	вопрос о	8	24
41	с другой	8	24
42	еще не	14	24
43	то же	21	23
44	только в	16	23
45	так и	13	23
46	тем не	7	21
47	по себе	4	20
48	во всяком	1	20
49	и что	14	20
50	но и	21	20
51	тем что	7	19
52	о том	12	19
53	что он	32	19
54	зависимости от	3	19
55	что же	4	19
56	но в	13	19
57	и с	5	18
58	с тем	13	18
59	к тому	6	18
60	в сущности	2	18
61	в качестве	8	18
62	связи с	10	18
63	между тем	2	18
64	вместе с	13	18
65	как бы	6	18
66	все это	6	18
67	в той	1	17
68	можно говорить	2	17
69	другой стороны	7	17
70	как это	6	17
71	что это	12	17
72	как раз	2	17
73	это не	8	17
74	в виду	2	16
75	в зависимости	3	16
76	что и	9	16
77	что не	2	16
78	тот же	3	16
79	ничего не	6	16
80	в русском	2	16
81	но не	7	16
82	при этом	6	15
83	именно в	5	15
84	в нашем	1	15
85	том чтобы	2	15
86	не было	3	15
87	и тем	2	15
88	один из	10	15
89	по отношению	6	15
90	ни к	3	15
91	целый ряд	1	15
92	того как	6	15
93	а в	15	15
94	должно быть	2	15
95	в них	2	14
96	и на	6	14
97	сказать что	7	14
98	хотя и	1	14
99	что такое	3	14
100	в связи	7	14
101	я не	5	14
102	сих пор	12	14
103	в ней	10	14
104	до сих	11	14
105	если мы	4	14
106	как мы	3	14
107	мы имеем	25	14
108	также и	3	14
109	отношению к	6	14
110	что она	10	13
111	между прочим	3	13
112	в этой	9	13
113	там где	5	13
114	не могут	3	13
115	в которых	2	13
116	той же	1	13
117	для нас	17	13
118	это и	1	13
119	по существу	7	13
120	в пределах	4	13
121	и его	5	13
122	говорить о	1	12
123	в результате	2	12
124	ясно что	2	12
125	а только	3	12
126	этот вопрос	7	12
127	могут быть	5	12
128	тогда когда	2	12
129	как в	7	12
130	не трудно	1	12
131	этого слова	1	12
132	однако не	2	12
133	в рамках	2	12
134	для этого	3	12
135	те же	1	11
136	должен быть	3	11
137	в своем	5	11
138	на себе	1	11
139	он не	10	11
140	в нем	8	11
141	и здесь	15	11
142	должна быть	5	11
143	и то	3	11
144	еще и	2	11
145	совершенно не	1	11
146	из этих	2	11
147	и если	4	11
148	этом отношении	1	11
149	уже в	2	11
150	слова в	2	11
151	в их	6	11
152	в таких	4	11
153	в какой	4	11
154	в особенности	3	10
155	в первом	1	10
156	как и	5	10
157	речь идет	1	10
158	так же	18	10
159	конечно не	2	10
160	к этому	2	10
161	несмотря на	1	10
162	бы в	2	10
163	ту же	1	10
164	этом смысле	1	10
165	не просто	5	10
166	в то	4	10
167	после того	2	10
168	со стороны	3	10
169	в каком	2	10
170	с этим	5	10
171	они не	8	10
172	того или	1	10
173	тех же	1	10
174	в нашей	2	10
175	тем самым	2	10
176	в своей	2	9
177	xix века	2	9
178	в которой	2	9
179	здесь не	5	9
180	и есть	5	9
181	или иного	1	9
182	ни в	2	9
183	что мы	9	9
184	подобного рода	2	9
185	но это	8	9
186	и для	5	9
187	дает нам	3	9
188	и вот	2	9
189	то мы	6	9
190	этого рода	1	9
191	а также	2	9
192	ли не	1	9
193	но уже	3	9
194	на то	6	9
195	в целом	3	9
196	своего рода	2	8
197	в этих	17	8
198	но все	9	8
199	что они	13	8
200	с одной	8	8
201	тому же	1	8
202	в таком	1	8
203	тому что	1	8
204	не есть	2	8
205	в тех	4	8
206	отнюдь не	2	8
207	мы видели	4	8
208	был бы	4	8
209	да и	3	8
210	то и	2	8
211	тех пор	1	8
212	только тогда	1	8
213	состоит в	1	8
214	этом случае	3	8
215	независимо от	1	8
216	на самом	3	8
217	и как	3	8
218	об этом	11	8
219	не говоря	1	8
220	в частности	3	8
221	далеко не	1	8
222	и о	1	8
223	само по	2	8
224	что на	1	8
225	же и	3	7
226	стоит в	3	7
227	например в	7	7
228	а именно	5	7
229	всякого рода	3	7
230	в котором	5	7
231	в одном	8	7
232	была бы	2	7
233	указать на	1	7
234	на том	1	7
235	внимание на	1	7
236	так сказать	3	7
237	а с	4	7
238	не значит	1	7
239	столь же	2	7
240	одной стороны	7	7
241	в процессе	1	7
242	и должно	3	7
243	с ним	3	7
244	никак не	1	7
245	сводится к	1	7
246	как о	2	7
247	с ними	2	7
248	и более	3	7
249	когда мы	4	7
250	в истории	2	7
251	до конца	1	7
252	на этот	2	7
253	в самой	1	7
254	смысле этого	2	7
255	нисколько не	3	7
256	не все	5	7
257	и потому	3	7
258	том случае	1	7
259	до тех	1	7
260	она не	6	7
261	здесь можно	5	7
262	не знает	7	7
263	когда он	9	7
264	только как	1	7
265	как он	5	7
266	были бы	2	6
267	говоря уже	1	6
268	даже в	5	6
269	в соответствии	1	6
270	только для	3	6
271	на этой	2	6
272	случаи когда	3	6
273	не всегда	9	6
274	уже о	1	6
275	о них	1	6
276	можно ли	1	6
277	что как	1	6
278	что именно	1	6
279	именно с	1	6
280	гораздо более	1	6
281	мы знаем	10	6
282	в ее	2	6
283	не столько	1	6
284	и именно	2	6
285	от этого	2	6
286	могли бы	3	6
287	на этом	3	6
288	должны быть	4	6
289	однако что	1	6
290	или иное	1	6
291	главным образом	2	6
292	е в	1	6
293	не на	2	6
294	оно не	1	6
295	перед нами	5	6
296	а если	2	6
297	роль в	3	6
298	на основе	6	6
299	что если	2	6
300	в отличие	3	6
301	соответствии с	2	6
302	тем же	1	6
303	в себе	6	6
304	что оно	1	6
305	мы не	12	6
306	или в	6	6
307	этого не	6	6
308	то это	9	6
309	как будто	7	6
310	что эти	5	6
311	может иметь	2	6
312	это конечно	3	6
313	отличие от	3	6
314	что значит	1	6
315	дело не	8	6
316	не с	3	6
317	только то	1	6
318	чтобы не	3	6
319	это только	1	6
320	приводит к	3	6
321	которые в	3	6
322	на себя	2	6
323	нуждается в	1	6
324	и к	1	5
325	очень много	10	5
326	еще более	1	5
327	в большей	1	5
328	не как	3	5
329	нас в	2	5
330	то не	3	5
331	но что	2	5
332	и даже	4	5
333	более или	5	5
334	на которых	1	5
335	а во-вторых	1	5
336	уже выше	1	5
337	нельзя было	1	5
338	в другом	6	5
339	видеть что	2	5
340	связь между	4	5
341	превращается в	4	5
342	отметить что	1	5
343	и еще	1	5
344	могло бы	1	5
345	нам право	1	5
346	кроме того	3	5
347	точка зрения	2	5
348	не то	4	5
349	никогда не	25	5
350	и он	4	5
351	к себе	2	5
352	время в	2	5
353	ставит себе	1	5
354	чем в	2	5
355	в конце	1	5
356	в двух	1	5
357	же касается	1	5
358	и у	1	5
359	у него	5	5
360	здесь как	1	5
361	но как	2	5
362	слово есть	1	5
363	в форме	3	5
364	в современной	3	5
365	в иных	1	5
366	так что	9	5
367	всех этих	4	5
368	не так	2	5
369	также что	2	5
370	бы привести	2	5
371	в область	4	5
372	мы в	4	5
373	в отношении	1	5
374	о котором	1	5
375	то он	2	5
376	относится к	2	5
377	быть не	2	5
378	и тогда	3	5
379	на примере	1	5
380	но если	4	5
381	которые можно	2	5
382	только о	2	5
383	на вопрос	4	5
384	не будем	7	5
385	бы на	1	5
386	а это	1	5
387	о нем	5	5
388	и от	2	5
389	а на	1	5
390	но с	3	5
391	так в	7	5
392	по своему	1	5
393	или менее	5	5
394	это так	6	5
395	только не	1	5
396	в конечном	2	5
397	и их	4	5
398	мы должны	17	5
399	или иначе	1	5
400	что можно	1	5
401	в каких	3	5
402	и только	4	5
403	вопросом о	2	5
404	есть не	2	5
405	е с	2	4
406	слова эти	1	4
407	случае мы	1	4
408	или иных	1	4
409	о чем	1	4
410	одно из	2	4
411	эта не	1	4
412	иначе как	1	4
413	представление о	3	4
414	интересно что	1	4
415	а а	1	4
416	так например	7	4
417	как только	1	4
418	связано с	2	4
419	ответить на	1	4
420	к этой	5	4
421	такие случаи	2	4
422	мы увидим	17	4
423	вот почему	2	4
424	увидим что	8	4
425	точно так	8	4
426	есть продукт	1	4
427	до того	1	4
428	так мы	1	4
429	всего этого	1	4
430	именно так	2	4
431	к которому	5	4
432	здесь идет	2	4
433	не мог	4	4
434	из них	5	4
435	к нему	3	4
436	всего в	2	4
437	но еще	1	4
438	иных случаях	1	4
439	в году	1	4
440	подчеркнуть что	2	4
441	как можно	2	4
442	его в	15	4
443	ответственность за	1	4
444	совершенно ясно	3	4
445	но он	5	4
446	будто бы	4	4
447	характер и	1	4
448	но ведь	1	4
449	между ними	2	4
450	же как	7	4
451	и это	2	4
452	чтобы понять	3	4
453	остается в	1	4
454	мы можем	7	4
455	отнестись к	1	4
456	эти слова	3	4
457	не дает	2	4
458	или же	1	4
459	почти всегда	1	4
460	в известных	1	4
461	могла бы	3	4
462	что для	1	4
463	есть вместе	1	4
464	и все	1	4
465	же мы	1	4
466	и по	4	4
467	утверждать что	3	4
468	уже на	2	4
469	для каждой	1	4
470	себе представить	1	4
471	то в	1	4
472	которых мы	1	4
473	сам по	1	4
474	из которых	3	4
475	уяснить себе	2	4
476	так или	1	4
477	нам в	1	4
478	здесь мы	9	4
479	отношения к	2	4
480	связанные с	3	4
481	бы не	1	4
482	из области	1	4
483	все они	1	4
484	первом случае	1	4
485	не имеют	1	4
486	по сравнению	1	4
487	именно на	2	4
488	на более	6	4
489	в данной	2	4
490	мог бы	3	4
491	на который	1	4
492	однако в	2	4
493	пришлось бы	1	4
494	точку зрения	3	4
495	подойти к	2	4
496	д и	2	4
497	как нельзя	1	4
498	поэтому что	1	4
499	но на	1	4
500	свидетельствует о	1	4
501	предупредить что	1	4
502	в виде	2	4
503	понимать как	1	4
504	в стороне	4	4
505	последнее время	1	4
506	к нашей	1	4
507	в такой	2	4
508	вопросе о	1	4
509	нужно было	2	4
510	но дело	2	4
511	на это	3	4
512	одного из	1	4
513	такой же	2	4
514	только после	3	4
515	не более	2	4
516	а то	2	4
517	и другие	7	3
518	знают что	1	3
519	же относится	2	3
520	тем как	1	3
521	в некоторых	4	3
522	и говорить	1	3
523	не хочет	1	3
524	по мере	4	3
525	вопрос об	1	3
526	помнить что	1	3
527	жизнь в	1	3
528	все дело	1	3
529	именно о	1	3
530	из всего	1	3
531	мы получаем	1	3
532	в одно	1	3
533	на эту	3	3
534	большей или	2	3
535	на точку	1	3
536	в это	2	3
537	знаем что	9	3
538	поставить вопрос	2	3
539	но мы	2	3
540	смысл этого	1	3
541	в дальнейшем	6	3
542	еще один	3	3
543	следовало бы	3	3
544	раз и	3	3
545	но даже	1	3
546	во многих	2	3
547	эти случаи	4	3
548	указать что	2	3
549	за собой	3	3
550	говорит что	1	3
551	в свете	4	3
552	что речь	1	3
553	себе в	1	3
554	указания на	1	3
555	всего что	1	3
556	так то	2	3
557	к ним	4	3
558	наряду с	6	3
559	тех случаях	1	3
560	на него	7	3
561	который в	2	3
562	в противном	1	3
563	на котором	5	3
564	для этой	1	3
565	в системе	2	3
566	но так	3	3
567	на своем	2	3
568	случае когда	1	3
569	речи эта	1	3
570	или иным	1	3
571	бы то	2	3
572	в большинстве	4	3
573	к жизни	2	3
574	не хватает	1	3
575	можно рассматривать	1	3
576	такое изучение	1	3
577	же значение	1	3
578	е то	1	3
579	именно здесь	1	3
580	одним из	2	3
581	быть только	1	3
582	пример из	1	3
583	мере того	4	3
584	ссылки на	4	3
585	также в	2	3
586	одно только	1	3
587	большинстве случаев	4	3
588	и вместе	2	3
589	и следовательно	1	3
590	разве не	2	3
591	в сторону	1	3
592	в других	3	3
593	нас есть	1	3
594	именно как	1	3
595	от себя	1	3
596	в целях	3	3
597	в наше	1	3
598	иметь в	2	3
599	сторону дела	1	3
600	даже не	2	3
601	также не	2	3
602	то ни	2	3
603	не раз	1	3
604	именно потому	2	3
605	значение и	2	3
606	или меньшей	2	3
607	только с	4	3
608	о его	1	3
609	эпохи в	1	3
610	мы будем	5	3
611	образом в	2	3
612	чаще всего	1	3
613	показывает что	7	3
614	во время	5	3
615	в него	2	3
616	меньшей степени	1	3
617	еще одно	1	3
618	социальной жизни	4	3
619	та же	1	3
620	например что	1	3
621	и сейчас	1	3
622	и дает	2	3
623	лишь тогда	1	3
624	одних и	1	3
625	выше было	1	3
626	вместо того	2	3
627	в наших	1	3
628	что у	3	3
629	и мы	2	3
630	показать что	2	3
631	если это	3	3
632	то время	3	3
633	же остается	1	3
634	эту сторону	1	3
635	так называемая	3	3
636	том как	3	3
637	его и	6	3
638	традиции в	1	3
639	но здесь	1	3
640	так чтобы	3	3
641	и уже	1	3
642	каждой из	1	3
643	с большой	1	3
644	каждый из	1	3
645	действия и	3	3
646	знает что	1	3
647	мне не	2	3
648	тому чтобы	1	3
649	что здесь	9	3
650	заметить что	2	3
651	он в	5	3
652	и под	1	3
653	она может	1	3
654	примеров можно	1	3
655	непременное условие	2	3
656	при котором	1	3
657	лучше всего	2	3
658	нам и	1	3
659	силу того	1	3
660	культурной жизни	1	3
661	с него	1	3
662	от степени	2	3
663	с того	3	3
664	а что	1	3
665	в более	2	3
666	мы могли	2	3
667	для него	2	3
668	естественно что	1	3
669	мало того	1	3
670	из своих	1	3
671	сколько угодно	1	3
672	и непосредственно	1	3
673	за этим	1	3
674	о характере	1	3
675	это еще	1	3
676	между собою	1	3
677	духовной культуры	1	3
678	с той	2	3
679	этой цели	1	3
680	случаях когда	1	3
681	или даже	3	3
682	противном случае	1	3
683	и со	2	3
684	этого вопроса	3	3
685	и я	1	3
686	со своей	1	3
687	на его	2	3
688	на них	2	3
689	этой книге	1	3
690	предположить что	2	3
691	и эти	4	3
692	что от	2	3
693	а как	2	3
694	естественно поэтому	1	3
695	ему нужно	1	3
696	так называемой	1	3
697	из ряда	2	3
698	не по	2	3
699	и может	1	3
700	но она	2	3
701	же что	2	3
702	отказ от	2	3
703	в начале	3	3
704	таких случаях	4	3
705	идет речь	2	3
706	этой же	1	3
707	тех или	1	3
708	таким же	1	3
709	на ту	1	3
710	иное как	3	3
711	он пользуется	1	2
712	данной области	1	2
713	с которыми	1	2
714	во всем	3	2
715	он приходит	1	2
716	от него	1	2
717	в роде	1	2
718	только из	2	2
719	которая была	2	2
720	если его	1	2
