N	3gram	Tiupa_Narr	RusskieA
1	в том что	8	49
2	состоит в том	3	29
3	тем не менее	3	14
4	о том что	6	10
5	том что в	1	9
6	в том чтобы	1	9
7	в данном случае	4	8
8	но это не	1	8
9	подобно тому как	2	8
10	как мы увидим	1	7
11	не может быть	5	6
12	как мы видели	1	6
13	так же как	2	6
14	в связи с	2	5
15	в западной европе	1	5
16	не что иное	2	4
17	как мы уже	1	4
18	в отличие от	5	4
19	что в этом	1	4
20	что иное как	2	4
21	а иногда и	1	4
22	на себя внимание	3	4
23	можно было бы	2	4
24	один из них	1	4
25	по отношению к	6	3
26	более или менее	2	3
27	до сих пор	1	3
28	же как и	1	3
29	мы не имеем	1	3
30	в свою очередь	3	3
31	на другой день	2	3
32	с точки зрения	2	3
33	обращает на себя	3	3
34	все же не	4	3
35	далеко не все	1	3
36	у нас нет	1	3
37	может быть и	1	3
38	некоторые из них	1	2
39	совершенно очевидно что	1	2
40	может быть только	1	2
41	друг с другом	1	2
42	из них в	1	2
43	что каждый из	1	2
44	умирающего и воскресающего	1	2
45	но все же	4	2
46	с другой стороны	4	2
47	пока еще не	1	2
48	и у нас	1	2
49	ту или иную	2	2
50	как и в	1	2
51	можно сказать что	4	2
52	на самом деле	1	2
53	это пока еще	1	2
54	иметь в виду	1	2
55	с таким же	1	2
56	в равной степени	1	2
57	не только в	2	2
58	начиная с античности	1	2
59	с одной стороны	7	2
60	в этом отношении	3	2
61	с этого момента	1	2
62	в том же	1	1
63	и как бы	1	1
64	старые и молодые	1	1
65	может быть лучше	1	1
66	они и не	1	1
67	в этом ряду	2	1
68	в первый раз	1	1
69	до наших дней	1	1
70	о любви и	1	1
71	но далеко не	1	1
72	в мировом фольклоре	1	1
73	далеко не всегда	1	1
74	только потому что	1	1
75	или может быть	1	1
76	когда-то и в	1	1
77	все то что	1	1
78	в таком случае	2	1
79	одного и того	1	1
80	сам по себе	1	1
81	что один из	1	1
82	что именно в	1	1
83	здесь не в	2	1
84	по аналогии с	1	1
85	точно так же	2	1
86	тому же в	1	1
87	быть не только	1	1
88	к тому же	4	1
89	фаза в развитии	1	1
90	и того же	1	1
91	не может не	2	1
92	он приходится на	1	1
93	то же самое	1	1
94	не входит в	1	1
95	значении этого слова	2	1
96	как символ бессмертия	1	1
97	в значительной степени	2	1
98	а именно с	1	1
99	а на другой	1	1
100	собой не что	1	1
101	в своего рода	1	1
102	как это часто	1	1
103	в церкви и	1	1
104	братьев и сестер	1	1
105	дело здесь не	1	1
106	что не только	1	1
107	на ту или	1	1
108	это бывает в	1	1
109	тем более что	1	1
110	независимо от того	1	1
111	хотя они и	1	1
112	всякую связь с	1	1
113	дело в том	1	1
114	но еще не	1	1
115	а в тех	1	1
116	относиться и к	1	1
117	в первую очередь	1	1
118	на первый взгляд	2	1
119	тогда как в	2	1
120	и совершенно иной	1	1
121	но от этого	1	1
122	в основе своей	4	1
