N	3gram	Vygotskiy_	SlovoVZh
1	по отношению к	9	11
2	в нашем примере	1	7
3	не может быть	6	7
4	можно сказать что	7	5
5	в том что	24	4
6	и по отношению	1	3
7	до сих пор	6	3
8	этой точки зрения	4	3
9	имеет в виду	3	3
10	тем не менее	4	3
11	и не может	2	3
12	находит свое выражение	3	2
13	в каком отношении	1	2
14	только в процессе	2	2
15	на самом деле	2	2
16	одной стороны и	4	2
17	то же самое	11	2
18	одно и то	3	2
19	в данном случае	5	2
20	в зависимости от	6	2
21	отношение к предмету	2	2
22	с одной стороны	7	2
23	с другой стороны	3	2
24	до известной степени	2	2
25	и то же	3	2
26	но отнюдь не	1	2
27	зависит от того	1	2
28	с точки зрения	31	2
29	в настоящее время	1	2
30	в такой же	3	2
31	сам по себе	2	1
32	и таким образом	1	1
33	как в ней	1	1
34	о том что	4	1
35	они входят в	1	1
36	ни в какой	2	1
37	включает в себя	2	1
38	мы обратимся к	1	1
39	в самом деле	4	1
40	если мы обратимся	1	1
41	мы таким образом	1	1
42	два основных момента	1	1
43	имеет дело с	1	1
44	в том и	3	1
45	таким образом мы	2	1
46	в высшей степени	1	1
47	в свою очередь	3	1
48	и связи с	1	1
49	ничего общего с	1	1
50	во внутренней речи	4	1
51	для нас и	1	1
52	то что для	2	1
53	как и в	4	1
54	таким образом не	1	1
55	как мы уже	2	1
56	сама по себе	1	1
57	в том же	3	1
58	стороны и с	1	1
59	таким образом самая	1	1
60	оно возникает из	1	1
61	в каком направлении	1	1
62	сводится только к	1	1
63	себе по аналогии	1	1
64	и внешней речи	1	1
65	речи так как	1	1
66	во всяком случае	1	1
67	самом же деле	1	1
68	она не может	1	1
69	имеем дело с	1	1
70	словом и его	2	1
71	в лучшем случае	3	1
72	внутренней речи с	3	1
73	и с другой	1	1
74	в этом направлении	1	1
75	это на примере	1	1
76	и тем же	2	1
77	в процессе ее	1	1
78	между собой ибо	1	1
79	подобно тому как	2	1
80	еще раз что	1	1
81	с самого начала	13	1
82	было бы показать	1	1
83	с большим трудом	1	1
84	на самом же	1	1
85	в конечном счете	2	1
86	же как и	3	1
87	зависимости от того	1	1
88	точки зрения является	1	1
89	то что мы	3	1
90	по аналогии с	1	1
91	его значение и	1	1
92	речи с помощью	1	1
93	точки зрения как	1	1
94	внутренней и внешней	1	1
95	и делает его	1	1
96	можно было бы	5	1
97	находят свое выражение	1	1
98	в этом отношении	7	1
99	он еще не	1	1
100	так же как	13	1
101	содержание но что	1	1
102	и к его	1	1
103	то же время	1	1
104	свое выражение в	5	1
105	бы показать что	2	1
106	не совпадает с	4	1
107	слова но для	1	1
108	точки зрения не	1	1
109	со словом и	1	1
110	и притом с	1	1
111	но и в	1	1
112	в то же	2	1
113	в значительной степени	1	1
114	то время как	7	1
115	и увидели что	1	1
116	внутренней речи без	1	1
117	том что в	3	1
118	сих пор мы	1	1
119	мы имеем дело	2	1
120	так как в	2	1
121	и в этом	2	1
122	по самому существу	1	1
123	и тогда когда	2	1
124	все эти три	2	1
125	в то время	8	1
126	в этом смысле	2	1
127	но все это	1	1
128	в нашем же	1	1
129	не может стать	1	1
130	но все же	1	1
131	другой стороны как	1	1
132	внутренней речи а	1	1
133	нашем же случае	1	1
134	кто не знает	1	1
135	слова и его	4	1
136	одним и тем	2	1
137	к тому же	1	1
138	друг к другу	3	1
