N	2gram	Voloshinov	Hudozhes
1	в качестве	4	31
2	то есть	2	26
3	и в	32	23
4	не только	18	20
5	в том	13	20
6	при этом	13	19
7	может быть	50	19
8	в частности	2	18
9	и не	42	16
10	но и	17	14
11	внутренней речи	13	14
12	а не	15	13
13	в рамках	1	13
14	но не	2	13
15	а в	5	13
16	в себе	5	13
17	в этом	27	12
18	то же	19	12
19	такого рода	1	12
20	так и	21	12
21	и его	33	12
22	сводится к	5	11
23	как бы	31	11
24	точки зрения	48	11
25	в его	10	11
26	по отношению	10	10
27	но в	13	10
28	отношению к	9	10
29	в душе	3	9
30	или иной	8	9
31	том что	12	9
32	с другой	6	9
33	не сводится	1	9
34	не в	13	9
35	не может	40	9
36	особого рода	1	8
37	себя в	2	8
38	его внешней	2	8
39	в области	3	8
40	в то	7	8
41	что в	5	7
42	в самом	14	7
43	только в	14	7
44	в своей	5	7
45	в основе	10	7
46	и т.п	17	7
47	же время	7	7
48	в отличие	7	7
49	отличие от	7	7
50	не столько	5	7
51	как это	2	7
52	по своей	1	7
53	лишь в	17	7
54	отношение к	1	7
55	другой стороны	7	6
56	более или	3	6
57	приводит к	3	6
58	уже не	2	6
59	можно сказать	4	6
60	с ее	2	6
61	художественного творчества	1	6
62	с его	6	6
63	в ее	9	6
64	или менее	3	6
65	в нем	17	6
66	хх века	1	5
67	ни в	7	5
68	в виду	2	5
69	не на	2	5
70	конечном счете	1	5
71	что он	5	5
72	в художественном	1	5
73	не менее	5	5
74	не является	11	5
75	того чтобы	9	5
76	для того	8	5
77	со стороны	2	5
78	как к	2	5
79	для него	18	5
80	того что	5	5
81	прежде всего	19	5
82	с другими	6	5
83	в их	5	5
84	а на	1	5
85	в конечном	1	5
86	знака к	5	5
87	или иначе	3	5
88	между ними	6	5
89	той или	5	5
90	героя и	1	5
91	высказывания в	8	5
92	тем самым	1	5
93	то что	12	5
94	могут быть	4	5
95	место в	5	5
96	слова как	9	5
97	во втором	2	4
98	для себя	4	4
99	без исключения	9	4
100	на смену	2	4
101	так или	2	4
102	по пути	1	4
103	не следует	2	4
104	например в	2	4
105	отношения к	2	4
106	в слове	13	4
107	еще не	7	4
108	в данном	8	4
109	языка в	17	4
110	входит в	5	4
111	в другом	5	4
112	сознания в	1	4
113	говорить о	2	4
114	и т.д	6	4
115	сказать что	7	4
116	жизни как	1	4
117	к которому	1	4
118	в своем	3	4
119	к тому	8	4
120	во времени	1	4
121	или иным	1	4
122	на почве	14	4
123	и то	4	4
124	это не	5	4
125	в отношении	7	4
126	его в	7	4
127	не знает	4	4
128	и как	8	4
129	в этих	2	4
130	а только	2	4
131	знакового материала	3	4
132	того или	2	4
133	между тем	8	4
134	речи и	6	4
135	он не	5	4
136	и тем	4	4
137	и что	2	4
138	в форме	3	4
139	далеко не	5	4
140	со своей	1	4
141	в силу	1	4
142	или иного	2	4
143	хотя и	1	4
144	в той	6	3
145	и к	3	3
146	и на	8	3
147	с этой	2	3
148	была бы	1	3
149	о чем	1	3
150	подобно тому	1	3
151	если бы	12	3
152	оказывается в	1	3
153	есть в	1	3
154	а именно	1	3
155	одно слово	2	3
156	в романе	2	3
157	в жизни	2	3
158	имеет место	2	3
159	как и	19	3
160	к его	4	3
161	их в	1	3
162	себя и	2	3
163	в иной	1	3
164	тем не	3	3
165	и того	11	3
166	порядок в	1	3
167	в роли	1	3
168	к нему	5	3
169	потому что	2	3
170	одной стороны	2	3
171	искусства и	1	3
172	в знаковом	2	3
173	как совокупность	1	3
174	отношении к	8	3
175	в одном	2	3
176	всех без	5	3
177	другого в	1	3
178	известной степени	2	3
179	или говоря	1	3
180	мог бы	2	3
181	за пределами	2	3
182	это отношение	2	3
183	во всей	2	3
184	и внешней	1	3
185	в структуре	1	3
186	из этих	3	3
187	и для	15	3
188	в системе	3	3
189	таким образом	29	3
190	на языке	1	3
191	по преимуществу	5	3
192	с одной	2	3
193	том числе	3	3
194	в художественной	1	3
195	с точки	31	3
196	знаковом материале	5	3
197	как раз	5	3
198	внешнего мира	1	3
199	и притом	1	3
200	связи с	22	3
201	но он	1	3
202	в таком	8	3
203	в контексте	12	3
204	как говорит	1	3
205	в связи	12	3
206	или даже	2	3
207	во всех	13	3
208	в русской	3	3
209	однако если	1	3
210	тому как	1	3
211	в акте	1	3
212	принадлежит к	2	3
213	в свою	6	3
214	с языком	2	3
215	в которой	4	3
216	не будет	7	3
