N	3gram	Trubetskoy	DiskursI
1	в том что	16	28
2	по отношению к	11	17
3	с одной стороны	2	14
4	не может быть	4	12
5	в данном случае	3	12
6	то же время	2	10
7	о том что	4	9
8	в то же	2	8
9	состоит в том	1	8
10	как и в	2	7
11	и все же	1	7
12	к тому же	5	6
13	по крайней мере	1	6
14	с точки зрения	8	6
15	но при этом	1	5
16	то же самое	1	5
17	с другой стороны	4	5
18	в свою очередь	2	5
19	и может быть	2	5
20	что же касается	2	5
21	дело в том	1	5
22	тем не менее	4	4
23	не в том	1	4
24	одного и того	3	4
25	а с другой	2	4
26	и того же	3	4
27	и не может	1	4
28	в этом случае	4	4
29	тот или иной	1	4
30	говоря уже о	1	3
31	в том числе	1	3
32	более или менее	8	3
33	и то же	1	3
34	в том случае	4	3
35	том числе и	1	3
36	на первый взгляд	1	3
37	пока еще не	1	3
38	а не в	1	3
39	то есть в	1	3
40	не говоря уже	1	3
41	одно и то	1	3
42	во всяком случае	2	3
43	лицо к которому	1	2
44	бы то ни	3	2
45	все то что	1	2
46	заключает в себе	2	2
47	он не может	2	2
48	в научной литературе	1	2
49	из них в	1	2
50	а в том	1	2
51	то ни было	3	2
52	точки зрения на	1	2
53	никогда не было	1	2
54	и в том	2	2
55	в том и	2	2
56	мысль о том	1	2
57	только то что	2	2
58	все же не	3	2
59	только в том	1	2
60	и той же	1	2
61	каждый из них	1	2
62	а потом и	1	2
63	ни одна из	1	2
64	как и все	2	2
65	как мы видели	1	2
66	одной и той	1	2
67	с самого начала	1	2
68	и то что	3	2
69	может быть признана	1	2
70	и т.д в	1	2
71	тех случаях когда	1	2
72	том случае если	4	2
73	из того же	2	2
74	в тех случаях	1	2
75	все же остается	1	2
76	а позднее и	1	2
77	упускать из виду	1	2
78	лишь в том	5	1
79	благодаря тому что	1	1
80	время от времени	2	1
81	так и для	2	1
82	в этом направлении	1	1
83	на каждом шагу	1	1
84	как и вообще	1	1
85	по сравнению с	5	1
86	и в другом	1	1
87	так и от	1	1
88	в самом деле	5	1
89	для того чтобы	7	1
90	таким же образом	2	1
91	у него в	1	1
92	друг от друга	6	1
93	свидетельствует о том	1	1
94	важную роль в	1	1
95	друг на друга	2	1
96	что у него	1	1
97	составляет необходимое условие	1	1
98	так или иначе	5	1
99	именно в этой	1	1
100	до сих пор	15	1
101	иметь в виду	1	1
102	данном случае не	1	1
103	в этом пункте	1	1
104	между тем как	1	1
105	ходе своего развития	1	1
106	но для этого	1	1
107	а потому и	1	1
108	и таким образом	1	1
109	дальше отстоит от	1	1
110	состоит именно в	1	1
111	в том или	1	1
112	что как сказано	2	1
113	что они не	1	1
114	одно из двух	1	1
115	как сказано выше	3	1
116	и по своему	1	1
117	не может не	3	1
118	том что так	1	1
119	в связи с	3	1
120	и все прочие	1	1
121	но все же	2	1
122	несмотря на все	1	1
123	том и в	1	1
124	из того что	1	1
125	в каждом индивидуальном	1	1
126	в равной мере	1	1
127	он все же	2	1
128	уже одно это	1	1
129	можно рассматривать как	1	1
130	в этом последнем	1	1
131	мы все же	2	1
132	не только по	1	1
133	перед нами два	1	1
134	заключающие в себе	1	1
135	друг друга и	1	1
136	за то что	1	1
137	только по отношению	1	1
138	вместе с тем	3	1
139	на русском языке	1	1
140	на то что	7	1
141	заключается в том	3	1
142	двух или нескольких	2	1
143	и тому же	1	1
144	из двух или	1	1
145	все же более	1	1
146	в одно целое	1	1
147	или менее значительный	1	1
148	том или ином	1	1
149	же более или	1	1
150	в себе и	1	1
151	но в целом	1	1
152	в целом ряде	3	1
153	к одному из	1	1
154	в котором они	1	1
155	не в состоянии	3	1
156	быть и не	1	1
157	и для того	1	1
158	при этом не	1	1
159	тем более что	1	1
160	может быть вполне	1	1
161	хотя и не	1	1
162	одна из этих	1	1
163	на самом деле	7	1
164	одну из возможных	1	1
165	существенно отличалась от	1	1
166	что во всех	1	1
167	мы не знаем	1	1
168	и сейчас в	1	1
169	можно было бы	1	1
170	не подлежит сомнению	3	1
171	и это не	1	1
172	во всех этих	2	1
173	одному и тому	1	1
174	не менее в	1	1
175	именно в том	1	1
176	том что он	2	1
177	том что они	1	1
178	дело идет об	1	1
179	между тем в	1	1
180	и проч но	1	1
181	это не случайно	1	1
182	в общих чертах	1	1
183	та или иная	1	1
184	в различных пропорциях	1	1
185	что входит в	1	1
186	нет и не	1	1
187	в чистом виде	1	1
188	в другом случае	1	1
