N	3gram	Tiupa_Anal	Myslijsy
1	в том что	12	47
2	по отношению к	9	26
3	не может быть	2	19
4	тем не менее	3	18
5	по крайней мере	5	17
6	сам по себе	2	14
7	само по себе	1	14
8	в свою очередь	7	14
9	не в том	1	13
10	а между тем	1	13
11	то же время	7	13
12	в то же	7	13
13	смысле этого слова	1	12
14	с другой стороны	7	12
15	до сих пор	1	12
16	во всяком случае	6	12
17	для того чтобы	1	11
18	а в том	2	11
19	подобно тому как	3	11
20	в то время	1	10
21	с одной стороны	3	10
22	в таком случае	2	9
23	одного и того	4	9
24	и того же	4	9
25	но и в	2	9
26	о том что	7	9
27	до тех пор	1	9
28	не могут быть	1	9
29	что и в	1	9
30	то есть не	1	8
31	так и в	1	8
32	на самом деле	1	8
33	как бы ни	1	8
34	в этом случае	1	8
35	в этом смысле	1	7
36	не только не	3	7
37	сама по себе	3	7
38	и в том	1	7
39	с точки зрения	2	7
40	как и в	6	7
41	можно сказать что	2	7
42	не в состоянии	1	7
43	и той же	2	7
44	одной и той	2	7
45	не только в	5	7
46	и как бы	2	6
47	друг от друга	1	6
48	и может быть	1	6
49	в эту минуту	1	6
50	и в слове	1	6
51	после того как	1	6
52	по себе а	1	5
53	между тем как	1	5
54	не только по	1	5
55	таким образом в	1	5
56	в сравнении с	2	5
57	и то что	2	5
58	и тот же	1	4
59	в данном случае	11	4
60	в произведении искусства	1	4
61	в том чтобы	2	4
62	один и тот	1	4
63	на этот вопрос	1	4
64	в противном случае	2	4
65	не что иное	1	4
66	дело в том	3	4
67	не есть ни	1	4
68	что иное как	1	4
69	в этом отношении	3	4
70	вопрос о том	1	4
71	обратить внимание на	1	4
72	точно так же	1	3
73	что он не	2	3
74	лишь в том	1	3
75	в применении к	1	3
76	до известной степени	3	3
77	в большинстве случаев	1	3
78	хотя бы и	1	3
79	говоря уже о	1	3
80	то есть в	1	3
81	так или иначе	5	3
82	том что он	2	3
83	в первом случае	1	3
84	с этой стороны	1	3
85	и тем самым	2	3
86	в связи с	1	3
87	между тем в	2	3
88	в одном из	1	3
89	заключается в том	1	3
90	в нас самих	1	3
91	со всех сторон	1	3
92	из того что	1	3
93	состоит не в	1	3
94	не говоря уже	1	3
95	можно было бы	1	3
96	в переносном смысле	2	3
97	тогда как в	3	3
98	что же касается	1	3
99	но с другой	1	3
100	себе еще не	1	2
101	в одном слове	1	2
102	должно бы быть	1	2
103	на нее как	1	2
104	что при таком	1	2
105	и у и	1	2
106	по себе еще	1	2
107	том что по	2	2
108	а тем более	2	2
109	в каждом отдельном	2	2
110	из них не	1	2
111	бы это было	1	2
112	а не с	1	2
113	из самого себя	1	2
114	состоит в том	2	2
115	только то что	1	2
116	лицом к лицу	1	2
117	с ними в	1	2
118	имея в виду	1	2
119	мы имеем дело	4	2
120	не следует однако	1	2
121	может и не	1	2
122	в этих случаях	1	2
123	к лицу с	1	2
124	но дело в	1	2
125	не нуждается в	1	2
126	а не как	1	2
127	здесь как и	1	2
128	до того что	1	2
129	в свое время	4	2
130	не только к	2	2
131	в себе самом	1	2
132	в таких случаях	1	2
133	в себе не	1	2
134	то есть от	1	2
135	таким же образом	1	2
136	чем более мы	1	2
137	всяком случае не	1	2
138	художественное произведение есть	1	2
139	в связь с	1	2
140	легко может быть	1	2
141	со стороны его	1	2
142	для него самого	1	1
143	уст в уста	1	1
144	в самом деле	1	1
145	лично для себя	1	1
146	между лицом и	1	1
147	а и е	1	1
148	и даже отчасти	1	1
149	а а и	1	1
150	можно подумать что	1	1
151	слова в слове	1	1
152	в целом как	1	1
153	это далеко не	1	1
154	с тех пор	1	1
155	нам известно из	1	1
156	во сне не	1	1
157	только не противоречит	1	1
158	себя и что	1	1
159	одной из этих	1	1
160	на наш взгляд	5	1
161	не менее как	1	1
162	здесь не только	4	1
163	при этом что	2	1
164	что в нашем	1	1
165	скрывайся и таи	1	1
166	свидетельствует не только	1	1
167	внутреннее и внешнее	1	1
168	и по поводу	1	1
169	он не видит	1	1
170	но в таком	1	1
171	не могут иметь	1	1
172	нами не как	1	1
173	что каждая из	1	1
174	между нами и	1	1
175	мысли и чувства	1	1
176	далеко не всегда	1	1
177	собственно говоря и	1	1
178	в самом акте	1	1
179	что в них	1	1
180	при таком воззрении	1	1
181	о а и	1	1
182	во втором случае	1	1
183	тем что у	1	1
184	во многих отношениях	2	1
185	не можем по	1	1
186	внутренней и внешней	2	1
187	не для того	1	1
188	тем более в	1	1
189	другой стороны и	1	1
190	а потому и	1	1
191	рода но и	1	1
192	в каждом из	1	1
193	в отличие от	5	1
194	каждом из этих	1	1
195	к тому же	7	1
196	и свою собственную	1	1
197	есть не что	1	1
198	как если бы	1	1
199	также что в	1	1
200	этих рядов в	1	1
201	имеет место в	1	1
202	есть одна из	1	1
203	при этом как	2	1
204	в начале жизни	1	1
205	не должно бы	1	1
206	по его собственной	1	1
207	но и к	1	1
208	и сам по	1	1
209	слова были бы	1	1
210	личные местоимения не	1	1
211	что у него	1	1
212	было бы ошибочно	1	1
213	к субъекту и	1	1
214	не мог бы	1	1
215	и в этой	1	1
216	при всей своей	1	1
217	не есть имя	1	1
218	к этому что	1	1
219	как в произведении	1	1
220	но едва ли	1	1
221	в ответ на	2	1
222	не имеет места	1	1
223	значении этого слова	1	1
224	хотя и не	1	1
225	с тем же	1	1
226	развития но и	1	1
227	несмотря на свою	1	1
228	его как и	1	1
229	они могут быть	1	1
230	как нам представляется	2	1
231	от них самих	1	1
232	со многими другими	1	1
233	мысль о том	1	1
234	дело не с	1	1
235	она ни была	1	1
236	со всеми остальными	1	1
237	в подобных случаях	1	1
238	нас а в	1	1
239	обратим внимание на	1	1
240	но сама она	1	1
241	тогда как между	1	1
242	еще не умеет	1	1
243	во всех подобных	1	1
244	именно потому что	1	1
245	никакого понятия о	1	1
246	прибавим к этому	1	1
247	в слове как	1	1
248	здесь мы имеем	1	1
249	при этом и	1	1
250	тем более что	1	1
251	что не есть	1	1
252	имеем дело не	2	1
253	произведения не столь	1	1
254	так что все	1	1
255	всех подобных случаях	1	1
256	о том какое	1	1
257	и здесь мы	1	1
258	что на свою	1	1
259	и каждое из	1	1
260	состоит не только	1	1
261	мы будем иметь	1	1
262	так и на	1	1
263	представляется нам не	1	1
264	речь идет о	2	1
265	который и сам	1	1
266	и многие др	1	1
267	себе путь через	1	1
268	же как и	1	1
269	не менее не	1	1
270	имеет в своем	1	1
271	нет никакой возможности	1	1
272	том что мы	1	1
273	как кажется не	1	1
274	нашего времени в	2	1
275	и все же	1	1
276	том что при	1	1
277	молчи скрывайся и	1	1
278	случае мы имеем	1	1
279	а в нас	1	1
280	из уст в	1	1
281	но не более	1	1
282	то что они	1	1
283	дело не в	1	1
284	отношения к миру	1	1
285	имеем дело с	1	1
286	если бы он	1	1
287	что несмотря на	2	1
288	было бы сказать	1	1
