N	3gram	Voloshinov	Myshleni
1	в том что	2	133
2	с точки зрения	5	89
3	для того чтобы	1	78
4	по отношению к	3	42
5	так же как	1	39
6	с одной стороны	2	39
7	с самого начала	2	36
8	то же самое	1	31
9	в этом отношении	1	30
10	можно было бы	1	28
11	в собственном смысле	1	26
12	с другой стороны	2	26
13	на то что	1	25
14	не может быть	4	23
15	к тому что	1	22
16	в зависимости от	2	22
17	в самом деле	2	19
18	так же точно	1	19
19	в отличие от	1	18
20	состоит в том	1	18
21	этой точки зрения	1	17
22	в связи с	1	17
23	с этой точки	1	16
24	в данном случае	2	15
25	на всем протяжении	1	14
26	подобно тому как	1	14
27	в другом месте	1	13
28	и то же	2	12
29	один и тот	1	12
30	и тот же	1	12
31	тем не менее	1	12
32	одно и то	3	12
33	в последнее время	1	11
34	мы не можем	1	11
35	том что в	1	11
36	то что в	1	10
37	собственном смысле слова	1	9
38	как и в	1	9
39	более или менее	1	9
40	в конечном счете	1	9
41	на самом деле	1	9
42	само по себе	1	9
43	что в основе	1	8
44	и письменной речи	1	7
45	и вместе с	1	7
46	включает в себя	1	7
47	зависимости от этого	2	7
48	ничего общего с	2	6
49	те же самые	1	6
50	и т.д и	1	6
51	если бы мы	1	6
52	только то что	1	6
53	и не может	1	6
54	не что иное	2	6
55	что иное как	2	6
56	и как бы	1	5
57	есть прежде всего	3	5
58	но мы должны	1	5
59	что в этом	1	5
60	тому что он	1	5
61	прежде всего в	1	5
62	таким образом мы	1	5
63	в то же	1	5
64	только потому что	1	5
65	все эти три	1	5
66	между тем как	1	4
67	но так как	2	4
68	в тех случаях	1	4
69	есть не что	2	4
70	то же слово	2	4
71	слов и их	2	4
72	тех случаях когда	1	4
73	в предисловии к	1	4
74	чем иным как	2	3
75	только и может	1	3
76	то же время	1	3
77	и не является	2	3
78	того или иного	2	3
79	хотя бы в	1	3
80	эту точку зрения	1	3
81	мы можем установить	1	3
82	не чем иным	2	3
83	тех или иных	1	3
84	во всей своей	1	3
85	не мог бы	1	3
86	что говоря словами	1	3
87	в значительной мере	1	3
88	та или иная	1	3
89	а не как	1	3
90	потому что они	1	3
91	нет и не	1	3
92	в достаточной мере	1	2
93	только решить но	1	2
94	не входит в	1	2
95	здесь и там	1	2
96	в чем же	1	2
97	собой разумеется что	1	2
98	же самое слово	1	2
99	и тем что	1	2
100	в одном случае	1	2
101	мы уже видели	1	2
102	этого мы должны	1	2
103	вывод к которому	1	2
104	выходит за пределы	1	2
105	на основе такого	1	2
106	не только решить	1	2
107	связанных с этим	1	2
108	те же слова	1	2
109	и подобно тому	1	2
110	всей своей полноте	1	2
111	может быть не	1	2
112	в истории мышления	1	2
113	и никогда не	1	2
114	еще долгое время	1	2
115	быть не чем	1	2
116	и в его	1	2
117	и находит свое	1	2
118	само собой разумеется	1	2
119	как то что	1	2
120	во всей полноте	1	2
121	ту или иную	1	2
122	и в их	1	2
123	но тем не	1	2
124	и в некоторых	1	2
125	тот же самый	1	2
126	точки зрения и	1	2
127	и в области	1	2
128	все то что	1	1
129	по себе а	1	1
130	мышления но и	1	1
131	мышления в его	1	1
132	говорить и о	1	1
133	в течение всего	1	1
134	что она является	1	1
135	которые только и	2	1
136	далеко не всегда	1	1
137	что же является	1	1
138	и к тому	1	1
139	возможно только в	1	1
140	а представляет собою	1	1
141	с этим словом	1	1
142	и превращается в	1	1
143	мы полагаем что	1	1
144	не только на	1	1
145	и т.п и	3	1
146	что такое утверждение	1	1
147	последнее время мы	1	1
148	один из наиболее	1	1
149	те или иные	1	1
150	остановиться на нем	1	1
151	в сознании не	1	1
152	а также и	1	1
153	развития не может	1	1
154	том основании что	1	1
155	чуть ли не	1	1
156	является для этого	1	1
157	решить но даже	1	1
158	со всей настойчивостью	1	1
159	человеческой речи не	1	1
160	лишь в процессе	1	1
161	представим себе что	2	1
162	не было бы	1	1
163	если говорить о	1	1
164	мы в другом	1	1
165	в едином акте	1	1
166	не имеет и	1	1
167	мы должны перейти	1	1
168	она осталась бы	1	1
169	в пределах данной	2	1
170	там где она	1	1
171	втором году жизни	1	1
172	но столь же	1	1
173	прежде всего не	1	1
174	за пределы только	1	1
175	мы не сумеем	1	1
176	но и его	1	1
177	до тех пор	4	1
178	только в связи	1	1
179	там где нет	1	1
180	может заставить нас	1	1
181	поводу только что	1	1
182	а в зависимости	1	1
183	которого только и	1	1
184	это и не	1	1
185	но мы обязаны	1	1
186	т.д и т.д	1	1
187	на этом мы	1	1
188	тесно связана с	1	1
189	в человеческом обществе	1	1
190	тех пор пока	3	1
191	вопросы связанные с	2	1
192	наметить хотя бы	1	1
193	на том основании	1	1
194	проблем связанных с	1	1
195	и наконец в	2	1
196	если только они	1	1
197	и более или	1	1
198	должно было бы	1	1
199	теперь мы можем	1	1
200	равно нулю в	1	1
