N	3gram	Tiupa_Hudo	Istorich
1	в этих случаях	1	47
2	с другой стороны	6	46
3	в этом случае	1	29
4	с одной стороны	3	28
5	так же как	1	27
6	в том что	8	25
7	не может быть	4	24
8	тем не менее	3	23
9	точно так же	1	22
10	о том что	1	22
11	мы имеем в	3	19
12	в связи с	3	17
13	по отношению к	10	14
14	в то время	1	13
15	не что иное	1	11
16	что иное как	1	11
17	как и в	1	10
18	более или менее	6	9
19	в таких случаях	1	9
20	то же самое	1	8
21	таким образом и	1	8
22	подобно тому как	3	8
23	в зависимости от	1	8
24	дело не в	1	7
25	в одном случае	1	7
26	что он не	1	7
27	на первый взгляд	1	7
28	к тому же	1	6
29	этой точки зрения	2	6
30	с этой точки	2	6
31	на задний план	1	5
32	для того чтобы	5	5
33	в отличие от	7	5
34	мы видим в	1	5
35	в том числе	3	5
36	есть не что	1	5
37	так или иначе	4	4
38	не только на	1	4
39	в чистом виде	1	4
40	только то что	1	4
41	с точки зрения	3	4
42	состоит в том	5	4
43	в одной из	1	4
44	содержит в себе	1	4
45	иметь в виду	1	4
46	случаи когда герой	1	4
47	можно сказать что	3	4
48	это и есть	1	4
49	одной стороны и	1	3
50	все то что	1	3
51	как один из	1	3
52	и то же	3	3
53	в иных случаях	1	3
54	и тем самым	1	3
55	к тому что	2	3
56	это своего рода	2	3
57	но в отличие	1	3
58	один из видов	1	3
59	из этих двух	1	3
60	это происходит в	1	3
61	как это происходит	1	3
62	в соответствии с	1	3
63	не могло быть	2	3
64	то ни было	2	3
65	бы то ни	2	3
66	но он не	2	3
67	в противоречие с	1	3
68	не в состоянии	1	3
69	может быть назван	1	2
70	по себе а	1	2
71	том отношении что	1	2
72	в себя и	1	2
73	в самом деле	2	2
74	и тем более	1	2
75	но в таком	1	2
76	быть не может	1	2
77	друг от друга	1	2
78	в частности в	1	2
79	в таком случае	2	2
80	так что она	1	2
81	в особенности в	1	2
82	том числе и	2	2
83	а в том	1	2
84	сама по себе	2	2
85	а не с	1	2
86	из того что	1	2
87	а не только	1	2
88	мы имеем дело	2	2
89	и потому что	1	2
90	дает ключ к	1	2
91	в виду что	1	2
92	если он не	1	2
93	могли бы быть	1	2
94	не могут быть	1	2
95	легко может быть	1	2
96	и глубже чем	1	2
97	может быть и	2	2
98	может быть это	1	2
99	а в другом	1	2
100	больше и больше	1	2
101	он не будет	1	2
102	ни к каким	1	2
103	в чем состоит	1	2
104	перед тем как	1	2
105	том что она	1	2
