N	3gram	Bakhtin_Fr	Problema
1	тем не менее	1	56
2	о том что	5	39
3	в том что	8	37
4	то же самое	3	30
5	в связи с	5	29
6	в данном случае	4	28
7	той или иной	1	26
8	с другой стороны	2	25
9	с точки зрения	5	25
10	в конце концов	1	23
11	и то что	1	20
12	как раз и	1	18
13	для того чтобы	8	17
14	то есть в	4	17
15	в то же	14	17
16	до сих пор	3	14
17	не что иное	1	14
18	что иное как	1	14
19	ничего общего с	1	13
20	и вовсе не	3	13
21	на самом деле	4	13
22	можно было бы	2	13
23	не может быть	4	12
24	в нашем смысле	1	12
25	и в частности	1	12
26	можно сказать что	4	12
27	в то время	3	12
28	дело в том	4	11
29	здесь перед нами	3	11
30	есть не что	1	11
31	с одной стороны	2	11
32	в той или	1	10
33	по своему содержанию	1	10
34	вместе с тем	2	10
35	более или менее	2	10
36	только то что	1	10
37	не только в	1	10
38	по этому поводу	1	9
39	искусства и литературы	1	9
40	может быть и	1	9
41	никак не может	2	8
42	самом же деле	4	8
43	на самом же	4	8
44	литературы и искусства	1	8
45	потому что он	3	8
46	это вовсе не	1	8
47	только тогда когда	1	8
48	мы не будем	1	8
49	о том как	2	7
50	к тому же	3	7
51	но и в	3	7
52	имеется в виду	2	7
53	с самого начала	3	7
54	в этой области	1	7
55	в значительной мере	1	7
56	мы находим в	2	7
57	так же и	1	7
58	хотя и не	1	7
59	это и есть	2	7
60	и как бы	2	6
61	в самом деле	2	6
62	и то же	1	6
63	так и в	1	6
64	и только в	1	6
65	не имеет никакого	1	6
66	то что в	1	6
67	в буквальном смысле	1	6
68	и в других	1	6
69	на первый план	3	6
70	здесь не в	3	6
71	на первый взгляд	1	6
72	в этом отношении	7	6
73	в чем не	1	5
74	а также и	4	5
75	не имеют ничего	1	5
76	так же как	4	5
77	в том числе	6	5
78	в зависимости от	1	5
79	и прежде всего	4	5
80	имеют ничего общего	1	5
81	но если мы	1	5
82	одно и то	1	5
83	же как и	2	5
84	ни в чем	1	5
