N	2gram	Vygotskiy_	RusskieA
1	и в	37	79
2	в том	47	64
3	том что	42	59
4	что в	25	57
5	не только	29	41
6	во время	1	38
7	так как	11	34
8	и другие	1	33
9	в этом	32	33
10	состоит в	4	32
11	как бы	16	31
12	но и	23	31
13	в других	2	30
14	как и	20	28
15	и на	8	28
16	может быть	19	28
17	одна из	1	24
18	о том	14	23
19	с в	4	23
20	и т	1	23
21	при этом	6	22
22	т д	1	21
23	там же	1	20
24	это не	5	20
25	а в	4	20
26	как мы	11	20
27	из них	4	19
28	представляют собой	2	18
29	все это	9	18
30	с тем	8	17
31	таким образом	39	17
32	то что	32	17
33	вместе с	14	17
34	об этом	6	17
35	показывает что	4	17
36	потому что	11	17
37	мы не	13	16
38	или на	1	15
39	один из	3	15
40	в них	5	14
41	и с	10	14
42	не менее	1	14
43	тем не	1	14
44	как это	6	14
45	и что	11	14
46	мы видели	8	14
47	и не	15	14
48	для нас	4	14
49	у нас	1	14
50	уже не	2	13
51	к этому	7	13
52	в некоторых	1	13
53	так что	2	13
54	и по	3	13
55	как в	7	13
56	в которых	6	13
57	еще не	1	13
58	не может	16	13
59	тем что	7	12
60	между собой	5	12
61	полагает что	7	12
62	мы имеем	2	12
63	в виде	3	12
64	а затем	5	11
65	мы увидим	3	11
66	следующим образом	2	11
67	не имеет	5	11
68	что на	2	11
69	все же	6	10
70	так например	1	10
71	представляет собой	13	10
72	том чтобы	6	10
73	между тем	10	10
74	что и	3	10
75	в течение	4	10
76	так и	12	10
77	или в	2	10
78	а также	1	10
79	по существу	8	10
80	и других	4	10
81	то же	12	9
82	о чем	2	9
83	на части	1	9
84	что они	5	9
85	к жизни	1	9
86	с ней	3	9
87	и все	7	9
88	данном случае	5	9
89	того как	6	9
90	земли и	1	9
91	на голову	1	9
92	том же	4	9
93	но в	9	9
94	но не	6	9
95	одно из	3	8
96	в этих	3	8
97	представление о	7	8
98	так же	18	8
99	после этого	1	8
100	связи с	7	8
101	во всех	4	8
102	что это	8	8
103	подобно тому	2	8
104	их в	6	8
105	не объясняет	2	8
106	того чтобы	23	8
107	как например	2	8
108	того что	28	8
109	ее в	3	8
110	в данном	5	8
111	как уже	9	8
112	тому как	3	8
113	для того	19	8
114	в это	1	7
115	должна была	2	7
116	в своем	10	7
117	на них	1	7
118	к нему	1	7
119	а и	1	7
120	не в	9	7
121	в свете	5	7
122	а с	8	7
123	было бы	12	7
124	главным образом	2	7
125	только в	8	7
126	еще в	1	7
127	связанные с	2	7
128	из этих	6	7
129	а не	5	7
130	начиная с	2	7
131	до конца	1	7
132	ничего не	6	7
133	не можем	3	7
134	животных и	2	7
135	и как	7	7
136	предположить что	2	7
137	мы должны	11	7
138	по этому	4	7
139	как будто	1	7
140	в эти	1	7
141	для этого	7	7
142	с собой	5	6
143	же как	8	6
144	к тому	10	6
145	что этот	2	6
146	выше мы	1	6
147	и другой	1	6
148	не всегда	1	6
149	только на	1	6
150	в одном	5	6
151	также на	1	6
152	что она	6	6
153	после того	1	6
154	в качестве	12	6
155	чем в	1	6
156	в таком	1	6
157	тому что	6	6
158	также в	1	6
159	и у	1	6
160	и сл	1	6
161	на этом	3	6
162	должны были	6	6
163	в этой	13	6
164	в нем	2	6
165	видели что	6	6
166	должен был	1	6
167	приводит к	8	6
168	и более	6	6
169	что здесь	2	6
170	друг друга	5	6
171	и пр	2	6
172	не будем	1	6
173	или с	1	6
174	в их	5	6
175	на нее	2	6
176	все эти	6	6
177	игра в	1	6
178	связаны с	2	6
179	она не	3	6
180	и их	5	6
181	и о	1	6
182	при изучении	1	6
183	и к	9	5
184	эта теория	2	5
185	нас к	10	5
186	стоит в	1	5
187	например в	1	5
188	только для	6	5
189	с этим	8	5
190	вопрос о	11	5
191	рассматриваться как	3	5
192	входит в	1	5
193	с другой	16	5
194	связь между	10	5
195	к ним	2	5
196	по поводу	5	5
197	что от	1	5
198	не было	1	5
199	в связи	3	5
200	в целях	1	5
201	мы уже	7	5
202	в тех	2	5
203	можно было	6	5
204	и др	5	5
205	там где	8	5
206	в то	7	5
207	прежде всего	12	5
208	в особенности	1	5
209	его с	2	5
210	тогда когда	8	5
211	с ним	3	5
212	для них	1	5
213	к таким	1	5
214	что он	16	5
215	то и	4	5
216	в свою	4	5
217	к себе	2	5
218	заметить что	3	5
219	но если	3	5
220	и для	3	5
221	тот же	7	5
222	в его	16	5
223	вывод что	1	5
224	на самом	4	5
225	или даже	2	5
226	и потому	3	5
227	отнюдь не	2	5
228	не с	2	5
229	в целом	29	5
230	вплоть до	1	5
231	это представление	3	5
232	во всем	4	4
233	только тогда	4	4
234	или по	1	4
235	кроме того	1	4
236	большое количество	1	4
237	не столько	4	4
238	этого момента	1	4
239	как они	2	4
240	в своих	6	4
241	но все	3	4
242	именно в	8	4
243	становятся в	1	4
244	во всяком	6	4
245	на этой	2	4
246	в котором	6	4
247	при рассмотрении	2	4
248	но эти	1	4
249	в отличие	3	4
250	чтобы они	1	4
251	во всей	8	4
252	от них	2	4
253	не просто	1	4
254	и из	2	4
255	что у	3	4
256	она в	1	4
257	несмотря на	6	4
258	не соответствует	1	4
259	некоторые исследователи	1	4
260	под именем	2	4
261	в руки	1	4
262	здесь мы	1	4
263	тем и	3	4
264	этот вопрос	6	4
265	воздействовать на	2	4
266	не подтверждается	1	4
267	что для	8	4
268	могут быть	5	4
269	рассматривается как	5	4
270	в доме	1	4
271	и от	4	4
272	показывают что	3	4
273	полагая что	2	4
274	для объяснения	2	4
275	и здесь	1	4
276	та же	1	4
277	за ним	1	4
278	в основном	1	4
279	и при	2	4
280	и другим	2	4
281	не на	1	4
282	то время	5	4
283	этому же	2	4
284	в основе	9	4
285	на основе	7	4
286	в середине	1	4
287	на землю	1	4
288	и до	5	4
289	и там	1	4
290	переход от	5	4
291	на две	3	4
292	этого слова	7	4
293	всяком случае	5	4
294	у них	1	4
295	и после	1	4
296	и многие	1	4
297	уже в	8	4
298	пишет что	1	4
299	в таких	1	4
300	приводит нас	3	4
301	такой же	3	4
302	по своему	1	4
303	а к	2	4
304	отличие от	3	4
305	в ней	2	4
306	дело не	1	4
307	связано с	3	4
308	по всей	2	4
309	к ней	1	4
310	которые в	2	4
311	и ее	9	4
312	и тогда	1	4
313	таким же	4	4
314	все что	4	3
315	к другу	3	3
316	выводу что	5	3
317	которые не	4	3
318	судить о	1	3
319	некоторой степени	1	3
320	представлений о	2	3
321	самом же	1	3
322	в какой	5	3
323	в виду	5	3
324	связь с	2	3
325	на которых	4	3
326	где они	1	3
327	детей и	1	3
328	а именно	2	3
329	в одно	1	3
330	в природе	4	3
331	как только	3	3
332	на первый	3	3
333	от этого	4	3
334	на природу	1	3
335	нами выше	2	3
336	сразу же	1	3
337	может рассматриваться	4	3
338	представления о	1	3
339	только как	1	3
340	в изучении	2	3
341	увидим что	2	3
342	в различных	1	3
343	по отношению	12	3
344	и те	2	3
345	что ее	1	3
346	свою очередь	3	3
347	но ни	1	3
348	и еще	2	3
349	как на	5	3
350	на которой	4	3
351	находится в	2	3
352	что все	8	3
353	точки зрения	49	3
354	что именно	3	3
355	именно с	1	3
356	тем это	1	3
357	какой степени	1	3
358	для этой	1	3
359	никогда не	8	3
360	содержится в	2	3
361	а наоборот	1	3
362	с одной	14	3
363	мы знаем	3	3
364	на него	3	3
365	хотя и	2	3
366	в ее	3	3
367	чем у	1	3
368	тому же	1	3
369	или не	1	3
370	в которой	6	3
371	их по	1	3
372	очевидно что	4	3
373	в области	4	3
374	и это	3	3
375	такое объяснение	3	3
376	в эту	4	3
377	сих пор	4	3
378	на другой	1	3
379	но можно	1	3
380	того в	2	3
381	к слову	6	3
382	по наблюдениям	1	3
383	можно сделать	1	3
384	в форме	1	3
385	с таким	8	3
386	когда они	1	3
387	ней в	2	3
388	его к	3	3
389	всех этих	2	3
390	раньше чем	3	3
391	до сих	4	3
392	друг к	2	3
393	живет в	3	3
394	до некоторой	1	3
395	из которых	6	3
396	к выводу	10	3
397	сводится к	1	3
398	независимо от	10	3
399	если бы	10	3
400	в своей	7	3
401	можно назвать	2	3
402	относятся к	2	3
403	сообщает и	1	3
404	жизни в	1	3
405	том как	1	3
406	на каждом	2	3
407	на другие	1	3
408	с точки	34	3
409	и поэтому	2	3
410	с которой	2	3
411	и наоборот	1	3
412	нет и	1	3
413	и во	1	3
414	на этот	7	3
415	здесь не	1	3
416	увидим ниже	2	3
417	сомнений в	2	3
418	значительно увеличить	1	3
419	и то	3	3
420	только по	1	3
421	ее на	4	3
422	однако как	1	3
423	из основных	3	3
424	что с	6	3
425	ее к	1	3
426	с другими	5	3
427	своей книге	3	3
428	которые как	1	3
429	с той	3	3
430	на все	5	3
431	по его	2	3
432	в одной	3	3
433	же деле	1	3
434	когда он	5	3
435	что касается	1	3
436	есть и	1	3
437	как он	7	3
438	уже видели	2	3
439	но вместе	5	3
440	думать что	1	3
441	на других	2	3
442	считает что	1	3
443	отношению к	11	3
444	место в	1	3
445	на то	11	3
446	и его	10	3
447	это в	1	3
448	слова в	2	3
449	и другое	1	3
450	не к	3	3
451	мы наблюдаем	1	2
452	другая форма	1	2
453	от него	1	2
454	с последним	1	2
455	в игре	2	2
456	о будущем	1	2
457	исходя из	1	2
458	к этой	4	2
459	с этой	7	2
460	перед ней	1	2
461	но тем	3	2
462	время не	1	2
463	это нужно	1	2
464	нас в	2	2
465	живут в	1	2
466	далее в	1	2
467	его от	1	2
468	другой стороны	10	2
469	но что	3	2
470	по себе	9	2
471	на основании	6	2
472	если угодно	1	2
473	ее для	1	2
474	из всего	1	2
475	его мнению	1	2
476	на эту	2	2
477	собой не	1	2
478	когда в	2	2
479	и следовательно	3	2
480	в момент	1	2
481	но мы	4	2
482	в дальнейшем	1	2
483	можно сказать	6	2
484	во все	3	2
485	можно считать	2	2
486	когда на	1	2
487	в настоящей	5	2
488	раз и	1	2
489	время от	1	2
490	но даже	2	2
491	одной стороны	15	2
492	мы кратко	1	2
493	другу и	1	2
494	вот почему	5	2
495	с развитием	4	2
496	этой связи	1	2
497	в первые	2	2
498	между двумя	2	2
499	на которые	1	2
500	говорить о	4	2
501	же говорит	1	2
502	они с	1	2
503	собираются в	1	2
504	как оно	1	2
505	себе в	1	2
506	так называемых	2	2
507	пытается объяснить	1	2
508	не связаны	2	2
509	сказать что	16	2
510	тех случаях	2	2
511	в нашем	3	2
512	это так	1	2
513	по-видимому в	1	2
514	который в	7	2
515	работа в	2	2
516	друг с	6	2
517	к этим	3	2
518	точка зрения	3	2
519	но так	1	2
520	это объяснение	1	2
521	мы видим	7	2
522	которая должна	1	2
