N	3gram	Bakhtin_Fr	Dialekti
1	с точки зрения	5	46
2	в том что	8	25
3	не может быть	4	18
4	не что иное	1	18
5	что иное как	1	18
6	тем не менее	1	16
7	то же время	14	15
8	в то же	14	14
9	только тогда когда	1	13
10	и то же	1	12
11	с другой стороны	2	12
12	о том что	5	12
13	одно и то	1	12
14	ровно ничего не	2	12
15	есть не что	1	11
16	в самом деле	2	10
17	все на свете	1	9
18	имеется в виду	2	9
19	подобно тому как	2	9
20	это и есть	2	9
21	только то что	1	8
22	в то время	3	8
23	и та же	1	8
24	одна и та	1	8
25	можно сказать что	4	7
26	в связи с	5	7
27	той или иной	1	7
28	и в частности	1	7
29	в коем случае	1	6
30	для того чтобы	8	6
31	более или менее	2	6
32	ни в коем	1	6
33	в зависимости от	1	6
34	и прежде всего	4	6
35	и в то	3	6
36	не нуждается в	2	6
37	не имеет никакого	1	6
38	как и все	5	6
39	в нем есть	2	6
40	с одной стороны	2	6
41	может быть и	1	6
42	тем более не	1	5
43	на самом деле	4	5
44	потому что она	2	5
45	ничего общего с	1	5
46	в конце концов	1	5
47	потому что он	3	5
48	в нем нет	1	5
49	на первый план	3	5
50	от того что	1	5
51	до сих пор	3	5
52	одной и той	1	5
53	в виду что	1	5
54	и той же	1	5
55	одной стороны и	1	4
56	мы уже знаем	1	4
57	можем сказать что	1	4
58	ни в чем	1	4
59	то в чем	1	4
60	имеет никакого отношения	1	4
61	так же как	4	4
62	в данном случае	4	4
63	к тому же	3	4
64	не только о	1	4
65	как раз и	1	4
66	то же самое	3	4
67	но это не	1	4
68	и даже в	2	4
69	связи с этим	3	4
70	мы можем сказать	1	4
71	можно было бы	2	4
72	в этом отношении	7	4
73	в той или	1	3
74	и как бы	2	3
75	самом же деле	4	3
76	но уже и	1	3
77	он не может	1	3
78	никто никогда не	1	3
79	это конечно не	4	3
80	а потому что	1	3
81	в мифе о	1	3
82	это вовсе не	1	3
83	и говорить о	1	3
84	мы находим в	2	3
85	на самом же	4	3
86	все это не	1	3
87	так как все	1	3
88	и не может	1	3
89	в чем же	3	3
90	как и в	1	3
91	о том как	2	3
92	хотя и не	1	3
93	не было ни	1	3
94	но в то	6	3
95	не только в	1	3
96	с самого начала	3	3
97	же как и	2	3
98	что он не	1	2
99	в вопросе о	1	2
100	если она и	1	2
101	это значило бы	1	2
102	в каждом из	1	2
103	том что в	1	2
104	друг от друга	1	2
105	и от его	1	2
106	в нем не	4	2
107	друг с другом	2	2
108	не имеет значения	1	2
109	в обоих случаях	1	2
110	движения и жизни	1	2
111	если же вы	2	2
112	по своему существу	1	2
113	ни о чем	1	2
114	это нисколько не	1	2
115	это не просто	1	2
116	нечего и говорить	1	2
117	в частности и	1	2
118	в чем не	1	2
119	можно говорить о	2	2
120	они вовсе не	2	2
121	что в основе	1	2
122	уже знаем что	1	2
123	но мы уже	1	2
124	так как он	1	2
125	в разной степени	1	2
126	мы видим что	2	2
127	и это нисколько	1	2
128	и есть подлинное	1	2
129	а именно в	1	2
130	в свою очередь	1	2
131	лишь тогда когда	1	2
132	ни на какую	1	2
133	в сущности это	1	2
134	и в особенности	1	2
135	в это время	1	2
136	мы уже сказали	3	2
137	и не в	2	2
138	что и с	1	2
139	сказать что в	1	2
140	мы не можем	1	2
141	одна из самых	1	2
142	но все это	1	2
143	другой стороны в	1	2
144	же время и	1	2
145	дело в том	4	2
146	в лучшем случае	1	2
147	убежден в том	1	2
148	и то что	1	2
149	хотя бы в	2	2
150	и вовсе не	3	2
151	на первый взгляд	1	2
152	вы не знаете	1	2
153	что и в	2	2
154	в течение всего	1	2
155	потому что они	1	2
156	если мы будем	1	2
157	теперь мы можем	1	2
158	и чем больше	1	1
159	в частности к	1	1
160	в сущности в	1	1
161	у нее нет	2	1
162	это как бы	1	1
163	мы встретились с	1	1
164	он еще не	1	1
165	во все стороны	1	1
166	вполне понятно что	1	1
167	никогда не был	1	1
168	он никак не	1	1
169	все проявления его	1	1
170	без него не	1	1
171	уже более не	1	1
172	до известной степени	4	1
173	и независимо от	1	1
174	и во всех	3	1
175	о чем мы	2	1
176	что не остается	1	1
177	бы в лучшем	1	1
178	то что не	1	1
179	от церкви и	1	1
180	свет он не	1	1
181	на том же	1	1
182	весь мир и	1	1
183	как это и	1	1
184	можно прямо сказать	1	1
185	для всех для	1	1
186	и нигде не	1	1
187	так и от	1	1
188	он и не	1	1
189	из этих двух	1	1
190	из этих трех	1	1
191	и что в	1	1
192	и все образы	2	1
193	и будущих времен	1	1
194	потому что в	1	1
195	говорить о том	1	1
196	рано или поздно	1	1
197	по природе своей	1	1
198	совершенно ясно что	1	1
199	во втором случае	3	1
200	на этом основании	1	1
201	можно судить о	1	1
202	заметить что в	1	1
203	в первом случае	3	1
204	тело все то	1	1
205	в особенности же	1	1
206	в этой сфере	1	1
207	на еду на	1	1
208	у нас есть	1	1
209	независимо от того	1	1
210	но в сущности	1	1
211	и таким образом	1	1
212	мы все время	1	1
213	также что в	1	1
214	в отличие от	3	1
215	что это было	1	1
216	может быть конечно	1	1
217	и имеется в	1	1
218	времена и сроки	1	1
219	в своей жизни	1	1
220	но в особенности	1	1
221	как мы уже	6	1
222	думать что все	1	1
223	находится в его	1	1
224	нужно сказать что	4	1
225	и в основе	1	1
226	и все прочие	1	1
227	поэтому если в	1	1
228	в конечном счете	1	1
229	но то как	1	1
230	его так что	1	1
231	а с другой	1	1
232	трудно провести между	1	1
233	прямо сказать что	1	1
234	строй и порядок	1	1
235	таким образом и	2	1
236	в поэзии и	1	1
237	так же и	1	1
238	и в этой	2	1
239	нем есть и	1	1
240	другой стороны эта	1	1
241	в обычной жизни	1	1
242	том как он	1	1
243	сих пор не	1	1
244	что это и	1	1
245	они вообще не	1	1
246	между собою и	1	1
247	и потому она	1	1
248	вместе с тем	2	1
249	не могло не	2	1
250	не знаете что	1	1
251	он хочет быть	1	1
252	большей или меньшей	1	1
253	но и в	3	1
254	выдвигает на первый	1	1
255	в ней и	2	1
256	может быть ни	1	1
257	всей и всякой	1	1
258	не мог не	1	1
259	а не как	1	1
260	со всеми его	2	1
261	это и дает	1	1
262	еще и сейчас	1	1
