N	2gram	Propp_Isto	Tvorches
1	и в	43	56
2	как бы	5	41
3	в его	7	37
4	в то	2	30
5	то же	11	25
6	не только	28	24
7	но в	15	24
8	как и	9	23
9	и не	16	23
10	а в	13	23
11	и его	10	23
12	в этом	25	22
13	и т	33	22
14	что в	29	21
15	в том	13	21
16	он не	11	19
17	том что	12	19
18	может быть	22	19
19	потому что	8	19
20	у него	4	18
21	то что	20	18
22	таким образом	15	17
23	и на	7	17
24	что он	17	17
25	т д	30	17
26	все это	4	17
27	при этом	4	16
28	но и	24	16
29	никогда не	9	16
30	как в	6	16
31	прежде всего	3	16
32	не может	8	16
33	и с	10	15
34	xix века	1	15
35	в мире	1	15
36	но это	5	15
37	в этой	7	15
38	с его	1	15
39	и даже	4	14
40	это не	10	14
41	там же	2	13
42	о том	4	13
43	времени в	1	13
44	а не	13	13
45	в котором	5	12
46	в целом	4	12
47	в своей	4	11
48	все же	13	11
49	отнюдь не	1	11
50	в самом	1	10
51	представление о	3	10
52	он сам	2	10
53	в русской	5	10
54	не в	9	10
55	только в	8	10
56	когда он	2	10
57	в основном	1	10
58	уже в	1	10
59	так и	6	10
60	но не	10	10
61	как будто	2	10
62	в своих	1	9
63	наряду с	4	9
64	а затем	6	9
65	по мнению	1	9
66	и от	3	9
67	один из	7	9
68	в свою	5	9
69	человека в	2	9
70	в нем	11	9
71	даже в	4	8
72	именно в	1	8
73	в соответствии	1	8
74	не менее	6	8
75	так же	16	8
76	к этому	10	8
77	хотя и	4	8
78	одним из	4	8
79	это уже	3	8
80	вместе с	12	8
81	тогда как	6	8
82	соответствии с	1	8
83	одной из	1	8
84	еще не	15	8
85	в себе	2	8
86	так как	13	8
87	на его	5	8
88	об этом	8	8
89	вовсе не	3	8
90	человека и	1	8
91	в лице	2	8
92	в этих	18	7
93	и сам	1	7
94	например в	3	7
95	уже не	11	7
96	казалось бы	2	7
97	в дальнейшем	8	7
98	он видит	3	7
99	что она	8	7
100	и он	2	7
101	в которой	1	7
102	в чем	4	7
103	не случайно	2	7
104	своего рода	1	7
105	самом деле	1	7
106	в момент	1	6
107	еще более	3	6
108	не столько	1	6
109	и как	6	6
110	если он	2	6
111	на эту	1	6
112	хотя бы	3	6
113	одна из	2	6
114	его в	7	6
115	так что	8	6
116	и ее	3	6
117	героя в	6	6
118	с ним	1	6
119	если бы	7	6
120	и все	4	6
121	приводит к	1	6
122	в книге	1	6
123	все эти	8	6
124	и другие	6	5
125	из всех	1	5
126	что человек	1	5
127	в них	6	5
128	что этот	4	5
129	с другой	10	5
130	приходит к	1	5
131	по отношению	2	5
132	как правило	3	5
133	в своем	2	5
134	в одной	4	5
135	все время	2	5
136	из них	7	5
137	что они	14	5
138	что у	4	5
139	на него	4	5
140	в ее	1	5
141	что и	17	5
142	не было	2	5
143	в ужасе	1	5
144	что не	3	5
145	в таком	1	5
146	я не	3	5
147	и это	5	5
