N	2gram	Vygotskiy_	Dialekti
1	не есть	1	181
2	и не	15	120
3	и т	1	82
4	по себе	9	79
5	а не	5	78
6	и в	37	77
7	т д	1	75
8	точки зрения	49	72
9	может быть	19	71
10	не только	29	66
11	значит что	1	61
12	то что	32	59
13	и есть	2	55
14	это значит	1	54
15	ничего не	6	54
16	не может	16	53
17	и даже	5	47
18	с точки	34	46
19	что это	8	46
20	есть нечто	2	46
21	так как	11	46
22	потому что	11	45
23	не просто	1	44
24	стало быть	2	44
25	как бы	16	43
26	и что	11	42
27	ни в	6	42
28	не имеет	5	41
29	вовсе не	5	41
30	в том	47	40
31	в этом	32	39
32	то же	12	39
33	что такое	1	39
34	что она	6	38
35	это есть	2	38
36	в себе	8	38
37	что он	16	37
38	том что	42	37
39	прежде всего	12	37
40	так что	2	36
41	это не	5	36
42	что в	25	34
43	в нем	2	34
44	и все	7	33
45	того что	28	33
46	но и	23	32
47	ясно что	2	31
48	все это	9	31
49	сказать что	16	30
50	отнюдь не	2	30
51	и как	7	30
52	было бы	12	29
53	так и	12	29
54	как и	20	28
55	никогда не	8	27
56	в виду	5	26
57	крайней мере	1	26
58	не в	9	26
59	по крайней	1	26
60	сама по	3	26
61	есть и	1	26
62	говорить о	4	25
63	учение о	4	25
64	и то	3	25
65	и пр	2	25
66	есть не	3	25
67	если бы	10	24
68	таким образом	39	23
69	в то	7	23
70	что оно	6	23
71	и вот	3	23
72	но что	3	22
73	я не	4	22
74	что не	2	21
75	в чем	5	21
76	личности и	1	21
77	она не	3	21
78	и с	10	20
79	о том	14	20
80	что и	3	20
81	что все	8	20
82	в таком	1	20
83	только в	8	20
84	в каком	3	20
85	совершенно не	1	20
86	только тогда	4	20
87	уже не	2	20
88	как раз	8	20
89	и вообще	2	20
90	в самом	16	19
91	не менее	1	19
92	не существует	4	19
93	в своем	10	19
94	и это	3	19
95	как это	6	19
96	тогда когда	8	19
97	что мы	9	19
98	и его	10	19
99	же время	2	18
100	хотя бы	7	18
101	с другой	16	18
102	что же	3	18
103	жизни и	2	18
104	в особенности	1	17
105	можно сказать	6	17
106	в сущности	13	17
107	той или	3	17
108	должно быть	4	17
109	в основе	9	17
110	но если	3	17
111	кроме того	1	16
112	то это	2	16
113	одно и	2	16
114	к нему	1	16
115	только не	2	16
116	тем не	1	16
117	или не	1	16
118	сам по	3	16
119	само по	3	16
120	в своей	7	16
121	да и	1	16
122	конечно не	1	16
123	мы не	13	16
