1	в том что	9	17
2	той или иной	1	16
3	сама по себе	1	11
4	с другой стороны	1	11
5	сам по себе	1	10
6	в то же	1	10
7	с точки зрения	1	9
8	во всяком случае	3	8
9	о том что	6	8
10	это значит что	3	8
11	как будто бы	3	7
12	но даже и	1	7
13	в то время	4	6
14	и в этом	6	6
15	есть не что	3	6
16	что иное как	4	6
17	можно было бы	4	6
18	не что иное	4	6
19	то время как	4	6
20	потому что он	4	6
21	на самом деле	1	5
22	когда мы говорим	1	5
23	не может быть	28	5
24	до сих пор	5	4
25	том смысле что	1	4
26	там и здесь	6	4
27	имеем в виду	1	4
28	для того чтобы	7	4
29	же как и	3	4
30	в конце концов	4	4
31	в том смысле	2	4
32	та или иная	1	4
33	не есть ни	1	4
34	можно ли сказать	1	3
35	и только в	2	3
36	есть прежде всего	6	3
37	даже и в	1	3
38	не было бы	5	3
39	только потому что	1	3
40	так же как	3	3
41	а вовсе не	1	3
42	не в той	1	3
43	и когда мы	1	3
44	в зависимости от	1	3
45	вовсе не так	1	3
46	это и есть	9	3
47	что и в	5	3
48	и во всяком	2	3
49	может быть и	5	3
50	что это за	1	3
51	в чистом виде	1	3
52	именно потому что	2	3
53	и тем самым	1	3
54	что же такое	1	3
55	есть то что	1	3
56	по сравнению с	3	3
57	только и можно	1	2
58	а может быть	1	2
59	не сама по	1	2
60	и не было	3	2
61	и не в	1	2
62	и в других	1	2
63	и как бы	1	2
64	но и в	5	2
65	в чем не	2	2
66	в себе в	1	2
67	ни в чем	2	2
68	несет с собой	1	2
69	у нас не	2	2
70	том что он	3	2
71	хотя бы и	2	2
72	с самим собою	2	2
73	как и в	3	2
74	и есть то	1	2
75	в чем же	1	2
76	ни к какому	2	2
77	это было бы	1	2
78	и весь мир	1	2
79	подобно тому как	2	2
80	в отличие от	1	2
81	для этого необходимо	3	2
82	потому что мы	1	2
83	не значит что	1	2
84	на то что	4	2
85	с одной стороны	1	2
86	только о том	1	2
87	но также и	2	2
88	есть также и	1	2
89	и там и	6	2
90	порождает из себя	1	2
91	в себе и	2	2
92	да и то	1	2
93	не только в	2	2
94	что он не	4	2
95	ли сказать что	1	2
96	я не знаю	1	1
97	все это уже	2	1
98	потому что все	1	1
99	есть уже не	1	1
100	выходит за пределы	3	1
101	до конца и	1	1
102	то в чем	1	1
103	имел в виду	2	1
104	мы имеем в	1	1
105	но он не	9	1
106	лучше сказать с	1	1
107	чем он сам	1	1
108	в тот момент	1	1
109	к другу и	2	1
110	с ним как	1	1
111	утвердить себя в	1	1
112	вместе с тем	6	1
113	и могут быть	1	1
114	в своей основе	1	1
115	в ней как	1	1
116	не потому что	1	1
117	более и более	2	1
118	речь идет о	1	1
119	в тех случаях	1	1
120	и действительно в	1	1
121	и кажется что	1	1
122	выход за пределы	1	1
123	самого себя в	1	1
124	в самой жизни	1	1
125	во втором случае	1	1
126	перед лицом вечности	1	1
127	который имел бы	1	1
128	сказать что всякий	1	1
129	когда говорил о	1	1
130	смысле этого слова	2	1
131	было у него	1	1
132	бросается в глаза	2	1
133	в самом деле	1	1
134	смысле что он	1	1
135	в ней точно	1	1
136	на то чтобы	2	1
137	бы и не	2	1
138	чтобы не только	1	1
139	в нем не	2	1
140	отражает на себе	1	1
141	может быть никакого	1	1
142	в той же	1	1
143	время как другие	1	1
144	ничего общего не	1	1
145	по существу своему	1	1
146	потому и есть	1	1
