N	4gram	Losev_Prob	Marksizm
1	бы то ни было	4	12
2	одного и того же	1	9
3	на самом же деле	7	5
4	каких бы то ни	1	4
5	не может быть и	1	4
6	может быть и речи	1	4
7	в том что он	1	4
8	с одной стороны и	1	3
9	все более и более	1	3
10	одной и той же	1	3
11	в связи с этим	1	3
12	один и тот же	1	3
13	в том числе и	1	3
14	одно и то же	3	3
15	в той или иной	7	3
16	одним и тем же	1	3
17	какой бы то ни	1	3
18	в ту или иную	2	2
19	в том или ином	2	2
20	так же как и	3	2
21	в собственном смысле слова	1	2
22	и в таком случае	1	1
23	с этой точки зрения	1	1
24	то что не имеет	1	1
25	не может обойтись без	2	1
26	ни в каком случае	5	1
27	не что иное как	6	1
28	и в этом случае	3	1
29	не прав в том	1	1
30	ничем не отличается от	1	1
31	является не чем иным	1	1
32	имеют ничего общего с	1	1
33	как мы только что	2	1
34	то что обычно называется	1	1
35	с той или иной	1	1
36	связи с той или	1	1
37	не выходит за пределы	1	1
38	имеет дело вовсе не	1	1
39	до сих пор мы	2	1
40	в настоящее время является	1	1
41	чем же в таком	2	1
42	само собой но что	1	1
43	не было бы в	1	1
44	дело в том что	3	1
45	для того чтобы не	1	1
46	а в то же	1	1
47	если мы скажем что	2	1
48	ведь с точки зрения	1	1
49	же в таком случае	2	1
50	в тех случаях когда	1	1
51	что они состоят из	1	1
52	здесь одно и то	1	1
53	имеют никакого отношения к	2	1
54	в какой мере не	1	1
55	тем не менее в	3	1
56	себе отчет в том	2	1
57	к тому или иному	1	1
58	в связи с тем	1	1
59	не чем иным как	2	1
60	можно прямо сказать что	1	1
61	и там и здесь	2	1
62	в связи с той	1	1
63	дело вовсе не с	1	1
64	на то или иное	1	1
65	отчет в том что	2	1
66	если же мы возьмем	1	1
67	в данном случае мы	1	1
68	ни в какой мере	1	1
69	сами по себе в	1	1
70	не сами по себе	1	1
71	с другой стороны и	1	1
72	неразрывно связаны между собой	1	1
73	свидетельствует о том что	1	1
74	у нас не было	1	1
75	этот вопрос мы не	1	1
76	ничего общего не имеет	1	1
77	и с точки зрения	2	1
78	не имеют никакого отношения	2	1
79	выступает на первый план	1	1
80	благодаря тому что в	1	1
81	и не было бы	1	1
82	мы не будем здесь	1	1
83	само собой разумеется что	1	1
84	самом же деле это	1	1
85	не имеют ничего общего	1	1
