N	4gram	Propp_Isto	FransuaR
1	в большей или меньшей	1	14
2	дело в том что	2	13
3	на самом же деле	1	10
4	не подлежит никакому сомнению	1	5
5	с одной стороны и	1	5
6	в средние века и	1	5
7	один и тот же	2	4
8	не что иное как	3	3
9	о том что в	1	3
10	есть не что иное	2	3
11	таким образом и здесь	1	2
12	мы уже знаем что	2	2
13	с другой стороны в	1	2
14	но это конечно не	1	2
15	бы то ни было	2	2
16	мы видим что в	1	2
17	на этот вопрос мы	2	2
18	дело вовсе не в	1	2
19	мы можем сказать что	1	2
20	с большей или меньшей	1	2
21	все дело в том	1	2
22	после того как он	2	2
23	и связанные с ними	1	2
24	какой бы то ни	1	2
25	так же как и	1	2
26	сводится к тому чтобы	1	1
27	сих пор мы рассматривали	2	1
28	и в соответствии с	1	1
29	в тех случаях когда	1	1
30	в то время как	3	1
31	что для того чтобы	1	1
32	по существу так как	1	1
33	в своей книге о	1	1
34	то же самое что	2	1
35	до сих пор в	1	1
36	они до сих пор	1	1
37	но все это не	1	1
38	из этого описания мы	1	1
39	не может так как	1	1
40	социальной и культурной жизни	1	1
41	в соответствии с этим	1	1
42	и вместе с тем	2	1
43	что у него родился	1	1
44	большую роль и в	1	1
45	о том как он	1	1
46	в силу того что	1	1
47	только после того как	1	1
48	элементы при всем их	1	1
49	в сопровождении своего отца	1	1
50	в тот момент когда	3	1
51	до сих пор мы	3	1
52	говорят о том что	1	1
53	то мы увидим что	1	1
54	не чем иным как	1	1
55	сказать что и в	1	1
56	в том что он	1	1
57	в том что они	3	1
58	но вместе с тем	1	1
59	с другой стороны с	1	1
60	можно было бы думать	1	1
61	и в средние века	1	1
