N	3gram	Potebnia_M	FransuaR
1	то же время	8	55
2	в то же	8	55
3	как мы уже	1	28
4	в том что	22	27
5	до сих пор	4	27
6	в большинстве случаев	2	22
7	с точки зрения	2	20
8	в этом отношении	2	20
9	для того чтобы	5	17
10	о том что	5	17
11	большей или меньшей	1	16
12	как мы видели	1	16
13	то есть в	1	15
14	но и в	4	15
15	сих пор еще	1	15
16	в большей или	1	15
17	не может быть	7	13
18	дело в том	1	13
19	с одной стороны	4	13
20	на самом деле	4	13
21	с другой стороны	4	12
22	мы уже сказали	1	12
23	все то что	2	11
24	можно сказать что	3	11
25	таким образом и	1	10
26	как и в	3	10
27	в данном случае	3	10
28	не только в	4	10
29	по отношению к	10	9
30	так и в	2	9
31	в свое время	1	9
32	таким образом в	1	8
33	более или менее	6	8
34	его связь с	1	8
35	мы видели что	1	8
36	после того как	2	8
37	в самом деле	1	7
38	в то время	7	7
39	в чем же	1	7
40	и в других	1	7
41	в настоящее время	1	7
42	подобно тому как	3	7
43	не подлежит сомнению	1	7
44	к тому же	1	6
45	за то что	1	6
46	в свою очередь	6	6
47	одной стороны и	1	5
48	до настоящего времени	1	5
49	друг с другом	1	5
50	то же самое	3	5
51	но все это	1	5
52	не было ни	1	5
53	во всяком случае	3	5
54	все это в	1	5
55	и тот же	2	5
56	в том же	2	5
57	в первом случае	2	5
58	потому что он	3	5
59	только то что	1	5
60	в это время	1	5
61	то что в	2	4
62	в собственном смысле	2	4
63	и той же	4	4
64	и все что	1	4
65	в одном из	1	4
66	прежде всего на	1	4
67	таким образом все	1	4
68	на одном из	1	4
69	и то что	3	4
70	во второй половине	1	4
71	что и в	4	4
72	вовсе не в	1	4
73	может быть и	1	4
74	в строгом смысле	1	4
75	одной и той	4	4
76	и не может	1	4
77	и в самом	3	4
78	а следовательно и	1	4
79	конечно не в	1	4
80	один и тот	2	4
81	и как бы	2	3
82	во всем своем	1	3
83	у него в	1	3
84	потому что в	4	3
85	друг от друга	2	3
86	но и с	1	3
87	и вообще в	1	3
88	те же самые	1	3
89	мысли и слова	1	3
90	смысле этого слова	9	3
91	между тем как	4	3
92	не только не	4	3
93	и того же	2	3
94	всего того что	1	3
95	со всех сторон	3	3
96	вместе с тем	5	3
97	как один из	1	3
98	несколько слов об	2	3
99	так и на	1	3
100	ни с одним	1	3
101	как бы ни	4	3
102	что касается до	1	3
103	в себе в	1	3
104	в этом смысле	2	3
105	одного и того	2	3
106	именно потому что	1	3
107	и его связь	1	3
108	и не в	1	3
109	есть не что	1	3
110	здесь как и	1	3
111	и там где	1	3
112	бы то ни	1	3
113	и в том	3	3
114	и в этом	1	3
115	с одним из	1	3
116	заключается в том	1	3
117	бы оно ни	1	3
118	не что иное	1	3
119	что в нем	1	3
120	что иное как	1	3
121	нет и не	1	3
122	со второй половины	1	2
123	том что это	1	2
124	что мы уже	1	2
125	самом деле в	1	2
126	этот образ и	1	2
127	в первый раз	1	2
128	еще не было	1	2
129	не представляется возможным	1	2
130	его отношение к	1	2
131	большую или меньшую	1	2
132	но вряд ли	1	2
133	дело вовсе не	1	2
134	сам по себе	9	2
135	но не только	1	2
136	не потому что	1	2
137	таким образом что	2	2
138	и в общем	1	2
139	в нераздельное единство	1	2
140	далеко не все	3	2
141	и в каждой	2	2
142	оно и не	1	2
143	по этому поводу	1	2
144	то ни было	1	2
145	из того что	1	2
146	имея в виду	1	2
147	в общем не	1	2
148	и потому не	1	2
149	образа и его	1	2
150	нам для понимания	1	2
151	тот же образ	1	2
152	между людьми и	1	2
153	слове и в	1	2
154	и тем же	4	2
155	дает нам право	1	2
156	и может быть	2	2
157	в том чтобы	4	2
158	вместе с нею	1	2
159	там же с	7	2
160	нужно сказать и	1	2
161	то есть когда	1	2
162	то время когда	2	2
163	в них в	1	2
164	не могут быть	3	2
165	можем судить о	1	2
166	никогда не может	1	2
167	притом не только	1	2
168	мы можем судить	1	2
169	можем сказать что	1	2
170	в себе все	1	2
171	время в его	1	2
172	же что и	1	2
173	может быть только	4	2
174	их связь с	1	2
175	таким образом это	1	2
176	все более и	1	2
177	его как бы	1	2
178	вряд ли можно	1	2
179	заметить что в	2	2
180	только тогда когда	11	2
181	на котором мы	1	2
182	второй половины xix	1	2
183	во время своего	1	2
