N	4gram	Voloshinov	Vvedenie
1	в то же время	7	6
2	не что иное как	2	5
3	о том что такое	1	5
4	но в то же	2	3
5	есть не что иное	2	3
6	как мы уже знаем	1	2
7	одно и то же	5	2
8	одной и той же	4	2
9	одного и того же	1	2
10	и для того чтобы	2	1
11	то для того чтобы	1	1
12	одном и том же	2	1
13	и всего того что	1	1
14	и том же лице	1	1
15	в одном и том	1	1
16	в связи с этим	2	1
17	то же самое и	1	1
18	в зависимости от того	2	1
19	но вместе с тем	1	1
20	так а не иначе	1	1
21	то же время служит	1	1
22	в собственном смысле слова	1	1
23	он в то же	1	1
24	уже не только о	1	1
25	на то или иное	1	1
26	связь между языком и	1	1
