N	3gram	Propp_Isto	Problema
1	тем не менее	6	56
2	о том что	5	39
3	в том что	4	37
4	и т д	36	33
5	то же самое	1	30
6	в связи с	6	29
7	в данном случае	2	28
8	во всяком случае	1	25
9	с другой стороны	10	25
10	с точки зрения	1	25
11	в таком случае	1	23
12	сам по себе	1	21
13	и то что	3	20
14	на то что	3	19
15	для того чтобы	3	17
16	в то же	1	17
17	точно так же	3	16
18	и тем не	2	15
19	как будто бы	1	14
20	до сих пор	7	14
21	не что иное	1	14
22	что иное как	1	14
23	в этом случае	13	14
24	ничего общего с	1	13
25	это значит что	2	13
26	на самом деле	1	13
27	не может быть	6	12
28	можно сказать что	1	12
29	в то время	3	12
30	то время как	3	12
31	есть не что	1	11
32	с одной стороны	7	11
33	по своему содержанию	1	10
34	и тем самым	2	10
35	вместе с тем	7	10
36	только то что	1	10
37	не только в	2	10
38	т д и	1	9
39	так как иначе	1	9
40	может быть и	1	9
41	никак не может	1	8
42	д и т	1	8
43	только в том	1	8
44	может быть только	1	8
45	потому что он	5	8
46	только тогда когда	2	8
47	мы не будем	3	8
48	о том как	4	7
49	но в таком	1	7
50	в чистом виде	1	7
51	но и в	2	7
52	то или иное	1	7
53	с самого начала	1	7
54	иметь в виду	1	7
55	мы находим в	1	7
56	это и есть	1	7
57	только потому что	1	7
58	по себе но	1	6
59	в самом деле	1	6
60	и тем более	1	6
61	и то же	2	6
62	так и в	2	6
63	это то что	1	6
64	не имеет никакого	1	6
65	и в других	1	6
66	на первый план	1	6
67	в том смысле	2	6
68	само по себе	1	6
69	указывает на то	1	5
70	свидетельствует о том	1	5
71	а также и	1	5
72	так же как	10	5
73	том смысле что	1	5
74	того или другого	1	5
75	до н э	1	5
76	в том числе	3	5
77	до некоторой степени	1	5
78	в зависимости от	1	5
79	потому что оно	1	5
80	только в виде	1	5
81	одно и то	2	5
82	не менее в	1	5
83	что в нем	1	5
84	же как и	4	5
85	на том что	3	4
86	дело не в	1	4
87	мы еще не	1	4
88	несмотря на всю	1	4
89	том числе и	2	4
90	и вместе с	3	4
91	но все же	6	4
92	в одном случае	1	4
93	и потому что	1	4
94	мы видели выше	1	4
95	в том чтобы	2	4
96	этой точки зрения	2	4
97	все же не	1	4
98	это уже не	2	4
99	даже если бы	2	4
100	вопрос о том	1	4
101	еще и потому	1	4
102	это было бы	1	4
103	и в виде	1	4
104	в этих случаях	7	4
105	в это время	2	4
106	не потому что	2	4
107	как мы видели	2	4
108	подобно тому как	2	4
109	во всех этих	2	4
110	то обстоятельство что	1	4
111	в таких случаях	2	4
112	одной стороны и	1	3
113	чем перейти к	2	3
114	то что он	2	3
115	бы мы ни	1	3
116	все еще не	1	3
117	дело вовсе не	1	3
118	в отличие от	1	3
119	то что у	1	3
120	не имеют никакого	1	3
121	но это не	2	3
122	в тех случаях	1	3
123	как и вообще	1	3
124	то что и	1	3
125	что не только	1	3
126	как и в	4	3
127	то что здесь	1	3
128	здесь мы имеем	4	3
129	об этом мы	1	3
130	тех случаях когда	1	3
131	но уже в	2	3
132	не сам по	1	3
133	с тем что	1	3
134	как мы увидим	4	3
135	тем что он	3	3
136	что может быть	1	3
137	что и в	3	3
138	с этой точки	2	3
139	мы уже видели	2	3
140	по сравнению с	1	3
141	мы увидим ниже	4	3
142	вовсе не в	1	3
143	только тем что	1	3
144	но это только	1	3
145	хотя бы в	1	3
146	если бы мы	3	3
147	то или другое	1	3
148	если не считать	2	3
149	и может быть	1	3
150	от того что	1	3
151	в одно целое	1	3
152	так как они	1	3
153	мы не знаем	2	3
154	ни на какие	1	3
155	после того как	4	3
156	но то что	1	2
157	не только то	1	2
158	к сожалению однако	1	2
159	по отношению к	2	2
160	не говорит о	1	2
161	ничего не говорит	2	2
162	как и его	1	2
163	в частности в	1	2
164	и во всем	1	2
165	не может считаться	1	2
166	что в этом	1	2
167	что представление о	2	2
168	т д все	2	2
169	не только для	1	2
170	мы до сих	2	2
171	это заставляет нас	1	2
172	потому что мы	1	2
173	которые находятся в	1	2
174	а именно на	1	2
175	таким образом в	2	2
176	там где нет	2	2
177	и тем что	1	2
178	мы только что	1	2
179	у древних греков	1	2
180	более высокую ступень	1	2
181	сколько бы мы	1	2
182	все того же	1	2
183	что он не	1	2
184	как мы только	1	2
185	может быть это	1	2
186	а не только	1	2
187	до нас в	1	2
188	мы имеем в	2	2
189	здесь может быть	1	2
190	ни к каким	1	2
191	или в виде	1	2
192	так что он	1	2
193	друг на друга	1	2
194	остается на месте	1	2
195	то же что	1	2
196	что перед нами	1	2
197	не будем здесь	2	2
198	из них не	1	2
199	а не в	1	2
200	что здесь мы	1	2
201	так как он	2	2
202	в свою очередь	1	2
203	и в том	1	2
204	и многие другие	1	2
205	внимание на то	1	2
206	что вовсе не	1	2
207	здесь как и	2	2
208	в нем и	3	2
209	едва ли можно	1	2
210	он может быть	1	2
211	но для нас	1	2
212	хотя бы на	1	2
213	и здесь мы	1	2
214	очень много и	1	2
215	не в виде	1	2
216	что и здесь	1	2
217	у меня в	1	2
218	но тем не	1	2
219	но все еще	1	2
220	и что он	1	2
221	и не только	1	2
222	в себе и	1	2
223	в основе своей	1	2
224	с представлением о	4	1
225	одного из них	1	1
226	т д здесь	1	1
227	быть только тогда	1	1
228	другими словами если	1	1
229	как это установлено	1	1
230	имеются не только	1	1
231	входить в этот	1	1
232	таким образом к	1	1
233	что в ней	1	1
234	в том как	1	1
235	между небом и	1	1
236	здесь как будто	1	1
237	нет необходимости приводить	2	1
238	понимать не только	1	1
239	но эта связь	1	1
240	а не потому	1	1
241	которых идет речь	1	1
242	т д мы	3	1
243	уже никто не	1	1
244	часто в них	1	1
245	но и он	1	1
246	превращается только в	1	1
247	во многих отношениях	1	1
248	человека с землей	1	1
249	представление о них	1	1
250	очень часто в	1	1
251	но при этом	1	1
252	т д в	1	1
253	в тот момент	1	1
254	даже и здесь	1	1
255	этот вопрос мы	1	1
256	с этой стороны	1	1
257	смысле этого слова	1	1
258	речь идет о	1	1
259	приводит нас к	5	1
260	более подробном анализе	1	1
261	этого дерева у	1	1
262	представлением о смерти	1	1
263	и все эти	1	1
264	мы имеем и	4	1
265	по аналогии с	1	1
266	и таким образом	2	1
267	на себя ее	1	1
268	на этот вопрос	2	1
269	в ней не	1	1
270	так как это	1	1
271	но вместе с	4	1
272	только один из	1	1
273	к скале это	1	1
274	и с другой	1	1
275	т д конечно	1	1
276	таким образом и	1	1
277	к ней и	1	1
