N	3gram	Vygotskiy_	Vladivir
1	в том что	20	29
2	о том что	8	22
3	и то что	3	14
4	в то время	4	13
5	во всяком случае	6	12
6	более или менее	1	11
7	к тому же	2	11
8	не может быть	3	10
9	вместе с тем	3	10
10	с точки зрения	11	10
11	то что он	3	9
12	а также и	1	8
13	на то что	16	8
14	точно так же	3	7
15	это значит что	2	7
16	в это время	1	7
17	так или иначе	1	6
18	как это мы	1	6
19	в данном случае	5	6
20	том что в	1	6
21	в отличие от	1	6
22	с другой стороны	5	6
23	и в этом	6	6
24	никакого отношения к	1	6
25	как мы видели	2	6
26	том что он	3	6
27	он никогда не	1	5
28	и в том	1	5
29	то что в	5	5
30	то время как	3	5
31	можно сказать что	1	4
32	как мы уже	1	4
33	для того чтобы	17	4
34	в этом отношении	1	4
35	сам по себе	2	4
36	и вместе с	3	4
37	мы увидим ниже	2	4
38	что в этом	2	4
39	то это значит	1	4
40	и т д	6	4
41	в том чтобы	2	4
42	заключается в том	10	4
43	не что иное	1	4
44	мы будем говорить	1	4
45	можно было бы	6	4
46	что иное как	1	4
47	с одной стороны	6	4
48	также и в	1	4
49	что он не	4	3
50	ни в каком	2	3
51	а не к	1	3
52	в самом деле	29	3
53	не в том	2	3
54	потому что в	2	3
55	мы знаем что	2	3
56	в том случае	4	3
57	ничего общего с	2	3
58	свидетельствует о том	1	3
59	а с другой	1	3
60	а в том	1	3
61	и как мы	1	3
62	не только не	3	3
63	по этому поводу	1	3
64	это вовсе не	1	3
65	к тому что	5	3
66	только то что	3	3
67	в свою очередь	3	3
68	не имеет никакого	3	3
69	несмотря на все	1	3
70	только в том	5	3
71	и в частности	1	3
72	так что в	1	3
73	с самого начала	10	3
74	что несмотря на	1	3
75	в согласии с	1	3
76	нам кажется что	1	3
77	так же как	2	2
78	но только в	1	2
79	и тот же	1	2
80	то что с	2	2
81	мы уже видели	1	2
82	до некоторой степени	1	2
83	в таком случае	1	2
84	мы сейчас увидим	1	2
85	что у него	2	2
86	и в конце	2	2
87	до сих пор	6	2
88	и к его	1	2
89	том и заключается	1	2
90	с ним в	2	2
91	бросается в глаза	2	2
92	не так уж	1	2
93	и в своих	2	2
94	из них не	1	2
95	мы уже знаем	2	2
96	не имеет ничего	1	2
97	ясно и просто	1	2
98	имел в виду	1	2
99	так как он	1	2
100	для нас важно	1	2
