N	2gram	Bakhtin_Pr	slovoVRo
1	и в	59	92
2	в романе	12	89
3	то есть	64	64
4	может быть	38	59
5	и его	21	59
6	в нем	38	59
7	и не	66	51
8	не только	26	44
9	не может	31	41
10	но и	22	39
11	до конца	11	37
12	в этом	40	36
13	а не	30	34
14	во всех	8	32
15	точки зрения	36	30
16	так и	13	30
17	могут быть	5	29
18	и др	1	29
19	в пределах	13	29
20	в его	44	27
21	в роман	1	27
22	романного жанра	1	26
23	слова в	4	26
24	все это	12	25
25	как бы	40	24
26	слова и	2	24
27	слово в	3	24
28	то же	15	23
29	чужим словом	1	23
30	и на	15	22
31	в сущности	11	21
32	как в	10	21
33	не в	10	21
34	вовсе не	13	21
35	в процессе	4	20
36	в то	15	20
37	его слово	2	19
38	прежде всего	17	19
39	с чужим	2	19
40	как мы	10	19
41	с ним	13	18
42	как и	21	18
43	же время	10	18
44	себя в	5	18
45	или иной	3	18
46	таким образом	22	17
47	оно не	2	17
48	и даже	4	17
49	все же	9	17
50	в основе	6	17
51	в истории	3	17
52	все эти	12	17
53	в большинстве	3	17
54	при этом	5	16
55	в них	5	16
56	к своему	1	16
57	отличие от	3	16
58	но в	7	16
59	в той	9	15
60	и с	10	15
61	человек и	2	15
62	с точки	21	15
63	со своим	4	15
64	той или	3	15
65	там где	12	15
66	романа и	5	14
67	только в	15	14
68	в отличие	3	14
69	так сказать	8	14
70	в особенности	2	13
71	отношении к	3	13
72	в слове	1	13
73	авторской речи	2	13
74	европейского романа	4	13
75	иной степени	2	13
76	это не	13	13
77	с другой	3	13
78	с его	14	13
79	точка зрения	14	13
80	чужих слов	2	13
81	рядом с	16	13
82	и следовательно	7	13
83	и для	5	13
84	и к	5	12
85	в отношении	3	12
86	еще не	11	12
87	во всяком	5	12
88	художественного изображения	4	12
89	слово как	1	12
90	никогда не	19	12
91	и потому	9	12
92	или в	2	12
93	словом и	2	12
94	точек зрения	5	12
95	а в	9	12
96	отношение к	4	12
97	и наконец	5	12
98	один из	4	11
99	роман и	1	11
100	в этих	5	11
101	большинстве случаев	3	11
102	с ними	3	11
103	чужое слово	2	11
104	для него	23	11
105	с одной	1	11
106	всех его	1	11
107	на его	7	11
