N	3gram	Vygotskiy_	Myslijsy
1	в том что	33	47
2	по отношению к	19	26
3	не может быть	4	19
4	тем не менее	1	18
5	только тогда когда	2	17
6	сам по себе	1	14
7	само по себе	2	14
8	в свою очередь	4	14
9	от того что	6	13
10	в том смысле	1	13
11	в то же	1	13
12	более или менее	1	12
13	смысле этого слова	2	12
14	с другой стороны	8	12
15	до сих пор	3	12
16	только в том	2	12
17	во всяком случае	2	12
18	для того чтобы	20	11
19	сами по себе	1	11
20	подобно тому как	6	11
21	в то время	4	10
22	с одной стороны	10	10
23	то что я	1	10
24	потому что в	4	9
25	одного и того	8	9
26	и того же	8	9
27	то и другое	2	9
28	на то что	5	9
29	но и в	1	9
30	о том что	7	9
31	мы не можем	2	9
32	не могут быть	3	9
33	что и в	1	9
34	так и в	1	8
35	вместе с тем	4	8
36	на самом деле	3	8
37	в этом случае	5	8
38	с тем что	3	8
39	в этом смысле	5	7
40	и то же	1	7
41	не только не	7	7
42	сама по себе	4	7
43	с точки зрения	12	7
44	можно сказать что	7	7
45	не в состоянии	6	7
46	и той же	3	7
47	одно и то	1	7
48	одной и той	3	7
49	не только в	1	7
50	и как бы	1	6
51	друг от друга	5	6
52	вместе с этим	1	6
53	то же самое	7	6
54	и может быть	1	6
55	с самого начала	8	6
56	не было бы	1	6
57	после того как	1	6
58	тем и другим	1	5
59	в этом слове	1	5
60	то же что	1	5
61	таким образом что	2	5
62	и таким образом	1	5
63	к тому что	5	5
64	не то что	4	5
65	не только по	1	5
66	потому что хотя	1	5
67	то что в	1	5
68	таким образом в	2	5
69	что если бы	1	5
70	и то что	6	5
71	мы видели что	2	4
72	что мы не	1	4
73	и тот же	5	4
74	в том же	1	4
75	но и по	1	4
76	том смысле что	1	4
77	в собственном смысле	2	4
78	с этой точки	7	4
79	что только в	2	4
80	все более и	3	4
81	в данном случае	3	4
82	между тем и	1	4
83	в том и	1	4
84	тем что мы	2	4
85	в том чтобы	3	4
86	один и тот	5	4
87	что не только	1	4
88	могут быть названы	1	4
89	более и более	3	4
90	на этот вопрос	5	4
91	тех и других	5	4
92	не что иное	2	4
93	так что в	2	4
94	с таким образом	1	4
95	и что в	2	4
96	что иное как	2	4
97	в этом отношении	7	4
98	вопрос о том	4	4
99	в том виде	1	4
100	то время как	4	4
101	это было бы	1	4
102	что он не	3	3
103	как и во	1	3
104	одной стороны и	2	3
105	в одном и	1	3
106	в применении к	1	3
107	и связанное с	1	3
108	потому что оно	1	3
109	говоря уже о	1	3
110	имеет свою историю	1	3
111	это не значит	1	3
112	том что он	3	3
113	ничего общего с	3	3
114	в первом случае	2	3
115	и тем самым	3	3
116	а потому что	2	3
117	в связи с	6	3
118	бы то ни	1	3
119	потому что и	2	3
120	на каждом шагу	3	3
121	таким образом мы	2	3
122	которые не могут	1	3
123	равно как и	1	3
124	заключается в том	12	3
125	того что мы	2	3
126	это не так	1	3
127	и что только	1	3
128	внимание на то	1	3
129	именно то что	3	3
130	когда мы говорим	2	3
131	же следует сказать	1	3
132	то же следует	1	3
133	из того что	4	3
134	состоит не в	1	3
135	потому что он	7	3
136	не говоря уже	1	3
137	можно было бы	8	3
138	не подлежит сомнению	1	3
139	но во всяком	1	3
140	этой точки зрения	7	3
141	мы увидим что	1	3
142	нам остается только	2	3
143	что первое слово	1	3
144	потому что я	1	2
145	только по мере	1	2
146	но вместе с	3	2
147	о том как	3	2
148	и многие другие	1	2
149	чтобы понять что	1	2
150	и тогда когда	1	2
151	вопрос что такое	1	2
152	если же мы	1	2
153	потому что его	1	2
154	отношение слова к	1	2
155	мы говорим о	2	2
156	в первый раз	1	2
157	на вопрос как	1	2
158	в чем состоит	1	2
159	но не связь	1	2
160	на нее как	1	2
161	друг на друга	2	2
162	образования и развития	1	2
163	то что она	1	2
164	но при этом	2	2
165	и при этом	1	2
166	если скажем что	1	2
167	мы старались показать	1	2
168	в его сознании	1	2
169	есть прежде всего	1	2
170	а тем более	1	2
171	не иначе как	3	2
172	так как вообще	1	2
173	мы должны будем	1	2
174	мысли с другой	1	2
175	так как во	1	2
176	что во всех	1	2
177	можем представить себе	1	2
178	этом случае мы	1	2
179	тем самым и	1	2
180	и по отношению	1	2
181	что это не	1	2
182	имеет дело с	1	2
183	что происходит в	1	2
184	состоит в том	7	2
185	но все же	2	2
186	только то что	2	2
187	то ни было	1	2
188	это значит что	4	2
189	тем самым мы	1	2
190	в этом деле	1	2
191	можем ли мы	1	2
192	можно видеть из	1	2
193	так как в	1	2
194	же самое что	2	2
195	и не может	3	2
196	мы имеем дело	2	2
197	в этом последнем	1	2
198	на вопрос что	1	2
199	с потому что	1	2
200	в этих случаях	1	2
201	на все остальные	1	2
202	мы не имеем	1	2
203	друг к другу	3	2
204	не только для	1	2
205	и потому что	1	2
206	тем что в	1	2
207	мы говорим что	2	2
208	не есть нечто	1	2
209	не нуждается в	1	2
210	а не как	2	2
211	и в отношении	1	2
212	в свое время	2	2
213	на вопрос почему	1	2
214	в разной мере	1	2
215	к тому чтобы	4	2
216	и тем более	2	2
217	в своем развитии	7	2
218	во внимание что	1	2
219	теории и практики	1	2
220	то что прежде	1	2
221	с каким мы	2	2
222	нечто такое что	1	2
223	не можем представить	1	2
224	слова потому что	1	2
225	заключить что в	1	2
226	так же как	9	2
227	связанное с ним	1	2
228	к которому мы	1	2
229	все эти признаки	1	2
230	тогда когда оно	1	2
231	как мы видели	4	2
232	они ни были	1	2
233	что все эти	1	2
234	что мы его	1	2
235	в связь с	1	2
236	было бы совершенно	1	2
237	мы могли бы	15	2
238	таким образом можно	1	2
239	и не только	1	2
240	на котором она	1	2
241	мысль что в	1	1
242	то что нам	1	1
243	в каком отношении	1	1
244	потому что или	1	1
245	не может понять	1	1
246	в самом деле	6	1
247	мере в какой	3	1
248	с тем мы	1	1
249	тогда когда мысль	1	1
250	так же невозможно	2	1
251	заключается именно в	1	1
252	а не на	2	1
253	потому что эта	2	1
254	мы действительно видим	1	1
255	о котором мы	1	1
256	родного языка и	4	1
257	играть в шахматы	1	1
258	чем перейти к	2	1
259	но мы видели	1	1
260	есть большая разница	1	1
261	тем что должно	2	1
262	известной связи с	1	1
263	без влияния на	1	1
264	вытекает непосредственно из	1	1
265	и на все	1	1
266	не только потому	1	1
267	большая разница между	1	1
268	в той мере	3	1
269	так как между	1	1
270	в той же	3	1
271	внутренней связи с	1	1
272	то что он	3	1
273	к другому в	1	1
274	и по способу	1	1
275	для одного и	1	1
276	для обозначения одного	1	1
277	явления тогда как	1	1
278	того объяснения которое	1	1
279	как же это	1	1
280	этой деятельности мы	1	1
281	будет видно из	1	1
282	что если в	1	1
283	что и взрослый	2	1
284	на том что	1	1
285	которое может быть	1	1
286	по сравнению с	9	1
287	следует сказать об	1	1
288	и в первом	1	1
289	один из них	2	1
290	того что происходит	1	1
291	но и то	1	1
292	понятие о предмете	1	1
293	примем что в	1	1
294	которые необходимо должны	1	1
295	с психологической стороны	1	1
296	психологической точки зрения	2	1
297	что оно способно	1	1
298	точки зрения так	1	1
299	и со стороны	1	1
300	потому что очевидно	1	1
301	самой своей природе	2	1
302	его отношение к	3	1
303	что если ребенок	1	1
304	потому должно быть	1	1
305	не можем не	1	1
306	жизни таким образом	1	1
307	того же в	1	1
308	ответить на этот	1	1
309	не имеют между	1	1
310	в том числе	2	1
311	не могут иметь	1	1
312	не отличается от	1	1
313	другой стороны нет	1	1
314	потому что она	1	1
315	имеет никакого значения	1	1
316	он сам не	1	1
317	на вопрос о	4	1
318	не совпадает с	1	1
319	но и с	1	1
320	так что к	1	1
321	а не наоборот	1	1
322	как мы уже	2	1
323	не может себе	1	1
324	за ходом развития	1	1
325	прежде чем перейти	2	1
326	кроме того что	2	1
327	мы знаем что	2	1
328	остается только сказать	1	1
329	сказать что в	1	1
330	связи с ним	1	1
331	из которых один	1	1
332	как мы видим	1	1
333	самого себя это	1	1
334	что он в	1	1
335	возможно только при	1	1
336	бы то же	1	1
337	не говорит нам	1	1
338	той и другой	1	1
339	то столь же	1	1
340	способно не только	1	1
341	следует ожидать что	1	1
342	то положение что	1	1
343	том числе и	2	1
344	один из основных	1	1
345	между этими двумя	2	1
346	и на вопрос	1	1
347	и не с	1	1
348	на отношение между	1	1
349	но мы должны	2	1
350	не может объяснить	2	1
351	в отличие от	3	1
352	не только те	1	1
353	что они не	1	1
354	той мере в	3	1
355	по мере своего	2	1
356	образом мы видим	1	1
357	к тому же	1	1
358	понятия и не	1	1
359	что именно в	2	1
360	так как это	3	1
361	есть не что	2	1
362	не там где	1	1
363	своего собственного развития	1	1
364	представляет себе этот	1	1
365	они имеют в	1	1
366	было бы предположить	1	1
367	сливаются друг с	1	1
368	свою очередь не	2	1
369	в образовании понятия	2	1
370	этого слова а	1	1
371	имеет место то	1	1
372	в действительности и	1	1
373	то что только	1	1
374	к вопросу о	1	1
375	ничего не может	1	1
376	он основывает свою	1	1
377	с психологической точки	1	1
378	мы думаем что	1	1
379	таким образом и	1	1
380	что на деле	1	1
381	по самой своей	2	1
382	в чем заключается	2	1
383	когда ребенок впервые	2	1
384	собственном смысле этого	1	1
385	в этой теории	2	1
386	одной точке в	1	1
387	и вопрос о	1	1
388	мысли к мысли	1	1
389	понятий и их	1	1
390	слова и его	1	1
391	такие понятия как	1	1
392	о предмете и	1	1
393	того что у	1	1
394	того что он	3	1
395	что с одной	1	1
396	к этому что	1	1
397	чем то что	1	1
398	для него значение	1	1
399	каждом шагу в	1	1
400	к тем же	1	1
401	слова что и	1	1
402	но не те	1	1
403	его мысль на	1	1
404	ответить на вопрос	2	1
405	не имеет места	2	1
406	значении этого слова	1	1
407	того что при	1	1
408	обозначения одного и	1	1
409	и в понимании	1	1
410	несмотря на свою	1	1
411	если так то	1	1
412	то окажется что	1	1
413	мысли в которой	1	1
414	и образование новых	1	1
415	заметим только что	1	1
416	как нам представляется	1	1
417	место между двумя	1	1
418	она так же	1	1
419	животных и человека	2	1
420	такое же значение	1	1
421	того времени когда	1	1
422	как это часто	1	1
423	что то что	1	1
424	в мысли в	1	1
425	что в действительности	2	1
426	в этом заключается	2	1
427	значение только в	1	1
428	друг с другом	10	1
429	и ту же	1	1
430	с которыми оно	1	1
431	таким образом все	1	1
432	слова к мысли	1	1
433	со всеми остальными	1	1
434	от нее а	1	1
435	что не всякое	1	1
436	и вместе с	1	1
437	мы до сих	1	1
438	в силу этого	1	1
439	из себя создает	1	1
440	будет походить на	1	1
441	на этом основано	1	1
442	на основании данных	1	1
443	именно тем что	1	1
444	время как в	1	1
445	таким образом получается	1	1
446	не так что	1	1
447	может быть совершенно	1	1
448	то в этом	1	1
449	и в процессе	1	1
450	и относится к	1	1
451	как один из	1	1
452	именно потому что	3	1
453	без всяких усилий	1	1
454	слова во всяком	1	1
455	так то необходимо	1	1
456	трудная и сложная	1	1
457	если бы она	1	1
458	фактом таким образом	1	1
459	тому как слово	1	1
460	образования понятия и	1	1
461	что сила и	2	1
462	прибавим к этому	1	1
463	во всем ее	1	1
464	те же самые	4	1
465	пути развития и	1	1
466	в настоящее время	2	1
467	что совершается в	1	1
468	слово указывает на	1	1
469	происходит но не	1	1
470	чтобы ответить на	1	1
471	он видит только	1	1
472	к этим последним	1	1
473	под влиянием того	1	1
474	не имеет никакого	1	1
475	подлежит сомнению и	1	1
476	в процессе образования	2	1
477	лежащие в ее	1	1
478	другому в этом	1	1
479	же что сказать	1	1
480	в единстве с	1	1
481	имеющие ничего общего	1	1
482	не имеющие ничего	1	1
483	ничего общего между	1	1
484	того как он	2	1
485	путь по которому	1	1
486	что мы имеем	1	1
487	объяснение не только	1	1
488	там где есть	1	1
489	говорит нам о	1	1
490	что в сущности	1	1
491	в известной связи	1	1
492	тому как в	3	1
493	и каждое из	1	1
494	отношению к ним	1	1
495	и во всей	1	1
496	мы будем иметь	2	1
497	понятия потому что	2	1
498	нечто такое чего	1	1
499	это и не	1	1
500	таким образом как	1	1
501	потому что если	1	1
502	представляется нам не	1	1
503	том в чем	1	1
504	те или другие	1	1
505	тогда когда это	1	1
506	то этим самым	1	1
507	развития так и	1	1
508	что самый процесс	1	1
509	того как они	1	1
