N	2gram	Voloshinov	VeschiIm
1	не есть	2	79
2	и не	4	57
3	не только	7	48
4	то что	3	48
5	не может	8	46
6	и в	16	45
7	и есть	3	40
8	может быть	17	39
9	а не	1	37
10	что я	1	26
11	было бы	2	24
12	только в	4	23
13	что она	1	23
14	сказать что	7	22
15	в смысле	1	22
16	и что	1	22
17	как бы	5	20
18	что такое	5	20
19	что это	2	19
20	что же	1	19
21	с нею	2	19
22	но и	4	19
23	и ее	4	19
24	в этом	9	18
25	все же	1	18
26	так как	4	17
27	что мы	2	17
28	прежде всего	9	17
29	и это	6	17
30	таким образом	9	16
31	оно есть	1	16
32	как раз	1	16
33	как и	2	15
34	уже не	1	15
35	в том	3	15
36	в ней	1	15
37	но это	2	14
38	и то	1	14
39	в самом	2	13
40	не будет	2	13
41	том что	3	13
42	есть и	2	13
43	и для	2	13
44	это и	1	13
45	в себя	1	13
46	то ни	1	13
47	что в	3	12
48	и с	8	12
49	бы то	1	12
50	то же	2	12
51	и даже	4	12
52	есть то	1	12
53	о том	2	12
54	еще не	5	12
55	не что	1	12
56	если мы	2	12
57	точки зрения	8	12
58	но если	1	12
59	ничего не	1	12
60	что они	1	12
61	что иное	1	12
62	ни было	2	12
63	совершенно не	8	12
64	что и	2	12
65	между собою	2	12
66	и как	3	12
67	смысл и	1	12
68	вещей и	1	12
69	иное как	1	12
70	и их	4	11
71	не менее	2	11
72	себя в	1	11
73	и пр	12	11
74	ни в	5	11
75	что не	2	11
76	вовсе не	1	11
77	и только	9	11
78	по крайней	3	10
79	в чем	5	10
80	крайней мере	3	10
81	что оно	2	10
82	с ее	4	10
83	есть ли	1	10
84	я и	6	9
85	с ним	2	9
86	со стороны	1	9
87	то и	1	9
88	хотя бы	4	9
89	говорить о	2	9
90	у нас	1	9
91	она не	1	9
92	другими словами	2	9
93	но не	1	9
94	и его	8	9
95	как с	2	8
96	если бы	1	8
97	с тем	1	8
98	что он	2	8
99	себя и	2	8
100	отличается от	1	8
101	в свете	1	8
102	по сравнению	3	8
103	но в	4	8
104	мы не	2	8
105	мы имеем	1	8
106	для него	6	8
107	все это	4	8
108	с другими	3	8
109	его в	4	8
110	только и	2	8
111	и потому	3	8
112	в философии	1	8
113	даже не	3	8
114	с другой	1	8
115	можно сказать	4	8
116	что есть	1	8
117	отнюдь не	4	8
118	с этой	2	7
119	в сущности	1	7
120	оно не	2	7
121	самом деле	6	7
122	все эти	5	7
123	сравнению с	3	7
124	с самой	1	7
125	можно ли	1	7
126	без всякого	1	7
127	мог бы	1	7
128	вообще не	2	7
129	я не	1	7
130	от того	1	7
131	а в	3	7
132	с чем	1	7
133	в разных	1	6
134	их в	3	6
135	в своей	2	6
136	в каком	2	6
137	в данном	1	6
138	в одном	3	6
139	как я	1	6
140	момент в	2	6
141	одна из	1	6
142	ее не	1	6
143	вопрос о	1	6
144	на почве	1	6
145	несмотря на	1	6
146	с точки	6	6
147	эти две	1	6
148	дело в	1	6
149	быть только	1	6
150	между ними	3	6
151	в нем	4	6
152	и вообще	2	6
153	должны быть	1	6
154	можно было	1	6
155	как мы	4	6
156	жизни и	3	6
157	и все	4	6
158	никогда не	2	6
159	все что	4	5
160	как это	3	5
161	один из	2	5
162	и здесь	1	5
163	даже и	1	5
164	со всем	1	5
165	тогда когда	1	5
166	мысли и	4	5
167	подобно тому	1	5
168	себя с	1	5
169	в жизни	2	5
170	вместе с	3	5
171	в свою	1	5
172	быть не	1	5
173	нет и	2	5
174	нечто третье	1	5
175	того же	2	5
176	о ней	1	5
177	только не	1	5
178	во всех	3	5
179	мы видим	2	5
180	и мы	2	5
181	в его	4	5
182	хотя и	1	5
183	а это	1	5
184	от всех	1	5
185	по смыслу	1	5
186	или что	1	5
187	тому как	1	5
188	мы должны	1	5
189	на это	1	5
190	что для	1	5
191	для этого	2	5
192	образом и	1	4
193	еще более	1	4
194	говорит о	1	4
195	сводится к	2	4
196	этой точки	1	4
197	есть в	2	4
198	метода и	2	4
199	с ними	4	4
200	с этим	2	4
201	во всяком	3	4
202	его и	1	4
203	реальности и	3	4
204	не существует	2	4
205	в основе	3	4
206	того чтобы	1	4
207	так чтобы	1	4
208	явления и	1	4
209	есть прежде	1	4
210	так же	2	4
211	и еще	1	4
212	она может	1	4
213	находится в	2	4
214	нею и	1	4
215	тот же	1	4
216	и вот	3	4
217	к себе	3	4
218	в качестве	1	4
219	так и	4	4
220	однако не	1	4
221	и притом	3	4
222	нужно только	1	4
223	и эта	1	4
224	в конце	1	4
225	и оно	3	4
226	что только	1	4
227	мы можем	9	4
228	на этом	3	4
229	он не	2	4
230	оно и	2	4
231	и сам	1	4
232	только то	2	4
233	в этой	4	4
234	отношение к	5	4
235	этого метода	1	4
236	и о	2	4
237	главным образом	1	4
238	только что	1	3
239	на ее	1	3
240	случае не	1	3
241	из того	1	3
242	нас в	1	3
243	быть может	2	3
244	в своих	1	3
245	что угодно	1	3
246	отношения к	3	3
247	жизни в	1	3
248	не имеет	1	3
249	по самому	1	3
250	к тому	1	3
251	чем бы	1	3
252	от этого	1	3
253	но оно	3	3
254	применении к	1	3
255	но даже	1	3
256	одной стороны	1	3
257	у меня	1	3
258	для меня	2	3
259	только на	3	3
260	как некое	1	3
261	но именно	1	3
