N	2gram	Vygotskiy_	Dialekti
1	не есть	5	181
2	и не	16	120
3	по себе	11	79
4	а не	7	78
5	и в	38	77
6	точки зрения	27	72
7	может быть	25	71
8	не только	16	66
9	значит что	6	61
10	то что	27	59
11	это значит	6	54
12	не может	11	53
13	и даже	4	47
14	с точки	11	46
15	что это	8	46
16	есть нечто	1	46
17	так как	19	46
18	потому что	14	45
19	не просто	3	44
20	как бы	17	43
21	и что	15	42
22	ни в	12	42
23	не имеет	3	41
24	вовсе не	5	41
25	в том	59	40
26	в этом	35	39
27	то же	18	39
28	что такое	1	39
29	что она	7	38
30	это есть	1	38
31	в себе	9	38
32	что он	13	37
33	том что	44	37
34	прежде всего	6	37
35	так что	3	36
36	это не	5	36
37	что в	31	34
38	в нем	4	34
39	и все	5	33
40	того что	17	33
41	но и	9	32
42	ясно что	4	31
43	все это	8	31
44	сказать что	10	30
45	отнюдь не	6	30
46	и как	11	30
47	было бы	15	29
48	так и	11	29
49	как и	20	28
50	никогда не	11	27
51	в виду	4	26
52	не в	10	26
53	сама по	1	26
54	есть и	2	26
55	говорить о	1	25
56	и то	9	25
57	есть не	1	25
58	но это	7	24
59	если бы	12	24
60	таким образом	36	23
61	в то	5	23
62	это и	1	23
63	что оно	8	23
64	но что	3	22
65	я не	1	22
66	что не	1	21
67	в чем	2	21
68	личности и	1	21
69	она не	1	21
70	и с	5	20
71	о том	6	20
72	что и	14	20
73	что все	2	20
74	в таком	4	20
75	только в	16	20
76	в каком	3	20
77	совершенно не	1	20
78	уже не	3	20
79	как раз	1	20
80	и вообще	1	20
81	в самом	8	19
82	не менее	8	19
83	не существует	1	19
84	в своем	9	19
85	и притом	1	19
86	и это	7	19
87	как это	16	19
88	тогда когда	10	19
89	что мы	18	19
90	и его	5	19
91	хотя бы	2	18
92	не что	2	18
93	с другой	11	18
94	что иное	2	18
95	ни на	3	18
96	что же	1	18
97	иное как	2	18
98	можно сказать	2	17
99	в сущности	3	17
100	той или	2	17
101	должно быть	3	17
102	в основе	32	17
103	он есть	1	17
104	но если	2	17
105	кроме того	1	16
106	одно и	7	16
107	к нему	1	16
108	только не	2	16
109	тем не	6	16
110	или не	1	16
111	сам по	2	16
112	само по	3	16
113	в своей	9	16
114	да и	1	16
115	конечно не	1	16
116	мы не	14	16
117	об этом	2	16
118	другими словами	3	16
119	же и	2	15
120	только что	5	15
121	все же	11	15
122	так же	26	15
123	то в	3	15
124	и мы	2	15
125	несмотря на	1	15
126	мы уже	8	15
127	но только	3	15
128	не мешает	1	15
129	самом деле	4	15
130	хотя и	2	15
131	в виде	4	15
132	также и	3	15
133	на то	7	15
134	или нет	2	14
135	а именно	1	14
136	даже и	1	14
137	с ним	4	14
138	и ее	1	14
139	и потому	2	14
140	и только	4	14
141	и к	9	13
142	говорит о	1	13
143	другой стороны	5	13
144	отличается от	5	13
145	что именно	3	13
146	не то	1	13
147	что они	23	13
148	время как	5	13
149	и следовательно	1	13
150	в смысле	9	13
151	он не	6	13
152	и та	1	13
153	в силу	9	13
154	с ее	5	13
155	но в	4	13
156	мы находим	3	13
157	в ней	3	13
158	именно в	6	12
159	с этим	6	12
160	вопрос о	2	12
161	не говорит	1	12
162	но как	4	12
163	но не	7	12
164	даже не	1	12
165	могут быть	9	12
166	не могут	5	12
167	перед нами	15	12
168	еще не	6	12
169	и тогда	2	12
170	все равно	4	12
171	все эти	9	12
172	тем более	2	12
173	и может	4	12
174	а в	7	12
175	что если	3	11
176	в них	3	11
177	как только	1	11
178	в данном	1	11
179	только на	2	11
180	не о	1	11
181	и тем	8	11
182	из них	5	11
183	тех или	1	11
184	оно есть	1	11
185	есть ли	1	11
186	та же	3	11
187	себе не	1	11
188	мы говорим	1	11
189	от того	8	11
190	ничем не	2	11
191	мы имеем	6	11
192	или в	4	11
193	есть в	1	11
194	нисколько не	3	11
195	мы должны	15	11
196	только то	1	11
197	в одну	1	11
198	во всем	7	10
199	с этой	6	10
200	одно из	2	10
201	в результате	6	10
