N	3gram	Vygotskiy_	NovoeSre
1	в высшей степени	3	6
2	не может быть	4	4
3	подобно тому как	6	3
4	не значит что	1	3
5	вопрос о том	4	2
6	в том и	1	2
7	вместе с тем	4	2
8	равно как и	1	2
9	так же как	9	2
10	в этом смысле	5	2
11	когда мы говорим	2	2
12	с одной стороны	10	2
13	с другой стороны	8	2
14	это не значит	1	2
15	сами по себе	1	1
16	того же процесса	1	1
17	в том что	33	1
18	до сих пор	3	1
19	я не могу	1	1
20	в ней нет	1	1
21	тому как в	3	1
22	в такой же	3	1
23	и потому что	1	1
24	что совершается в	1	1
25	вообще не существует	1	1
26	и для другого	1	1
27	в зависимости от	2	1
28	что в силу	1	1
29	что он может	3	1
30	по своей природе	2	1
31	не только потому	1	1
32	том числе и	2	1
33	можно было бы	8	1
34	и вместе с	1	1
35	такой же мере	3	1
36	то что он	3	1
37	говорит что в	1	1
38	то это есть	1	1
39	не только в	1	1
40	но и в	1	1
41	бы сказать что	3	1
42	не может остаться	1	1
43	в том чтобы	3	1
44	в том смысле	1	1
45	в отличие от	3	1
46	мы говорим что	2	1
47	своей природе и	1	1
48	не менее чем	1	1
49	есть прежде всего	1	1
50	о том что	7	1
51	же как и	2	1
52	что в этом	1	1
53	и того же	8	1
54	по своему строению	1	1
55	не знает что	3	1
56	не могут быть	3	1
57	мы говорим о	2	1
58	было бы сказать	1	1
59	то что в	1	1
60	переход к новому	1	1
61	мы всегда должны	1	1
62	во всяком случае	2	1
63	нет у него	1	1
64	в том числе	2	1
65	к вопросу о	1	1
66	совершенно так же	1	1
67	это значит что	4	1
68	в своем развитии	7	1
69	и на их	1	1
70	в то время	4	1
71	то время как	4	1
72	в известном смысле	7	1
73	в переходе от	1	1
74	и не может	3	1
75	одного и того	8	1
76	к жизни и	1	1
