N	2gram	Losev_Dial	Formalny
1	и в	34	95
2	т е	72	94
3	и не	50	78
4	может быть	30	66
5	в этом	14	61
6	не может	29	57
7	и пр	16	53
8	вовсе не	18	53
9	таким образом	14	52
10	и его	8	51
11	так и	11	50
12	точки зрения	43	47
13	в нем	7	42
14	в его	6	42
15	прежде всего	20	41
16	с точки	25	40
17	как и	14	39
18	и т	41	37
19	в самом	9	35
20	не в	11	35
21	а не	39	34
22	в процессе	2	34
23	но и	14	33
24	то же	9	32
25	самом деле	7	32
26	не только	35	30
27	в пределах	1	28
28	в том	17	26
29	отнюдь не	16	26
30	если бы	10	26
31	то что	25	25
32	при этом	7	24
33	в своей	4	24
34	на почве	1	24
35	на самом	2	24
36	было бы	13	23
37	связи с	3	23
38	в ней	4	23
39	в то	9	22
40	и ее	8	22
41	и с	10	21
42	что в	12	21
43	в истории	7	21
44	как бы	19	21
45	между ними	1	20
46	с тем	4	20
47	не менее	11	20
48	как мы	4	20
49	и от	4	20
50	же время	5	20
51	место в	2	20
52	в их	2	20
53	по себе	31	19
54	художественное произведение	1	19
55	хотя бы	9	19
56	т д	38	19
57	не могут	6	19
58	все это	13	19
59	все же	4	18
60	в связи	3	18
61	т п	1	18
62	должна быть	11	18
63	только в	10	18
64	и все	17	18
65	с его	7	18
66	все эти	4	18
67	и их	1	18
68	именно как	3	17
69	как раз	11	17
70	как в	2	17
71	во всяком	5	16
72	с другой	5	16
73	так же	7	16
74	всяком случае	3	16
75	в искусстве	1	16
76	совершенно не	6	16
77	потому что	21	16
78	именно в	5	15
79	все время	4	15
80	должно быть	7	15
81	с другими	1	15
82	его в	2	15
83	бы в	5	15
84	во всех	2	15
85	и на	6	15
86	так как	12	15
87	но в	3	15
88	в жизни	4	14
89	только на	8	14
90	в своем	7	14
91	в ее	5	14
92	в этой	3	14
93	что он	18	14
94	вместе с	3	14
95	еще не	7	14
96	если мы	5	14
97	и потому	6	14
98	жизни и	8	14
99	в результате	7	13
100	тем что	5	13
101	что и	8	13
102	ни в	20	13
103	могут быть	5	13
104	независимо от	3	13
105	как таковой	6	13
106	со стороны	5	13
107	что же	12	13
108	того что	22	13
109	она не	10	13
110	а в	3	13
111	там где	1	12
112	уже не	9	12
113	к тому	4	12
114	как это	8	12
115	и здесь	3	12
116	оно не	7	12
117	того чтобы	1	12
118	и для	5	12
119	лишь как	4	12
120	в корне	1	11
121	никогда не	9	11
122	что они	2	11
123	то ни	4	11
124	зависимости от	4	11
125	они не	3	11
126	это и	12	11
127	для него	4	11
128	этом отношении	2	11
129	в основе	6	11
130	в общем	1	11
131	но не	3	11
132	слова и	1	11
133	не как	1	10
134	другой стороны	4	10
135	в своих	3	10
136	в первом	2	10
137	раз и	3	10
138	конечно не	6	10
139	в зависимости	3	10
140	бы то	3	10
141	не было	6	10
142	не есть	95	10
143	действительности и	1	10
144	он не	8	10
145	если же	8	10
146	с ее	10	10
147	как о	6	10
148	в слове	3	10
149	не является	1	10
150	друг друга	3	10
151	мы не	11	10
152	по существу	2	10
153	и как	13	10
154	не о	6	10
155	и даже	21	9
156	говорить о	13	9
157	для понимания	1	9
158	не могло	1	9
159	мы знаем	3	9
160	ни было	1	9
161	но ведь	2	9
162	совсем не	1	9
163	бы ни	1	9
164	или иного	3	9
165	отношения к	4	9
166	здесь не	2	9
167	но это	10	9
168	ничего не	29	9
169	у нас	7	9
170	быть и	7	9
171	и может	2	9
172	и к	5	8
173	без исключения	1	8
174	в них	6	8
175	в данном	6	8
176	одной стороны	3	8
177	всего этого	2	8
178	мы ни	1	8
179	была бы	5	8
180	как такового	1	8
181	с одной	4	8
182	ясно что	16	8
183	же как	4	8
184	в сторону	1	8
185	в других	1	8
186	сих пор	1	8
187	и является	2	8
188	из этого	3	8
189	всех этих	3	8
190	до сих	1	8
191	и должно	1	8
192	что это	20	8
193	с этим	4	8
194	не должна	1	8
195	это не	13	8
196	должен быть	1	8
197	для того	4	8
198	для этого	3	8
199	можно говорить	2	7
200	же и	2	7
201	его от	2	7
202	более или	1	7
203	но все	1	7
204	применении к	1	7
205	даже и	9	7
206	в применении	1	7
207	сказать что	7	7
208	что именно	10	7
209	к этому	3	7
210	вот как	2	7
211	в сущности	10	7
212	из них	4	7
213	следовательно и	2	7
214	от этого	5	7
215	смысл и	2	7
216	значение и	1	7
217	в систему	1	7
218	в себе	8	7
219	бы быть	2	7
220	в особенности	9	7
221	самое понятие	1	7
222	во втором	1	7
223	не на	7	7
224	творчества и	1	7
225	сами по	3	7
226	смысла и	3	7
227	жизни в	1	7
228	том что	18	7
229	что бы	2	7
230	чем же	3	7
231	высшей степени	1	7
232	форм и	1	7
233	ничем не	7	7
234	он и	3	7
235	и более	1	7
236	и всякое	2	7
237	и понимания	2	7
238	только и	3	7
239	или менее	1	7
240	в одной	4	7
241	того или	6	7
242	стороны и	1	7
243	пр и	2	7
244	как к	2	7
245	как таковое	5	7
246	и только	6	7
247	и наконец	2	7
248	кроме того	8	6
249	те же	1	6
250	в этих	3	6
251	если он	2	6
252	например в	3	6
253	их в	2	6
254	при таком	2	6
255	отличается от	9	6
256	о том	11	6
257	и отчасти	1	6
258	он был	1	6
259	познания и	2	6
260	их учения	1	6
261	жизнь и	9	6
262	только не	10	6
263	по преимуществу	2	6
264	от его	2	6
265	именно так	2	6
266	в которой	1	6
267	но для	3	6
268	в конце	2	6
269	учение о	11	6
270	и это	12	6
271	в смысле	4	6
272	на этом	3	6
273	материал и	1	6
274	и тем	3	6
275	должны быть	7	6
276	за пределы	3	6
277	от нее	3	6
278	они и	1	6
279	его с	1	6
280	с ним	3	6
281	сам по	6	6
282	ее и	2	6
283	из этих	5	6
284	именно на	1	6
285	и лишь	1	6
286	нет и	5	6
287	той же	6	6
288	у них	1	6
289	не из	1	6
290	данном случае	3	6
291	к истории	2	6
292	и восприятия	1	6
