N	3gram	Losev_Prob	Stilisti
1	в то же	4	9
2	для того чтобы	9	7
3	в зависимости от	1	7
4	того или иного	6	5
5	с точки зрения	3	5
6	одно и то	1	5
7	мы никогда не	3	5
8	и то же	1	5
9	той или иной	5	4
10	то или иное	2	4
11	и той же	1	4
12	одной и той	1	4
13	с самого начала	2	4
14	то же самое	9	4
15	то что мы	11	4
16	но и в	3	3
17	бы мы ни	2	3
18	но для того	1	3
19	как мы уже	2	3
20	внутренней и внешней	1	3
21	на самом деле	6	3
22	в конце концов	11	3
23	как мы видели	1	3
24	тех или иных	2	3
25	мы уже видели	1	3
26	не только в	3	3
27	и тем самым	4	3
28	в этом случае	6	3
29	но все же	1	3
30	что у нас	1	2
31	должны были бы	2	2
32	само собой разумеется	1	2
33	все больше и	1	2
34	в самом деле	4	2
35	есть не что	5	2
36	вместе с тем	2	2
37	же самое время	4	2
38	и тем же	2	2
39	не может быть	5	2
40	больше и больше	1	2
41	о том что	16	2
42	можно сказать что	6	2
43	и как бы	2	2
44	мы будем говорить	1	2
45	связи с этим	2	2
46	не было бы	1	2
47	не что иное	5	2
48	но в то	1	2
49	при этом конечно	1	2
50	мы не знаем	1	2
51	только потому что	3	2
52	и в то	1	2
53	у нас не	2	2
54	такие слова как	1	2
55	что язык не	1	2
56	в точном смысле	1	2
57	как бы мы	1	2
58	между внутренней и	1	2
59	как мы увидим	2	2
60	на первый взгляд	2	2
61	в связи с	7	2
62	к тому что	1	2
63	что иное как	5	2
64	само собой разумеющееся	1	2
65	и на его	2	2
66	что же такое	5	2
67	в этом отношении	2	2
68	и не только	1	2
69	тот или иной	3	2
70	или хотя бы	2	2
71	мы все же	1	1
72	в нашем случае	1	1
73	ее можно было	1	1
74	так и от	1	1
75	с нашей точки	1	1
76	в том что	7	1
77	но то что	1	1
78	с другими людьми	2	1
79	в том и	1	1
80	в дальнейшем мы	1	1
81	так как нам	1	1
82	мы в нем	1	1
83	эта рука и	1	1
84	остановимся только на	1	1
85	о которой мы	1	1
86	о котором мы	1	1
87	нельзя было говорить	2	1
88	котором мы говорили	1	1
89	но вместе с	1	1
90	мысль о том	2	1
91	представим себе что	2	1
92	говоря ни слова	1	1
93	и никак не	1	1
94	в себе все	2	1
95	дело не с	1	1
96	и молот являются	1	1
97	по крайней мере	8	1
98	не говоря ни	1	1
99	же такое слово	1	1
100	уже содержит в	1	1
101	как только мы	2	1
102	мы увидим ниже	2	1
103	том что такое	1	1
104	ни в какой	1	1
105	также при помощи	1	1
106	ни на один	1	1
107	говоря уже об	1	1
108	окружающей нас действительности	1	1
109	и в отношении	1	1
110	в собственном смысле	1	1
111	или иное значение	1	1
112	что мы в	1	1
113	до наших дней	1	1
114	хотя бы и	3	1
115	если мы возьмем	1	1
116	как и в	1	1
117	было бы говорить	1	1
118	что ведь и	1	1
119	и во всех	1	1
120	тем не менее	25	1
121	вместе с развитием	1	1
122	все еще не	1	1
123	не является ни	1	1
124	необходимо чтобы он	1	1
125	только в том	4	1
126	если мы попробуем	1	1
127	и тем более	2	1
128	к окружающей нас	1	1
129	и что же	1	1
130	вещи и как	1	1
131	было говорить о	3	1
132	не только одним	1	1
133	тот же самый	1	1
134	более или менее	7	1
135	таким образом в	1	1
136	что же мы	1	1
137	но даже и	1	1
138	тем что его	1	1
139	на один из	1	1
140	одного и того	2	1
141	понимать как нечто	2	1
142	и к тому	1	1
143	не говоря уже	6	1
144	говорить не о	1	1
145	в определенный момент	1	1
146	в том насколько	1	1
147	вовсе не обладает	1	1
148	эту тему в	1	1
149	из них в	1	1
150	до сих пор	6	1
151	же мы в	1	1
152	слова то есть	2	1
153	если мы прибавим	1	1
154	в разговоре с	1	1
155	но и вообще	2	1
156	одним и тем	2	1
157	ничего не значит	2	1
158	иметь в виду	4	1
159	о том какое	1	1
160	а в действительности	1	1
161	содержит в себе	7	1
162	уже видели что	1	1
163	человеческая речь есть	1	1
164	ни от чего	2	1
165	той же действительности	1	1
166	что такое язык	1	1
167	само по себе	1	1
168	но как же	1	1
169	не может прийти	1	1
170	тому или иному	1	1
171	серп и молот	4	1
172	как мы это	1	1
173	мы имеем в	1	1
174	даже и в	3	1
175	является не просто	2	1
176	указывать на нечто	2	1
177	нашей точки зрения	1	1
178	конечно мы не	1	1
179	не существует и	1	1
180	несет в себе	1	1
181	и как мы	1	1
182	не только на	1	1
183	не только не	4	1
184	но мы можем	1	1
185	хотя бы в	1	1
186	и того же	2	1
187	не может обойтись	1	1
188	но не нужно	1	1
189	не может не	1	1
190	нужно помнить что	1	1
191	как раз и	11	1
192	тем что он	2	1
193	в скрытой форме	1	1
194	мы говорили выше	2	1
195	сколько бы мы	2	1
196	нашего сознания и	2	1
197	вовсе не является	6	1
198	та или иная	1	1
199	но уже не	2	1
200	с другой стороны	7	1
201	тем самым мы	2	1
202	значением слова и	2	1
203	перед нами не	1	1
204	вопрос о том	2	1
205	мы уже отметили	1	1
206	но как только	1	1
207	только тогда когда	4	1
208	и этот момент	1	1
209	это прежде всего	1	1
210	и нет ничего	2	1
211	тех или других	3	1
212	чрезвычайно важно для	1	1
213	на эту тему	2	1
214	все что было	1	1
215	можно было бы	4	1
216	смысле слова здесь	1	1
217	и не может	1	1
218	и в этом	5	1
219	же самое и	1	1
220	на одном примере	1	1
