N	2gram	Vygotskiy_	formyVre
1	и в	33	148
2	в этом	43	73
3	в нем	10	51
4	прежде всего	5	46
5	и не	18	37
6	в его	15	36
7	и его	6	36
8	вовсе не	2	35
9	но и	14	33
10	то же	12	32
11	не только	28	32
12	но в	9	31
13	жизни и	2	31
14	так и	8	29
15	может быть	15	27
16	не в	10	26
17	как мы	20	26
18	как и	13	25
19	как бы	11	25
20	точки зрения	27	24
21	мы уже	4	24
22	только в	21	23
23	в то	5	23
24	в том	44	22
25	то что	48	22
26	связи с	9	21
27	во всех	3	21
28	все эти	9	21
29	в своем	11	19
30	и др	1	19
31	и на	11	19
32	в основном	2	19
33	и для	3	19
34	таким образом	30	18
35	у него	8	18
36	и все	2	18
37	еще не	11	18
38	по существу	5	18
39	при этом	9	17
40	те же	6	17
41	с этим	9	17
42	так как	20	17
43	в пределах	6	17
44	все же	5	16
45	в условиях	3	16
46	в связи	6	16
47	того же	13	16
48	в основе	12	16
49	и во	2	16
50	и их	4	16
51	не может	31	16
52	в одном	3	15
53	в них	3	15
54	никогда не	10	15
55	с точки	12	15
56	так сказать	1	15
57	с его	3	15
58	вместе с	9	15
59	лишь в	1	15
60	и как	7	14
61	и с	7	14
62	так же	22	14
63	в конце	3	14
64	всех этих	1	14
65	а не	14	14
66	как раз	5	14
67	все это	2	14
68	в самом	10	13
69	в котором	2	13
70	для того	20	13
71	друг с	10	13
72	во время	1	13
73	с ним	6	13
74	как в	7	13
75	здесь в	1	13
76	в их	4	13
77	с другом	10	13
78	в частности	9	13
79	того чтобы	26	13
80	а в	5	13
81	же в	2	13
82	не было	1	12
83	он не	13	12
84	значение и	1	12
85	отнюдь не	2	12
86	что в	33	12
87	потому что	40	12
88	в истории	3	12
89	ничего не	6	12
90	но не	13	12
91	и наконец	3	12
92	из них	6	11
93	хотя и	1	11
94	его в	6	11
95	между ними	5	11
96	и у	1	11
97	ни в	1	11
98	уже в	4	11
99	в ней	2	11
100	и другие	13	10
101	кроме того	2	10
102	и того	8	10
103	входит в	1	10
104	влияние на	2	10
105	в ее	1	10
106	сих пор	3	10
107	также и	2	10
108	до сих	3	10
109	уже говорили	2	10
110	на основе	6	10
111	тот же	7	10
112	и даже	3	9
113	но все	2	9
114	их в	3	9
115	с другой	11	9
116	наряду с	3	9
117	всего в	1	9
118	на протяжении	2	9
119	должно быть	10	9
120	и следовательно	7	9
121	и это	3	9
122	в других	2	9
123	могут быть	7	9
124	отношения к	2	9
125	оно не	2	9
126	том что	41	9
127	и явлений	1	9
128	в самой	1	9
129	для него	9	9
130	есть в	2	9
131	и других	7	9
132	одного и	9	9
133	и к	7	8
134	в результате	9	8
135	в виду	4	8
136	в этих	7	8
137	время как	4	8
138	к тому	14	8
139	но эти	1	8
140	в этот	4	8
141	и т.п	2	8
142	все его	1	8
143	с одной	10	8
144	что и	11	8
145	рядом с	1	8
146	здесь мы	1	8
147	и по	5	8
148	один из	4	8
149	в жизни	2	8
150	для себя	1	8
151	со всеми	2	8
152	если бы	13	8
153	связанные с	6	8
154	ступени развития	3	8
155	до конца	3	8
156	здесь и	1	8
157	и то	9	8
158	значение в	3	8
159	том числе	2	8
160	во всяком	4	8
161	это не	8	8
162	и прежде	1	8
163	и потому	3	8
164	отношение к	12	8
165	отношению к	19	8
166	или иной	1	8
167	в целом	8	8
168	в той	8	7
169	для всех	2	7
170	еще более	5	7
171	не как	3	7
172	имеет место	4	7
173	широком смысле	1	7
174	между собой	17	7
175	связанных с	1	7
176	к ним	2	7
177	в реальном	1	7
178	к этому	7	7
179	из этих	2	7
180	в последующие	1	7
181	в себе	4	7
182	но он	8	7
183	не знает	6	7
184	в которой	8	7
185	в себя	4	7
186	в форме	1	7
187	с ее	1	7
188	в процессе	37	7
189	например в	1	7
190	и он	3	7
191	то время	4	7
192	себя и	2	7
193	нет ничего	1	7
194	было бы	18	7
195	не могло	1	7
196	в отличие	3	7
197	том же	1	7
198	у них	1	7
199	того что	34	7
200	этот процесс	5	7
201	этом отношении	7	7
202	ее в	3	7
203	отличие от	3	7
204	во времени	1	7
205	место в	2	7
206	что было	2	6
207	все что	2	6
208	именно в	8	6
209	уже на	3	6
210	с тем	9	6
211	только для	2	6
212	на первый	2	6
213	о том	13	6
214	с помощью	32	6
215	между двумя	4	6
216	в различных	3	6
217	ни одного	2	6
218	сказать что	18	6
219	в основу	1	6
220	входят в	1	6
221	во всей	3	6
222	в качестве	13	6
223	мы можем	15	6
224	ту же	5	6
225	и речи	1	6
226	за пределы	4	6
227	одной стороны	10	6
228	а как	1	6
229	и ее	2	6
230	и самое	1	6
231	смысле слова	1	6
232	в сущности	17	6
233	в отношении	18	6
234	мы видим	6	6
235	не могут	7	6
236	в которых	2	6
237	друг от	5	6
238	не является	7	6
239	тех же	1	6
240	лежат в	3	6
241	слова и	3	6
242	в совершенно	2	6
243	имеем в	1	6
244	значение имеет	1	6
245	одной из	5	6
246	мы не	6	6
247	на развитие	6	6
248	в широком	1	6
249	мы находим	1	6
250	от друга	5	6
251	но эта	1	6
252	в начале	2	6
253	могло быть	1	6
254	есть не	3	6
255	событий и	1	6
256	более того	1	6
257	новое и	1	5
258	мы и	6	5
259	вообще не	5	5
260	с этой	8	5
261	о чем	3	5
262	тем что	12	5
263	в своей	5	5
264	во все	1	5
265	хотя бы	5	5
266	только на	3	5
267	но они	2	5
268	всего этого	1	5
269	что все	9	5
270	точка зрения	8	5
271	как его	2	5
272	от этого	1	5
273	в смысле	3	5
274	той или	1	5
275	так что	8	5
276	все основные	7	5
277	одно и	2	5
278	и является	6	5
279	большое значение	1	5
280	по своей	7	5
281	в этой	8	5
282	и от	2	5
283	мы будем	4	5
284	там где	2	5
285	в него	1	5
286	в какой-то	1	5
287	мы встречаем	2	5
288	что они	8	5
289	не на	5	5
290	и они	1	5
291	с ними	4	5
292	они не	7	5
293	не имеет	7	5
294	да и	1	5
295	вернемся к	1	5
296	не имеют	4	5
297	и уже	1	5
298	ни были	1	5
299	той же	7	5
300	он может	5	5
301	он должен	9	5
302	мы имеем	4	5
303	вовне в	1	5
304	но на	2	5
305	в движение	1	5
306	или в	1	5
307	места в	1	5
308	об этом	1	5
309	первый план	2	5
310	стороны и	3	5
311	числе и	2	5
312	бы он	1	5
313	и только	4	5
314	мы наблюдаем	1	4
315	во всем	2	4
316	от него	3	4
317	только что	6	4
318	даже в	1	4
319	связи в	1	4
320	не являются	2	4
321	другой стороны	9	4
322	по себе	8	4
323	в своих	5	4
324	равно как	1	4
325	из самых	1	4
326	или на	2	4
327	в корне	2	4
328	его на	2	4
