N	4gram	Vygotskiy_	FransuaR
1	в том числе и	2	17
2	как мы уже говорили	1	15
3	мы имеем в виду	1	5
4	не подлежит никакому сомнению	1	5
5	с одной стороны и	2	5
6	одной и той же	3	4
7	в связи с этим	1	4
8	один и тот же	5	4
9	одного и того же	8	3
10	не что иное как	2	3
11	мы видим таким образом	1	3
12	можно прямо сказать что	1	3
13	но на самом деле	1	3
14	и те и другие	1	3
15	есть не что иное	2	3
16	а с другой стороны	2	2
17	но и в отношении	1	2
18	все более и более	3	2
19	заключается в том что	10	2
20	бы то ни было	1	2
21	мы видим что в	1	2
22	и в известной мере	1	2
23	может быть правильно поставлена	1	2
24	совершенно так же как	1	2
25	о чем мы говорили	1	2
26	и по отношению к	1	2
27	так же как и	2	2
28	на вопрос о том	3	1
29	в том и в	1	1
30	вопрос о том как	1	1
31	сводится к тому чтобы	1	1
32	сводится в сущности к	1	1
33	но как раз в	1	1
34	в гораздо большей степени	1	1
35	с двух сторон со	1	1
36	в том что в	2	1
37	в тех случаях когда	1	1
38	в то время как	4	1
39	что для того чтобы	1	1
40	двух сторон со стороны	1	1
41	то же самое что	2	1
42	в данном случае не	2	1
43	и в другом случае	2	1
44	является одним из самых	1	1
45	мы уже говорили выше	2	1
46	он обнаруживает в своем	1	1
47	одно и то же	1	1
48	и вместе с тем	1	1
49	заключается в том чтобы	2	1
50	в одном ряду с	1	1
51	в этом отношении является	1	1
52	том и в другом	1	1
53	не имеют ничего общего	2	1
54	это один и тот	1	1
55	предметом нашего исследования является	1	1
56	состоит в том что	7	1
57	и связанное с ним	1	1
58	к жизни целый ряд	1	1
59	которые имели место в	1	1
60	мы видим что все	1	1
61	оно имеет не только	1	1
62	в тот момент когда	4	1
63	выходит далеко за пределы	3	1
64	имеют ничего общего с	2	1
65	видим таким образом что	1	1
66	на всю последующую жизнь	1	1
67	две стороны одной и	1	1
68	что оно может быть	1	1
69	в том что он	3	1
70	в основе этого явления	1	1
71	в связи с развитием	1	1
72	стороны одной и той	1	1
73	как и во всяком	1	1
74	но вместе с тем	3	1
75	с того что у	1	1
76	из того факта что	1	1
77	теснейшим образом связаны с	1	1
78	подобно тому как в	3	1
79	свидетельствуют о том что	1	1
80	если можно так выразиться	1	1
