N	2gram	Bakhtin_Pr	RusskieA
1	и в	83	79
2	в том	22	64
3	том что	9	59
4	что в	5	57
5	не только	14	41
6	во время	1	38
7	так как	12	34
8	и другие	14	33
9	в этом	24	33
10	состоит в	1	32
11	как бы	27	31
12	но и	16	31
13	в других	2	30
14	как и	13	28
15	и на	27	28
16	может быть	23	28
17	одна из	9	24
18	о том	3	23
19	при этом	6	22
20	это не	10	20
21	а в	4	20
22	как мы	12	20
23	из них	7	19
24	все это	11	18
25	таким образом	9	17
26	то что	14	17
27	вместе с	5	17
28	об этом	3	17
29	показывает что	1	17
30	потому что	9	17
31	во многих	2	16
32	мы не	7	16
33	или на	3	15
34	один из	7	15
35	в них	4	14
36	и с	10	14
37	не менее	4	14
38	тем не	2	14
39	в другие	4	14
40	как это	2	14
41	и что	3	14
42	мы видели	2	14
43	и не	41	14
44	у нас	2	14
45	в xix	3	14
46	уже не	5	13
47	к этому	5	13
48	в некоторых	7	13
49	так что	1	13
50	в землю	1	13
51	и по	5	13
52	как в	10	13
53	в которых	2	13
54	еще не	10	13
55	не может	18	13
56	тем что	2	12
57	между собой	1	12
58	этом случае	1	12
59	этот обряд	1	12
60	мы имеем	4	12
61	а затем	5	11
62	мы увидим	1	11
63	не имеет	1	11
64	но это	7	11
65	а на	2	11
66	далеко не	4	11
67	что на	2	11
68	все же	3	10
69	так например	2	10
70	его в	4	10
71	между тем	2	10
72	что и	4	10
73	так и	9	10
74	или в	7	10
75	а также	4	10
76	по существу	7	10
77	и других	12	10
78	то же	10	9
79	о чем	2	9
80	на части	2	9
81	что они	2	9
82	к жизни	2	9
83	с ней	4	9
84	и все	14	9
85	данном случае	1	9
86	того как	4	9
87	земли и	1	9
88	на голову	1	9
89	но в	12	9
90	но не	9	9
91	в этих	8	8
92	представление о	3	8
93	так же	4	8
94	связи с	1	8
95	на себя	3	8
96	во всех	15	8
97	что это	2	8
98	их в	3	8
99	в россии	1	8
100	того что	1	8
101	ее в	4	8
102	в данном	1	8
103	не все	1	8
104	как уже	1	8
105	для того	1	8
106	в руках	1	7
107	в своем	2	7
108	на них	2	7
109	к нему	3	7
110	не в	10	7
111	в свете	1	7
112	а с	1	7
113	было бы	6	7
114	главным образом	3	7
115	только в	10	7
116	с этого	1	7
117	еще в	1	7
118	это время	1	7
119	связанные с	3	7
120	из этих	3	7
121	а не	19	7
122	начиная с	4	7
123	до конца	3	7
124	ничего не	8	7
125	не можем	1	7
126	иногда и	3	7
127	и как	1	7
128	мы должны	4	7
129	как будто	3	7
130	для этого	2	7
131	в обряде	2	6
132	в году	2	6
133	с собой	1	6
134	же как	1	6
135	этого праздника	1	6
136	к тому	2	6
137	и другой	4	6
138	не всегда	3	6
139	только на	3	6
140	но они	5	6
141	в одном	4	6
142	что она	2	6
143	после того	1	6
144	в качестве	1	6
145	чем в	2	6
146	в таком	3	6
147	тому что	1	6
148	на земле	14	6
149	и у	8	6
150	на этом	4	6
151	в этой	3	6
152	в нем	21	6
153	первый день	1	6
154	видели что	2	6
155	должен был	1	6
156	с ними	2	6
157	и более	3	6
158	друг друга	7	6
159	и пр	1	6
160	не будем	4	6
161	в их	7	6
162	на нее	1	6
163	все эти	9	6
164	игра в	1	6
165	так в	1	6
166	а иногда	1	6
167	связаны с	3	6
168	она не	4	6
169	но она	3	6
170	и их	6	6
171	и о	3	6
172	при изучении	1	6
173	и к	13	5
174	в разных	4	5
175	эти обряды	1	5
176	некоторые другие	1	5
177	например в	8	5
178	в праздник	1	5
179	с этим	3	5
180	вопрос о	1	5
181	входит в	1	5
182	с другой	4	5
183	к ним	5	5
184	как правило	1	5
185	не было	5	5
186	в связи	2	5
187	в целях	1	5
188	земле и	2	5
189	мы уже	9	5
190	в тех	2	5
191	можно было	2	5
192	в последний	4	5
193	и др	18	5
194	чаще всего	1	5
195	там где	3	5
196	в то	8	5
197	прежде всего	20	5
198	в особенности	2	5
199	его с	2	5
200	тогда когда	1	5
201	с ним	3	5
202	для них	2	5
203	что он	6	5
204	ничего общего	1	5
205	в свою	1	5
206	к себе	8	5
207	заметить что	1	5
208	но если	4	5
209	и для	5	5
210	тот же	2	5
211	в его	15	5
212	на самом	2	5
213	или даже	1	5
214	и потому	6	5
215	не с	1	5
216	этих случаях	1	5
217	в целом	3	5
218	вплоть до	5	5
219	во всем	5	4
220	или по	3	4
221	кроме того	6	4
222	как они	1	4
223	в своих	4	4
224	но все	1	4
225	именно в	3	4
226	всякого рода	3	4
227	во всяком	2	4
228	на этой	2	4
229	в котором	8	4
230	но эти	3	4
231	не что	1	4
232	в отличие	1	4
233	чтобы они	1	4
234	во всей	5	4
235	от них	2	4
236	не просто	1	4
237	и из	3	4
238	влияние на	14	4
239	что иное	1	4
240	она в	1	4
241	несмотря на	3	4
242	не соответствует	1	4
243	некоторые исследователи	1	4
244	как можно	1	4
245	но он	3	4
246	а за	2	4
247	не был	3	4
248	здесь мы	3	4
249	себя внимание	2	4
250	этот вопрос	3	4
251	же а	1	4
252	что для	1	4
253	могут быть	5	4
254	в доме	1	4
255	и от	4	4
256	по нескольку	1	4
257	своего рода	7	4
258	и здесь	4	4
259	та же	1	4
260	за ним	1	4
261	по всем	1	4
262	они и	3	4
263	что этим	1	4
264	если в	2	4
265	в основном	1	4
266	и при	2	4
267	и другим	1	4
268	не на	1	4
269	так называемый	1	4
270	вряд ли	2	4
271	в основе	6	4
272	где есть	1	4
273	на основе	4	4
274	на землю	4	4
275	и до	6	4
276	связанных с	2	4
277	и а	1	4
278	и потом	1	4
279	и там	1	4
280	и под	4	4
281	в образе	3	4
282	этого слова	3	4
283	всяком случае	1	4
284	нас не	1	4
285	уже в	3	4
286	обряд и	1	4
287	на кладбище	3	4
288	в таких	1	4
289	такой же	1	4
290	по своему	6	4
291	отличие от	1	4
292	в ней	8	4
293	дело не	1	4
294	связано с	1	4
295	по всей	1	4
296	к ней	3	4
297	которые в	3	4
298	и ее	8	4
299	и тогда	1	4
300	таким же	1	4
301	иное как	1	4
302	все что	1	3
303	к другу	1	3
304	же и	1	3
305	которые не	2	3
306	некоторой степени	1	3
307	говорит о	2	3
308	представлений о	2	3
309	самом же	2	3
310	в виду	3	3
311	связь с	4	3
312	более или	3	3
313	из самых	3	3
314	есть в	7	3
315	в одно	1	3
316	на весь	2	3
317	как только	1	3
318	от этого	1	3
319	и иногда	2	3
320	и такие	1	3
321	восходит к	1	3
322	он был	1	3
323	представления о	3	3
324	увидим что	1	3
325	в различных	1	3
326	по отношению	6	3
327	ее по	1	3
328	до того	1	3
329	и еще	2	3
330	как на	1	3
331	на которой	2	3
332	к числу	1	3
333	находится в	1	3
334	употребление в	1	3
335	что все	3	3
336	точки зрения	17	3
337	что именно	2	3
338	тут же	1	3
339	для этой	2	3
340	никогда не	10	3
341	и обряды	1	3
342	ее и	1	3
343	на него	2	3
344	хотя и	10	3
345	в ее	3	3
346	чем у	1	3
347	и через	5	3
348	это конечно	3	3
349	тому же	3	3
350	в которой	2	3
351	и некоторые	2	3
352	большинстве случаев	9	3
353	в области	6	3
354	и это	3	3
355	такое объяснение	1	3
356	много и	3	3
357	в эту	3	3
358	сих пор	8	3
359	человека а	1	3
360	на другой	1	3
361	к слову	3	3
362	можно сделать	1	3
363	в форме	6	3
364	мы здесь	4	3
365	когда они	1	3
366	всех этих	2	3
367	до сих	8	3
368	друг к	1	3
369	них в	3	3
370	то есть	86	3
371	живет в	3	3
372	до некоторой	1	3
373	из которых	2	3
374	и смех	1	3
375	обрядов и	1	3
376	независимо от	1	3
377	если бы	1	3
378	их и	1	3
379	в своей	5	3
380	можно назвать	2	3
381	относятся к	1	3
382	смех при	1	3
383	жизни в	4	3
384	на каждом	1	3
385	смерти и	4	3
386	так чтобы	1	3
387	с точки	13	3
388	и поэтому	2	3
389	значение и	2	3
390	каждый из	1	3
391	нет и	3	3
392	и во	6	3
393	при котором	1	3
394	на этот	1	3
395	здесь не	5	3
396	довольно много	1	3
397	они были	1	3
398	и то	2	3
399	и этим	3	3
400	это и	1	3
401	что с	1	3
402	же не	2	3
403	с другими	6	3
404	этом не	2	3
405	игры в	1	3
406	между собою	2	3
407	с той	1	3
408	на все	4	3
409	по его	1	3
410	или менее	3	3
411	в одной	4	3
412	жизнь и	3	3
413	же деле	2	3
414	так называемой	1	3
415	быть и	2	3
416	когда он	2	3
417	что касается	2	3
418	этот вечер	1	3
419	есть и	4	3
420	как он	4	3
421	в селе	1	3
422	в большинстве	9	3
423	под землей	1	3
424	отношению к	5	3
425	место в	3	3
426	в период	1	3
427	на то	2	3
428	и его	13	3
429	это в	1	3
430	слова в	3	3
431	не к	3	3
432	мы наблюдаем	4	2
433	это на	1	2
434	от него	3	2
435	в игре	1	2
436	особенность в	1	2
437	к этой	3	2
438	будем здесь	1	2
439	с этой	1	2
440	человек на	1	2
441	тем как	1	2
442	воспоминания о	1	2
443	но тем	1	2
444	не как	5	2
445	которые по	1	2
446	это пока	1	2
447	смехом и	1	2
448	например с	1	2
449	живут в	2	2
450	далее в	1	2
451	другой стороны	3	2
452	и которые	2	2
453	по себе	3	2
454	характере этого	1	2
455	значение что	1	2
456	в духе	10	2
457	на свой	2	2
458	равно как	1	2
459	принадлежат к	1	2
460	необходимо указать	2	2
461	собой не	1	2
462	и следовательно	1	2
463	в момент	1	2
464	но мы	1	2
465	в дальнейшем	8	2
466	можно сказать	12	2
467	во все	5	2
468	дают нам	1	2
469	в настоящей	1	2
470	раз и	2	2
471	в античности	6	2
472	всем этим	2	2
473	вот почему	1	2
474	оно как	1	2
475	в риме	2	2
476	в первые	1	2
477	месяца в	1	2
478	между двумя	4	2
479	говорить о	2	2
480	людей и	6	2
481	сближает его	1	2
482	некоторое время	2	2
483	сказать что	12	2
484	только во	1	2
485	день в	1	2
486	друг с	6	2
487	к этим	1	2
488	точка зрения	1	2
489	все в	3	2
490	к различным	1	2
491	мы видим	2	2
492	и он	5	2
493	к их	1	2
494	на которую	1	2
495	землю и	1	2
496	должно быть	4	2
497	время и	3	2
498	наших целей	1	2
499	что при	1	2
500	там и	2	2
501	у него	5	2
502	полу и	1	2
503	в несколько	2	2
504	одним из	6	2
505	быть только	2	2
506	как его	2	2
507	в конце	5	2
508	между ними	14	2
509	некоторых других	2	2
510	следовательно и	2	2
511	в двух	3	2
512	к вопросу	1	2
513	из одного	2	2
514	в чем	1	2
515	имеет и	2	2
516	что их	1	2
517	могло бы	3	2
518	под влиянием	1	2
519	характерная особенность	1	2
520	в каждом	5	2
521	мы можем	9	2
522	говорилось о	1	2
523	и даже	5	2
524	только с	3	2
525	объясняет это	1	2
526	не дает	3	2
527	для наших	1	2
528	ту же	2	2
529	человека который	1	2
530	он не	5	2
531	общего не	1	2
532	и тем	4	2
533	в развитии	5	2
534	были связаны	2	2
535	что эта	1	2
536	и является	1	2
537	в приведенном	1	2
538	его жизнь	2	2
539	в новое	4	2
540	он пишет	1	2
541	равной степени	1	2
542	его как	3	2
543	вера в	1	2
