N	3gram	Ircho_Kome	Psycholo
1	в том что	13	78
2	для того чтобы	3	70
3	на то что	2	55
4	и т п	7	37
5	о том что	6	34
6	то же самое	2	31
7	с одной стороны	5	28
8	до сих пор	3	23
9	и т д	4	22
10	и в самом	1	22
11	к тому что	3	20
12	с другой стороны	6	20
13	с самого начала	2	16
14	в зависимости от	1	15
15	так же как	1	14
16	во всяком случае	4	14
17	само по себе	1	14
18	в то время	8	14
19	в этом отношении	3	14
20	можно было бы	3	13
21	то время как	6	13
22	сам по себе	1	12
23	этой точки зрения	1	12
24	в конце концов	4	12
25	то что он	2	11
26	то что в	1	11
27	по сравнению с	1	11
28	подобно тому как	1	11
29	с этой точки	1	10
30	вместе с тем	4	10
31	только в том	1	10
32	том что он	4	10
33	в отличие от	3	9
34	в том случае	1	9
35	точно так же	1	9
36	в данном случае	1	9
37	что он не	2	9
38	не в состоянии	3	9
39	смысле этого слова	1	8
40	речь идет о	5	8
41	и таким образом	2	8
42	что в нем	1	8
43	о которых мы	1	7
44	состоит в том	1	7
45	том случае если	1	7
46	в этом смысле	2	7
47	совершенно очевидно что	1	7
48	на то чтобы	1	7
49	в какой мере	1	7
50	что и в	2	7
51	как и в	2	7
52	и та же	1	6
53	не что иное	1	6
54	до тех пор	1	6
55	сводится к тому	1	6
56	и тот же	1	6
57	тем не менее	2	6
58	более или менее	1	6
59	что у него	3	6
60	именно потому что	2	6
61	и в том	1	6
62	того или иного	1	6
63	не только в	1	6
64	что иное как	1	6
65	до самого конца	3	5
66	в целом ряде	1	5
67	и во всех	1	5
68	же как и	1	5
69	потому что они	1	5
70	имеет в виду	1	4
71	как будто бы	1	4
72	вслед за этим	1	4
73	в применении к	1	4
74	а между тем	1	4
75	каждый из них	2	4
76	к тому же	12	4
77	то что у	1	4
78	за то что	4	4
79	таким образом в	2	4
80	благодаря тому что	1	4
81	в этой области	2	4
82	том что в	1	4
83	это вовсе не	1	4
84	одна из них	2	4
85	только потому что	2	4
86	одна и та	1	4
87	начала до конца	1	3
88	том что на	1	3
89	друг от друга	2	3
90	нечто такое что	1	3
91	в отношении к	1	3
92	по аналогии с	1	3
93	каждого из этих	1	3
94	что это не	1	3
95	по отношению к	5	3
96	от начала до	1	3
97	что все это	1	3
98	только что в	1	3
99	и в конце	1	3
100	бросается в глаза	1	3
101	в высшей степени	1	3
102	в наше время	1	3
103	бы то ни	4	3
104	потому что и	1	3
105	то же время	5	3
106	но он не	1	3
107	в это время	3	3
108	едва ли не	6	3
109	к выводу что	1	3
110	в одном плане	1	3
111	в то же	5	3
112	он может быть	1	3
113	и здесь мы	1	3
114	до конца и	1	3
115	после того как	3	3
116	мере в какой	1	2
117	одного из них	1	2
118	а может быть	1	2
119	с этим и	1	2
120	мы уже знаем	1	2
121	к одному и	1	2
122	достаточно сослаться на	1	2
123	у него в	1	2
124	вместе с ними	1	2
125	так или иначе	4	2
126	так и в	1	2
127	но при этом	1	2
128	именно в этой	1	2
129	могут быть отнесены	1	2
130	мы не только	1	2
131	в одном из	4	2
132	в тех случаях	1	2
133	мы имеем дело	1	2
134	в связи с	3	2
135	в ответ на	1	2
136	т д все	1	2
137	той или иной	1	2
138	но и в	2	2
139	в чем же	1	2
140	может быть в	1	2
141	как один из	1	2
142	не означает что	2	2
143	в основе его	1	2
144	и тем что	2	2
145	мы узнаем о	1	2
146	по поводу того	1	2
147	том что они	1	2
148	должны были бы	1	2
149	и столь же	2	2
150	может и не	1	2
151	в той же	2	2
152	с такой силой	1	2
153	но это вовсе	1	2
154	на такой же	1	2
155	в первом случае	1	2
156	в один из	1	2
157	то ни было	4	2
158	так как он	1	2
159	на первый план	1	2
160	не мог бы	1	2
161	сих пор не	1	2
162	все тот же	1	2
163	мы находим в	1	2
164	что одна из	1	2
165	мы знаем о	1	2
166	том месте где	1	2
167	жизни но и	1	2
168	т п в	1	2
169	хотя и не	1	2
170	в трагедии и	1	2
171	но в их	1	2
172	как мы видели	1	2
173	другой стороны он	1	2
174	он не мог	1	2
175	представление о том	2	2
176	такой силой как	1	2
177	в предисловии к	1	2
178	всяком случае в	1	2
179	имеем дело с	1	2
180	конечно в высшей	1	1
181	служит средством для	1	1
182	чаще всего в	1	1
183	мы можем представить	1	1
184	следует остановиться на	1	1
185	в самых общих	1	1
186	в чем не	1	1
187	не заботится о	1	1
188	одной из этих	1	1
189	можно рассматривать и	1	1
190	к числу таких	1	1
191	то что не	1	1
192	все что она	1	1
193	при этом что	2	1
194	у нас в	2	1
195	его современников и	1	1
196	мы не найдем	1	1
197	то есть больше	1	1
198	за последние десятилетия	1	1
199	в коем случае	1	1
200	производит на нас	1	1
201	что само по	1	1
202	в этой пьесе	1	1
203	во множественном числе	1	1
204	как мы уже	1	1
205	в частности в	2	1
206	т п уже	1	1
207	что под этим	1	1
208	в разговоре с	1	1
209	с на основании	1	1
210	в драматическом искусстве	2	1
211	чтобы убедиться в	1	1
212	что нет в	1	1
213	наш поэт был	1	1
214	том числе и	1	1
215	для решения самых	1	1
216	целом ряде случаев	1	1
217	никто еще не	1	1
218	а затем и	2	1
219	из них не	1	1
220	можем представить себе	1	1
221	и каждый из	1	1
222	чем больше внимания	1	1
223	на этот раз	5	1
224	представление о его	1	1
225	во времени и	1	1
226	что в действительности	1	1
227	в любви и	1	1
228	но все же	1	1
229	шаг вперед по	1	1
230	в одном случае	1	1
231	в хронологическом порядке	2	1
232	охватывают почти все	1	1
233	чуть ли не	2	1
234	вслед за ним	1	1
235	и во всяком	1	1
236	прямо указывает что	1	1
237	как мы знаем	1	1
238	было бы однако	1	1
239	вытекает из того	1	1
240	как это было	1	1
241	в себя самые	1	1
242	однако если мы	1	1
243	что это недовольство	1	1
244	и тому же	1	1
245	они и в	1	1
246	только один человек	1	1
247	может быть даже	2	1
248	ясно что это	1	1
249	во всех других	1	1
250	того чтобы проверить	1	1
251	ни в коем	1	1
252	но и не	1	1
253	как это видно	1	1
254	несомненно что именно	1	1
255	тому что и	1	1
256	не всегда можно	1	1
257	одно существенное различие	1	1
258	и к тому	1	1
259	другой стороны в	1	1
260	связи с этим	1	1
261	нуждается в более	1	1
262	независимо от того	3	1
263	со всех сторон	1	1
264	в одной из	1	1
265	у того же	1	1
266	в достаточной степени	1	1
267	же мере в	1	1
268	то на что	1	1
269	которых мы можем	1	1
270	и не без	1	1
271	и все остальные	1	1
272	которые могут быть	1	1
273	основе его лежит	1	1
274	хотя бы в	1	1
275	в первую очередь	5	1
276	мы ничего не	1	1
277	до высшей точки	1	1
278	на том месте	1	1
279	из этих элементов	1	1
280	конца и в	1	1
281	как это произошло	1	1
282	содержания и формы	1	1
283	в этой же	2	1
284	далеко за пределы	1	1
285	и вслед за	1	1
286	ни в чем	1	1
287	и подобно тому	1	1
288	в другом случае	1	1
289	что она могла	1	1
290	время от времени	1	1
291	в самом начале	3	1
292	на этом фоне	1	1
293	с так как	1	1
294	как раз на	1	1
295	в трех стихах	1	1
296	каждая из них	1	1
297	и даже не	1	1
298	иначе обстояло дело	1	1
299	как это ясно	1	1
300	этой же сцене	1	1
301	же что и	1	1
302	различных точек зрения	1	1
303	идет о том	1	1
304	существует два мнения	1	1
305	до наших дней	1	1
306	и все прочее	1	1
307	во всех отношениях	1	1
308	это такое? я	1	1
309	в том же	1	1
310	не один раз	1	1
311	и независимо от	1	1
312	в том числе	4	1
313	что на долю	1	1
314	если мы попытаемся	1	1
315	чем это делал	1	1
316	заботится о том	1	1
317	бы ожидать что	1	1
318	как мы помним	1	1
319	своего времени в	1	1
320	это обстоятельство в	1	1
