N	4gram	Bakhtin_Fr	Problemy
1	в то же время	13	26
2	но в то же	7	11
3	и в то же	2	7
4	бы то ни было	1	6
5	то же время не	1	6
6	но на самом деле	1	5
7	в той или иной	2	5
8	мы уже говорили что	1	4
9	как мы уже говорили	4	3
10	большей или меньшей степени	2	3
11	видения и понимания мира	1	3
12	в то время как	1	3
13	в большей или меньшей	2	3
14	той или иной форме	1	2
15	не значит конечно что	1	2
16	дело в том что	2	2
17	на мир и на	1	2
18	то же время оно	1	2
19	это не значит конечно	1	2
20	с начала и до	7	2
21	той или иной степени	1	2
22	на протяжении всего романа	1	2
23	начала и до конца	7	2
24	какой бы то ни	1	2
25	и до сих пор	2	1
26	как и все что	1	1
27	то же время он	1	1
28	на самом же деле	1	1
29	как раз и не	1	1
30	и прежде всего в	1	1
31	такой же характер носит	1	1
32	до сих пор еще	2	1
33	только то что может	1	1
34	с одной стороны и	2	1
35	остановимся прежде всего на	1	1
36	входит в нашу задачу	1	1
37	не видит и не	1	1
38	все более и более	1	1
39	до сих пор остается	1	1
40	и не может быть	1	1
41	что на самом деле	1	1
42	то что может быть	1	1
43	можно было бы привести	1	1
44	в обычном смысле слова	1	1
45	одного и того же	1	1
46	один и тот же	3	1
47	в виду прежде всего	2	1
48	в том числе и	3	1
49	мы увидим дальше что	1	1
50	или во всяком случае	1	1
51	не входит в нашу	1	1
52	мы имеем в виду	2	1
53	то вполне понятно что	1	1
54	в конце концов он	2	1
55	во всяком случае в	1	1
56	на самом деле нет	1	1
57	поэтому он и не	1	1
58	лишь в этом случае	1	1
59	до мельчайших деталей до	1	1
60	имеем в виду прежде	2	1
61	подобно тому как в	1	1
62	до сих пор не	1	1
