N	3gram	Propp_Isto	Vladivir
1	в том что	7	29
2	о том что	9	22
3	тем не менее	4	18
4	и то что	1	14
5	в то время	4	13
6	во всяком случае	3	12
7	в связи с	1	12
8	более или менее	3	11
9	к тому же	1	11
10	не может быть	5	10
11	вместе с тем	6	10
12	с точки зрения	1	10
13	то что он	1	9
14	у него в	1	9
15	на то что	1	8
16	точно так же	2	7
17	это значит что	2	7
18	на первый план	1	7
19	в свое время	1	7
20	так или иначе	2	6
21	в данном случае	7	6
22	том что в	2	6
23	с другой стороны	17	6
24	как мы видели	3	6
25	том что он	1	6
26	ни в каких	1	5
27	бы то ни	1	5
28	и потому что	1	5
29	он не только	1	5
30	то что в	4	5
31	в сравнении с	1	5
32	не только в	9	5
33	то время как	4	5
34	что и в	3	5
35	можно сказать что	1	4
36	как мы уже	1	4
37	для того чтобы	1	4
38	сказать что в	1	4
39	и вместе с	3	4
40	мы увидим ниже	1	4
41	то это значит	2	4
42	и т д	25	4
43	в том чтобы	2	4
44	можно было бы	3	4
45	с одной стороны	11	4
46	что он не	1	3
47	в самом деле	1	3
48	мы знаем что	1	3
49	а с другой	1	3
50	а в том	2	3
51	не только на	1	3
52	мы хотели бы	2	3
53	к тому что	1	3
54	только то что	1	3
55	но это не	3	3
56	во второй половине	1	3
57	в этом же	1	3
58	в связи со	2	3
59	вот что он	1	3
60	только в том	1	3
61	хотя и не	1	3
62	между прочим и	2	3
63	нам кажется что	4	3
64	так же как	4	2
65	но то что	1	2
66	одной стороны и	1	2
67	и тот же	1	2
68	но вместе с	2	2
69	с этим в	1	2
70	то он не	1	2
71	и не в	1	2
72	не говорит о	1	2
73	по вопросу о	1	2
74	здесь перед нами	1	2
75	обращает на себя	1	2
76	совершенно так же	1	2
77	у него и	1	2
78	мы уже видели	3	2
79	что у него	5	2
80	в себе не	1	2
81	так и в	3	2
82	и в конце	1	2
83	до сих пор	4	2
84	от своего отца	1	2
85	ко всякого рода	1	2
86	не так просто	1	2
87	так как это	3	2
88	мы уже знаем	5	2
89	то ни было	1	2
90	а именно к	1	2
91	так как он	4	2
92	все дело в	1	2
93	только после смерти	1	2
94	в ответ на	3	2
95	а так как	1	2
96	на обратном пути	1	2
97	один и тот	1	2
98	в которой он	1	2
99	независимо от того	2	2
100	будет сказать что	1	2
101	таким образом если	1	2
102	но в данном	1	2
103	не было ни	1	2
104	в этом случае	4	2
105	что в нем	1	2
106	и что в	1	2
107	с тем что	2	2
108	как мы увидим	1	2
109	по этому вопросу	1	2
110	мы не будем	2	2
111	если бы мы	1	2
112	что он как	1	2
113	после того как	4	2
114	все того же	1	2
115	был в состоянии	1	1
116	видно что отношение	1	1
117	при помощи которых	1	1
118	все больше и	2	1
119	в самом начале	1	1
120	но все эти	1	1
121	у него есть	2	1
122	и когда он	1	1
123	некоторое время он	1	1
124	не потому ли	1	1
125	мы видим что	4	1
126	а не с	1	1
127	приведем еще один	1	1
128	больше и больше	2	1
129	интересно то что	1	1
130	почти никогда не	1	1
131	определяется не только	1	1
132	же можно наблюдать	1	1
133	как это делают	1	1
134	к выводу что	1	1
135	в нем мы	1	1
136	но и у	1	1
137	не в этом	1	1
138	но и то	1	1
139	с представлением о	2	1
140	только во время	1	1
141	в первый раз	1	1
142	дело не в	3	1
143	он не может	1	1
144	если они не	1	1
145	не будем приводить	1	1
146	из многочисленных источников	1	1
147	как и другие	2	1
148	а именно что	2	1
149	не значит что	1	1
150	за себя и	1	1
151	более высокой ступени	1	1
152	он был и	1	1
153	конечно не в	1	1
154	кроме того что	1	1
155	и что если	1	1
156	т д в	3	1
157	как он говорит	1	1
158	того что в	1	1
159	но как это	1	1
160	с этой стороны	4	1
161	на земле в	1	1
162	здесь идет речь?	1	1
163	как он будет	1	1
164	своего отца и	1	1
165	за что не	1	1
166	при всех его	1	1
167	с тем и	1	1
168	можно думать что	1	1
169	об этом же	1	1
170	мы видели и	1	1
171	ни с того	1	1
172	к концу этого	1	1
173	и тем самым	1	1
174	надо сказать что	2	1
175	не забудем что	1	1
176	по себе не	1	1
177	есть вместе с	1	1
178	не могло быть	2	1
179	не столько о	1	1
180	что во всех	1	1
181	в которых он	1	1
182	уже знаем что	4	1
183	другой стороны оно	1	1
184	только тот кто	1	1
185	в этом а	1	1
186	отличается тем что	1	1
187	тут же мы	1	1
188	его жены в	1	1
189	этот не может	1	1
190	данном случае даже	1	1
191	то же самое	1	1
192	а после смерти	1	1
193	сама по себе	1	1
194	к самому себе	1	1
195	со своим отцом	2	1
196	с тех пор	1	1
197	можно найти много	1	1
198	казалось бы что	1	1
199	но все же	3	1
200	не только во	1	1
201	лицом к лицу	1	1
202	а именно в	1	1
203	не только у	1	1
204	все же можно	2	1
205	он ссылается на	1	1
206	о том как	3	1
207	вопросу о том	1	1
208	никак не может	1	1
209	и должны быть	1	1
210	так же в	1	1
211	ни с сего	1	1
212	прочим и в	1	1
213	с ним на	1	1
214	я знаю что	1	1
215	думать что в	1	1
216	нельзя сказать чтобы	1	1
217	на вопрос что	1	1
218	него вместе с	2	1
219	с ним не	1	1
220	можно сказать о	1	1
221	ответить на вопрос	1	1
222	том как эта	1	1
223	но он не	1	1
224	в ней нет	2	1
225	и если этот	1	1
226	о его существовании	1	1
227	мысль о том	1	1
228	и не могло	1	1
229	тем что в	1	1
230	у него речь	1	1
231	этом а в	1	1
232	но и в	4	1
233	одной из причин	1	1
234	с этой точки	3	1
235	в него и	1	1
236	вместе со своим	1	1
237	не может и	1	1
238	в основном как	1	1
239	однако все же	1	1
240	в своей работе	2	1
241	одна из них	1	1
242	как и сам	1	1
243	кажется что этот	1	1
244	того ни с	1	1
245	говорит это не	1	1
246	в иных случаях	1	1
247	в таких случаях	1	1
248	он мог бы	1	1
249	другой стороны мы	1	1
250	не приходится и	1	1
251	и в особенности	1	1
252	свою жизнь но	1	1
253	здесь мы имеем	8	1
254	не может сделать	1	1
255	на этот вопрос	3	1
256	приносит с собой	3	1
257	то и другое	2	1
258	но все это	1	1
259	состоит в том	1	1
260	все же не	1	1
261	ни за что	1	1
262	уже не может	1	1
263	начинается с того	3	1
264	становится ясным что	1	1
265	о том почему	1	1
266	но уже в	1	1
267	смысле этого слова	1	1
268	уже был в	1	1
269	в свете этой	1	1
270	он слаб и	1	1
271	однако и в	1	1
272	только потому что	1	1
273	что и здесь	3	1
274	выше мы видели	2	1
275	уже не было	1	1
276	для нас важнее	1	1
277	не может получить	1	1
278	но тем не	2	1
279	именно так как	1	1
280	и то и	2	1
281	он не мог	1	1
282	в котором можно	1	1
283	же как и	1	1
284	то чего не	1	1
285	у него нет	1	1
286	что по вопросу	1	1
287	такой же как	2	1
288	с того ни	1	1
289	правда в очень	1	1
290	сказать что по	1	1
291	как и вся	1	1
292	мне кажется что	1	1
293	и она не	1	1
294	которая и в	1	1
295	и не может	1	1
296	вопрос о том	1	1
297	этой точки зрения	3	1
298	и что эта	1	1
299	оно может быть	1	1
300	то что все	1	1
301	и в области	2	1
302	имеем дело с	1	1
303	мы не можем	2	1
